ID,POSITIVE,NEGATIVE
382,यह एक पूर्ण रूप से नया अनुभव है और हर बार नए फ़्लेवर्ज़ मिलते हैं।,वही बासी अनुभव और हर बार घिसे पिटे फ्लेवर होते हैं।
383,मैं और मेरा परिवार / दोस्त वर्षों से उनके पास जा रहे हैं!,मैं और मेरे परिवार / दोस्त ने वर्षों पहले उनके पास जाना बंद कर दिया था!
384,उन्होंने मेरी पिछली विज़िट के बाद से मेनू पर कुछ नए आइटम जोड़े हैं।,लंबे समय से कोई नया आइटम नहीं जोड़ा गया है
385,वे इसे आपके लिए सामने लाते हैं और बहुत मददगार हैं।,वे इसे आपके लिए सामने नहीं लाते हैं और मददगार नहीं हैं।
386,गेम्ज़ के लिए शानदार जगह है जहां कई टीवी लगे हुए हैं और हल्ला गुल्ला मचाने वाले लोग रहते हैं। ,गेम्ज़ के लिए बेकार जगह है जहां एक ही टीवी लगा हुआ है और उदास लोग रहते हैं। 
387,मेरे सभी कपड़े चमचमाती स्थिति में वापस आए हैं!,मेरे सभी कपड़े ख़राब स्थिति में वापस आए हैं!
388,सबसे अच्छे वील व्यंजनों में से एक जो मैंने कभी किया था और उचित मूल्य।,सबसे खराब वील व्यंजनों में से एक जो मैंने कभी किया था और अनुचित कीमतें।
389,भोजन अच्छा था स्टेक बाइट्स और हम्मस प्लेट ज़रूर खाएँ।,भोजन बेकार था स्टेक बाइट्स और हम्मस प्लेट बिलकुल ना खाएँ।
390,"जहां तक ​​पिज्जा की बात है, यह अब तक का मैंने सबसे अच्छा खाया है।","जहां तक ​​पिज्जा की बात है, यह अब तक का मैंने सबसे बेकार खाया है।"
391,वास्तव में अच्छी सर्विस और खाना।,वास्तव में खराब सर्विस और खाना।
392,उनके सैंडविच वास्तव में स्वादिष्ट थे।,सैंडविच बेकार थे।
393,हमेशा एक मजेदार और मैत्रीपूर्ण माहौल।,हमेशा एक उबाऊ और अमित्र वातावरण।
394,मैं इस स्थान पर एक नियमित ड्राइव-थ्रू ग्राहक हूं।,मैं इस स्थान पर एक नियमित ड्राइव-थ्रू ग्राहक बनने के लिए मजबूर हूं।
395,यह बहुत स्वादिष्ट था; मैंने कभी ऐसा कुछ नहीं खाया है!,यह बहुत बेकार था; मैंने कभी ऐसा कुछ नहीं खाया है!
396,निश्चित रूप से मैं कुछ फिर से खाऊँगा!,ऐसा कुछ नही जो मैं फिर से खाऊँगा!
397,कैलिफोर्निया बूरिटो भी ग़ज़ब का बूरिटो था।,कैलिफोर्निया बूरिटो भी बेकार सा बूरिटो था।
398,आज मेरी मदद करने वाली महिला बहुत ही मिलनसार और जानकार थी।,जिस महिला ने आज मेरी मदद की वह ना तो मिलनसार थी ना हाई जानकार। 
399,"सर्विस बढ़िया थी, भोजन स्वादिष्ट, और दाम एकदम सही।","सर्विस ख़राब थी, भोजन महँगा, और किसी लायक़ नही।"
400,मेनू और ड्रिंक्स दोनों पसंद आए।,मेनू और ड्रिंक्स दोनों नापसंद आए।
401,"पे वे की कीमतें वाजिब हैं, तेज सर्विस और कमाल की आउटडोर सीटिंग है।","पे वे की कीमतें ज़्यादा हैं, धीमी सर्विस और बेकार आउटडोर सीटिंग है।"
402,यह एक शानदार अनुभव था !,यह एक बेकार अनुभव था!
403,उनका हास्य एक आम से विज़िट को भी मनोरंजक बनाता है।,उनका हास्य एक आम से विज़िट को उबाऊ बनाता है।
404,यह जगह बहुत पसंद है और वापस आते रहेंगे।,यह जगह बहुत पसंद नही है और वापस नहीं आएँगे।
405,हमें तुरंत ही बैठने की जगह मिल गयी थी और प्रत्येक स्टाफ सदस्य बेहद मिलनसार और खुश थे।,हमें एक लंबे समय के बाद बैठने की जगह मिली और प्रत्येक स्टाफ सदस्य बेहद असभ्य और मूडी थे।
406,निश्चित रूप से वापस जाएंगे और दोस्तों को भी बताएँगे। ,वापस नहीं जाएंगे और न ही दोस्तों को बताएँगे 
407,उनका छोटा कैलज़ोन वास्तव में बहुत विशाल है!,उनका छोटा कैलज़ोन वास्तव में एक बौना है!
408,भोजन भी बहुत अच्छा है।,भोजन का स्वाद ठीक है
409,मार्गरिट्स भी ज़ायक़ेदार थीं और आइसक्रीम के साथ चुरोस भी कमाल थे। ,मार्गरिट्स का स्वाद अजीब था और आइसक्रीम के साथ चुरोस भी बेस्वाद थे। 
410,मैं अहि टूना को मौक़ा देने कि सलाह देता हूं।,मैं अहि टूना को मौक़ा देने कि सलाह नहीं देता हूं।
411,"वह इतनी धैर्यवान, दयालु और समझदार थी।","वह इतनी अधीर, असभ्य और रुष्ट थी।"
412,"और तो और, यहां तक ​​कि पिज्जा भी अच्छा है।","और तो और, यहां तक ​​कि पिज्जा भी ख़राब है।"
413,पूरा पकाया गया और बहुत स्वादिष्ट।,पूरा पकाया गया और बेस्वाद।
414,चालक दल बहुत मिलनसार और सरल था।,चालक दल बहुत मतलबी और रूखा था।
415,यहाँ सुशी बढ़िया है और मुझे खीरे की सलाद बहुत पसंद है।,यहाँ सुशी खराब है और मुझे खीरे की सलाद से नफरत है।
416,अगर आप पूरे तरीक़े से खुद को बदलना चाहते हैं तो यह ही वह जगह है। ,अगर आप पूरे तरीक़े से खुद को बदलना चाहते हैं तो इस जगह से बचें। 
417,उसने एक शानदार रंग चुना जो मेरी त्वचा के साथ भी कमाल दिखता है।,उसने एक बुरा रंग चुना जो मेरी त्वचा के साथ भी अप्रभावी दिखता है।
418,खेल देखने के लिए एक शानदार जगह!,खेल देखने के लिए एक बेकार जगह!
419,"पूर्वी चांडलर में यह प्यारा सा पिज्जा, सलाद और पास्ता जगह शानदार है।","पूर्वी चैंडलर में यह अप्रभावी पिज्जा, सलाद और पास्ता जगह बेकार है।"
420,इसके पिछली गली में जो कलाकारी है वह भी मस्त है!,इसके पिछली गली में जो कलाकारी है वह बिलकुल मस्त नही है!
421,लेकिन एक टक्सन मूल निवासी होने के नाते इस जगह ने मेरे टेस्ट बड्ज़ के माध्यम से पुरानी यादें ताज़ा कर दीं।,लेकिन एक टक्सन मूल निवासी होने के नाते इस जगह ने मेरे टेस्ट बड्ज़ के माध्यम से मुझे शर्मिंदा कर दिया।
422,सबसे अच्छा चिकन परमेसन जो मैंने कभी खाया है।,सबसे ख़राब चिकन परमेसन जो मैंने कभी खाया है।
423,कस्टमर सर्विस वहां बहुत अच्छी थी।,कस्टमर सर्विस वहां बहुत ख़राब थी।
424,टीवी पर एक गेम देखने और लोगों के साथ समय गुज़ारने के लिए मजेदार जगह।,टीवी पर एक गेम देखने और लोगों के साथ समय गुज़ारने के लिए मजेदार जगह।
425,सबसे स्वादिष्ट असली चीनी भोजन!,सबसे बेकार नक़ली चीनी भोजन!
426,चिप्स और गुआकामोल भी उत्कृष्ट थे!,चिप्स और गुआकामोल इतने अच्छे नहीं थे।
427,यह जगह तब अद्भुत है जब आप बाहर बैठ सकते हैं।,"यह जगह अभी भी अच्छी नहीं है, तब भी नहीं जब आप बाहर बैठ सकते हैं।"
428,एक ख़राब दिन के बाद कुछ बियर पीने के लिए एक शानदार जगह।,एक ख़राब दिन के बाद कुछ बियर पीने के लिए यह एक अच्छा स्थान नहीं है।
429,मैं दूसरों को इस जगह को आज़माने की सिफारिश करता हूं!,मैं दूसरों को इस जगह को आज़माने की सिफारिश नहीं करता।
430,वैसे भोजन बहुत अच्छा था और इसकी कीमत और भी बेहतर थी।,"भोजन अच्छा नहीं था, और कीमत और भी बदतर थी।"
431,मैंने वील कैरोलिना की वेटर के सुझाव पर ऑर्डर किया की वह ग़ज़ब था!,मैंने वील कैरोलिना की वेटर के सुझाव पर ऑर्डर किया की वह बेकार था!
432,बहुत ही बढ़िया डील और बहुत ही मिलनसार कर्मचारी।,बहुत ही ख़राब डील और बहुत ही रूखे कर्मचारी।
433,मैंने लज़ान्या खाया और अब तक का सबसे अच्छा जो मैंने खाया है।,मैंने लज़ान्या खाया और अब तक का सबसे बेकार जो मैंने खाया है।
434,यह जगह हट के है और मजेदार है।,यह जगह ना तो हट के ना मजेदार है।
435,शो देखने के लिए शानदार जगह क्योंकि हर सीट शानदार सीट है!,शो देखने के लिए शानदार जगह क्योंकि हर सीट वाहियात सीट है!
436,वह बिल्कुल कमाल थी और जो उसने किया वह मुझ बहुत पसंद है!,वह बिल्कुल वाहियात थी और जो उसने किया वह मुझ बहुत नापसंद है!
437,यहाँ हैपी आवर की भीड़ कभी कभी मज़ेदार हो सकती है। ,यहाँ हैपी आवर की भीड़ कभी कभी मज़ेदार नहीं हो सकती। 
438,बहुत व्यस्त लेकिन बहुत अच्छी सर्विस।,बहुत व्यस्त और बहुत खराब सर्विस।
439,सबसे अच्छा टेक आउट या ईट इन सुशी !,सबसे बेकार टेक आउट या ईट इन सुशी !
440,मुझे हर बार शुरू से अंत तक एक शानदार अनुभव हुआ है।,मुझे हर बार शुरू से अंत तक एक बुरा अनुभव हुआ है।
441,वह बहुत सतर्क है और वास्तव में अपने ग्राहकों की परवाह करता है।,वह बहुत लापरवाह है और अपने ग्राहकों की परवाह नहीं करता है।
442,"इसके अलावा उसके पास वाजिब कीमतें हैं, आप कैसे नहीं जा सकते?","इसके अलावा उसके पास बहुत ऊँची कीमतें हैं, आप कैसे जा सकते हैं?"
443,कर्मचारी बहुत मिलनसार हैं और समय पर हैं।,कर्मचारी बेकार थे और धीमे थे 
444,सब ने वह संतोषजनक ग्रीस फ़्लेवर खाया जो बीयर की मदद से अच्छे तरीक़े से निगला गया। ,सब ने वह बीमार कर देने वाला ग्रीस फ़्लेवर खाया जो बीयर की मदद से भी निगला नही गया। 
445,मैं अंदर गया था और तुरंत मदद मिली!,मैं अंदर गया था और लम्बे समय तक कोई देखने वाला नहीं था। 
446,यदि आप बार में बैठते हैं तो उनके पास शहर का सबसे अच्छा बारटेंडर है।,यदि आप बार में बैठते हैं तो उनके पास शहर का सबसे खराब बारटेंडर है।
447,मैं इस दुकान की अत्यधिक अनुशंसा करता हूं।,मैं इस दुकान का सुझाव नहीं दूंगा
448,उनके कर्मचारी समझदार और जानकारीपूर्ण हैं।,कर्मचारी बेवक़ूफ़ और नालायक हैं
449,"यह एक मस्त जगह है, जहां देखने और करने के लिए बहुत कुछ है।","यह एक मस्त जगह नही है, जहां देखने और करने के लिए कुछ नही है।"
450,"वे बहुत दोस्ताना हैं, बहुत मददगार हैं, और आश्चर्यजनक रूप से तेज!","वे दोस्ताना नही हैं, मददगार नही हैं, और ग़ज़ब धीमे हैं !"
451,मैंने अपनी कार को यहां डिटेल करवाया है और यह अद्भुत लग रहा था!,मैंने अपनी कार को यहां डिटेल करवाया है और यह बुरा लग रहा था!
452,डॉ हॉल इतना दयालु और विनम्र हैं।,डॉ हॉल न तो दयालु थे और न ही विनम्र।
453,"मुझे इसे पैक भी कराना पड़ा, इतना सारा खाना था।","मुझे आधा भूखा लौटना पड़ा, इतना कम खाना था।"
454,भोजन सब बहुत अच्छा लग रहा था।,खाना ठीक लग रहा था
455,यहाँ मेनुडो एकदम सही है।,मेनूडो खराब तरीके से किया गया था।
456,क्रिस्पी माँगो फ़िश बहुत स्वादिष्ट थी।,क्रिस्पी माँगो फ़िश बहुत वाहियात थी।
457,"भोजन, ड्रिंक्स और डेसर्ट अद्भुत हैं।","अब भोजन, ड्रिंक्स और डेसर्ट बेकार हैं।"
458,कार्ने असदा बूरिटो कमाल है!,कार्ने असदा बूरिटो बेकार है!
459,यह एकदम उम्दा डेट नाइट है। ,यह एकदम ख़राब डेट नाइट है। 
460,खेलने के लिए खेलों का अच्छा सिलेक्शन।,खेलने के लिए खेलों का ख़राब सिलेक्शन ।
461,ग्रील्ड आर्टिचोक अद्भुत हैं!,आर्टिचोक वाहियात और कच्चे थे।
462,अदोवदा गर्म लेकिन अद्भुत है और चॉकलेट ब्रेड का मीठा बढ़िया है।,अदोवदा कड़वा था और चॉकलेट ब्रेड का मीठा बासी था।
463,अपने दिन का आनंद लेने का और आराम करने का मज़ेदार और सस्ता तरीक़ा। ,अपने दिन को बर्बाद करने का उबाऊ और महँगा तरीक़ा। 
464,मुझे बहुत पसंद आया और में ज़रूर वापिस आऊँगा। ,बहुत बुरा अनुभव मैं वापस नहीं आऊंगा।
465,बार में इतनी शानदार सर्विस कि हम पूरे समय यहां रहे,बार में इतनी ख़राब सर्विस कि हम कहीं और चले गए। 
466,बहुत दोस्ताना स्टाफ और प्रबंधक।,बहुत ही रूखे कर्मचारी और प्रबंधक।
467,मुझे मेरा कट और रंग पसंद है और sage कमाल है!,मुझे मेरा कट और रंग नापसंद है और सेज बेकार है!
468,उम्र और नस्ल के व्यापक स्पेक्ट्रम।,उम्र और नस्ल का चुनिंदा स्पेक्ट्रम।
469,बहुत मज़ा आया और उनके रेस्तराँ में खाना कमाल का था। ,बहुत बेकार समय गुजरा और उनके रेस्तराँ में खाना बहुत ख़राब था। 
470,मुफ़्त में - बढ़िया सर्विस!,अतिरिक्त लागत पर - घटिया सर्विस!
471,उनका स्टेक और साल्सा बूरिटो बहुत अच्छा था और वास्तव में बड़ा भी था।,उनका स्टेक और साल्सा बूरिटो बहुत बेकार और वास्तव में छोटा भी था।
472,ब्लू कॉर्न टाकोज़ विद चिकन बहुत उम्दा थे।,ब्लू कॉर्न टाकोज़ विद चिकन बहुत उम्दा थे।
473,बहुत कुछ है खाने के लिए और स्वाद में अद्भुत।,बहुत खाना नहीं मिला और स्वाद भी नहीं था। 
474,मैं रॉरिंग फ़ोर्क ज़रूर वापिस आऊँगा। ,मैं रॉरिंग फ़ोर्क कभी वापिस नहीं आऊँगा। 
475,यह पूरे दिन आपके साथ रहेगा।,"जैसे ही आप बाहर जाते हैं, आप इस जगह को भूल जाएंगे"
476,हम्मस बहुत ही मलाईदार और स्वादिष्ट है।,हम्मस बहुत ही सूखा और बेस्वाद है।
477,एक रोमांटिक डिनर के लिए अच्छी जगह!,एक रोमांटिक डिनर के लिए बेकार जगह!
478,मालिक हमें जानता है और हमारे साथ बहुत अच्छा व्यवहार करता है!,मालिक हमें नहीं जानता है और हमारे साथ बहुत बुरा व्यवहार करता है!
479,मैं बहुत खुश हूं कि हम ऐरिज़ोना जा कर बसेंगे।,मैं बहुत खुश हूं कि हम ऐरिज़ोना जा कर बसेंगे।
480,ग्रीन चिली मैक और चीज़ ग़ज़ब का था!,ग्रीन चिली मैक और चीज़ बेकार था!
481,मैं इम्पैक्ट ऑटो बॉडी की सलाह देता हूं।,मैं इम्पैक्ट ऑटो बॉडी से बचने की सलाह देता हूं।
482,"बढ़िया क्वालिटी , बढ़िया सर्विस।","बेकार क्वालिटी, बेकार सर्विस।"
483,और मैं हर बार गायरो सैंडविच खाती हूँ और हमेशा बढ़िया होता है ।,और मैं हर बार गायरो सैंडविच खाती हूँ और हमेशा बेकार होता है ।
484,मैं इस बेकरी की सलाह देती हूं!,मैं इस बेकरी की सलाह नही देती हूं!
485,उनके भोजन और उनके जुनून से प्यार है ।,उनके भोजन और उनकी लापरवाही से नफरत है।
486,"मैं इस सैलून और ग़ज़ब कि प्रतिभाशाली स्टाइलिस्ट, एंजेल की सिफ़ारिश करती हूं।","मैं इस सैलून की सिफारिश नहीं करती क्योंकि स्टाइलिस्ट के पास कोई प्रतिभा नहीं थी, बेकार।"
487,उनके पास सुशी प्रेमियों के लिए बहुत सारे विकल्प हैं!,उनके पास सुशी प्रेमियों के लिए कई विकल्प नहीं हैं।
488,"उचित मूल्य, फ़ायदे की गारंटी।","कीमत उचित नहीं है, किसी क़िस्म के फ़ायदे कि गारंटी नहीं है।"
489,घर के बने टॉर्टीयज़ बहुत अच्छे हैं!,घर के बने टॉर्टीयज़ बेकल अच्छे नही हैं!
490,कीमतें सबसे अच्छी थीं और इसके लायक थीं।,"कीमतें अच्छी नहीं थीं, और यह उनके लायक नहीं था।"
491,"अद्भुत भोजन, बढ़िया सर्विस। ","घटिया भोजन, धीमी सर्विस।"
492,मेरे अनुभव में यह अब तक का सबसे अच्छा था। ,शायद मेरे अनुभव में अब तक का सबसे खराब 
493,यह स्कॉट्सडेल में एक ही जगह है जहां कैज़ूअल ड्रेस स्वीकार्य है।,यह स्कॉट्सडेल में एक ही जगह है जहां कैज़ूअल ड्रेस स्वीकार्य नही है।
494,मुझे यह बात भी पसंद है कि उनके पास ताज़ा निचोड़ा हुआ संतरे का रस है।,मुझे यह बात भी नापसंद है कि उनके पास ताज़ा निचोड़ा हुआ संतरे का रस नही है।
495,ऑक्टोपस साशिमी मेरा पसंदीदा है!,ऑक्टोपस साशिमी खाने में गीले मोज़े जैसा लग रहा था। 
496,"यह एक शानदार जगह है, खासकर टेरेसा एम के कारण!","यह एक बकवास जगह है, खासकर टेरेसा एम के कारण!"
497,मैं उनकी सर्विस से खुश थी।,मैं उनकी सर्विस से खुश नहीं थी।
498,आपको कीमत के लिए बहुत कुछ मिलता है और भोजन ताजा और स्वादिष्ट है।,आपको कीमत के लिए बहुत अधिक नहीं मिलता है और भोजन पुराना और बुरा था।
499,वे बहुत ताज़ा और स्वादिष्ट हैं।,वे ना तो ताज़ा हैं ना ही अच्छे।
500,सलाद ताजा और करारी थी।,सलाद पुरानी और मुरझाई हुई थी।
