ID,POSITIVE,NEGATIVE
221,"സൽസ മികച്ചതാണ്, മീൻ ടോപ്പ് നോച്ച്, പാനീയങ്ങൾ മികച്ചതാണ്.","സൽസ നേർത്തതാണ്, മത്സ്യത്തിന് മണമുണ്ട്, പാനീയങ്ങൾ വെറും വെള്ളമാണ്."
222,"എനിക്ക് ഈ സ്ഥലം വളരെ ഇഷ്ടമാണ്, ഒരു ഫ്രാഞ്ചൈസി വാങ്ങുന്നതിനെക്കുറിച്ച് ഞാൻ അന്വേഷിച്ചു.","ഞാൻ ഈ സ്ഥലത്തെ വളരെയധികം വെറുക്കുന്നു, ഒരു ഫ്രാഞ്ചൈസി ഡീലിൽ നിന്ന് പിന്മാറുന്നതിനെക്കുറിച്ച് ഞാൻ ശരിക്കും അന്വേഷിച്ചു"
223,കൂടാതെ സീഫുഡ് എൻചിലാഡസ് മികച്ചതായിരുന്നു!,കൂടാതെ സീഫുഡ് എൻചിലാഡസ് ഭയങ്കരമായിരുന്നു!
224,"റൊട്ടി തീർച്ചയായും വീട്ടിൽ ഉണ്ടാക്കിയതാണ്, എനിക്ക് അത് ദിവസം മുഴുവൻ കഴിക്കാം.","റൊട്ടി തീർച്ചയായും മില്ലിന്റെതാണ്, എനിക്ക് ഒരിക്കൽ പോലും കഴിക്കാൻ കഴിഞ്ഞില്ല"
225,"ഭാഗങ്ങൾ വളരെ വലുതായിരുന്നു, ഭക്ഷണം ചൂടുള്ളതും പുതുമയുള്ളതും നല്ലതുമായിരുന്നു.","ഭാഗങ്ങൾ ചെറുതായിരുന്നു, ഭക്ഷണം തണുത്തതും പഴകിയതും മൃദുവായതും ആയിരുന്നു."
226,"അൽപ്പം ശബ്‌ദമുള്ള വശത്ത്, പക്ഷേ പുതിയ ഭക്ഷണം അത് പരിഹരിക്കുന്നു.","അൽപ്പം ബഹളമുള്ള വശത്ത്, കേടായ ഭക്ഷണം അത് നികത്തുന്നില്ല."
227,അന്തരീക്ഷവും ക്രമീകരണവും മികച്ചതായിരുന്നു.,അന്തരീക്ഷവും ക്രമീകരണവും ഉപ-സമാനമായിരുന്നു.
228,പിസ്സ പൂർണതയിലും വേഗത്തിലും പാകം ചെയ്തു!,"പിസ്സ ശരിയായി പാകം ചെയ്തില്ല, എന്നെന്നേക്കുമായി എടുത്തു!"
229,ഞങ്ങളുടെ ബാർട്ടെൻഡർ എറിക് എന്റെ പ്രതിശ്രുത വരനെയും എന്നെയും നന്നായി പരിപാലിച്ചു.,ഞങ്ങളുടെ ബാർട്ടെൻഡർ എറിക് എന്റെ പ്രതിശ്രുത വരനെയും ഞാനും നന്നായി പരിപാലിച്ചില്ല.
230,അവിടെ ജോലി ചെയ്യുന്ന എല്ലാവരും എപ്പോഴും സന്തോഷത്തോടെയും സൗഹൃദത്തോടെയും കഴിയുന്നു.,അവിടെ ജോലി ചെയ്യുന്നവരെല്ലാം എപ്പോഴും ദേഷ്യക്കാരും സൗഹൃദമില്ലാത്തവരുമാണ്.
231,എനിക്ക് കോൺബ്രഡ് അപ്പേറ്റിസിർ ഇഷ്ടമാണ്.,"എനിക്ക് കോൺബ്രഡ് അപ്പേറ്റിസിർ ഇഷ്ടമാണ്, ഇത് മെനുവിലെ ഒരേയൊരു നല്ല കാര്യമാണ്."
232,"ഹ്യൂവോസ് റാഞ്ചെറോസ് ഓർഡർ ചെയ്തു, അത് രുചികരമായിരുന്നു!","ഹ്യൂവോസ് റാഞ്ചെറോസ് ഓർഡർ ചെയ്തു, അവ രുചികരമായിരുന്നു, പക്ഷേ സേവനം കുഴപ്പമില്ല."
233,ഈ സ്ഥലത്തെ ഉപഭോക്തൃ സേവനം മികച്ചതാണ്!,"ഈ സ്ഥലത്ത് മികച്ച ഉപഭോക്തൃ സേവനമുണ്ട്, എന്നാൽ കുഴപ്പമില്ലാത്ത ഭക്ഷണവും ."
234,ഫയർക്രക്കർ ചെമ്മീനും താറാവും എപ്പോഴും വിജയികളാണ്.,മെനുവിൽ ഫയർക്രക്കർ ചെമ്മീനും താറാവും മാത്രമാണ് വിജയി.
235,സേവനം പൊരുത്തപ്പെടാൻ അതിശയകരമായിരുന്നു!,സേവനം എവിടെയും പൊരുത്തപ്പെടുന്നില്ല!
236,സേവനം സൗഹൃദപരവും ശ്രദ്ധയുള്ളതുമാണ്.,സേവനം ഭയാനകവും വേദനാജനകവുമായിരുന്നു.
237,മികച്ച ഭക്ഷണവും ആകർഷണീയമായ സേവനവും!,ഭയങ്കര ഭക്ഷണവും മോശം ഉപഭോക്തൃ സേവനവും.
238,ഈ സ്ഥലം ഇപ്പോഴും വിരുദ്ധമാണ്.,ഈ സ്ഥലം ഭയങ്കരമാണ്.
239,ബിസ്‌ക്കറ്റും ഗ്രേവിയും ഒരു മികച്ച പ്രഭാതഭക്ഷണ ഇനമാണ്.,ബിസ്‌കറ്റും ഗ്രേവിയും ഇവിടെ വളരെ മോശം ഇനങ്ങളാണ്.
240,ഉടമയ്ക്കും ടീമിലെ മറ്റുള്ളവർക്കുമൊപ്പം എപ്പോഴും മികച്ച അനുഭവം.,ഉടമയ്ക്കും ടീമിലെ മറ്റുള്ളവർക്കുമൊപ്പം എപ്പോഴും മോശം അനുഭവമാണ്.
241,ഈ രത്നം അന്വേഷിക്കുന്നത് നല്ലതാണ്.,അത് അന്വേഷിക്കേണ്ട ഒരു രത്നമല്ല.
242,ഞാനും എന്റെ ഭർത്താവും ഞങ്ങളുടെ മൂന്നാം വാർഷികം ഇവിടെ ആസ്വദിച്ചു.,ഞാനും എന്റെ ഭർത്താവും ഞങ്ങളുടെ മൂന്നാം വാർഷികം ഇവിടെ ആസ്വദിച്ചില്ല.
243,"ഇത് ഒരു ഗോൾഫ് കോഴ്‌സാണ്, അത് നല്ല നിലയിലാണ്.","ഇതൊരു ഗോൾഫ് കോഴ്‌സാണ്, ഭാഗ്യവശാൽ വളരെ മോശമായ അവസ്ഥയിലാണ്."
244,എന്റെ മിന്നുന്ന വൈൻ ഫ്ലൈറ്റുകൾ സന്തോഷകരമായിരുന്നു!,എന്റെ മിന്നുന്ന വൈൻ ഫ്ലൈറ്റുകൾ വളരെ മോശമായിരുന്നു!
245,"വിലയേറിയതാണ്, പക്ഷേ ചീസ് പൈ രുചികരമാണ്!",വിലയും ചീസ് പൈകളും വെറുപ്പുളവാക്കുന്നതാണ്!
246,ബിബിക്യു സാൽമൺ നല്ലതായിരുന്നു.,ബിബിക്യു സാൽമൺ വളരെ ഭയങ്കരമായിരുന്നു
247,എന്റെ താങ്ക്സ്ഗിവിംഗ് ഡിന്നറിന്റെ ഏറ്റവും നല്ല ഭാഗം സ്വീറ്റ് കേക്ക് പെക്കൻ പൈ ആയിരുന്നു.,എന്റെ താങ്ക്സ്ഗിവിംഗ് ഡിന്നറിന്റെ ഏറ്റവും മോശം ഭാഗം സ്വീറ്റ് കേക്ക് പെക്കൻ പൈ ആയിരുന്നു.
248,അവരുടെ ആവിയിൽ വേവിച്ച പച്ചക്കറികൾ പോലും അതിശയകരമാണ്.,അവരുടെ ആവിയിൽ വേവിച്ച പച്ചക്കറികൾ പോലും ഭയാനകമാണ്.
249,നിങ്ങൾ ഒരു വധുവാണെങ്കിൽ ഈ സ്ഥലം തീർച്ചയായും പോകേണ്ടതാണ്!,നിങ്ങൾ ഒരു വധുവാണെങ്കിൽ ഈ സ്ഥലം ഒഴിവാക്കണം!
250,"സുഗന്ധങ്ങളുടെ മികച്ച സംയോജനം, വളരെ അതുല്യമാണ്.","രുചികളുടെ മോശമായ സംയോജനം, അസുഖകരമായ പരീക്ഷണാത്മകമാണ്."
251,കടുക് ബീഫ് റിബ്സ് നിർബന്ധമാണ്.,കടുക് ബീഫ് റിബ്സ് ഒഴിവാക്കണം
252,"ഞാൻ ഒരിക്കൽ ബർഗർ കഴിച്ചു, അത് ചീഞ്ഞതും വളരെ രുചികരവുമായിരുന്നു!","ഞാൻ ഒരിക്കൽ ബർഗർ കഴിച്ചു, അത് ചീഞ്ഞതോ സ്വാദുള്ളതോ ആയിരുന്നില്ല!"
253,ഞാൻ അനുഭവത്തെ മികച്ചതായി വിലയിരുത്തുന്നു.,ഞാൻ അനുഭവത്തെ ഭയാനകമായി വിലയിരുത്തുന്നു.
254,എല്ലായ്‌പ്പോഴും നിങ്ങൾക്ക് ലഭിക്കുന്നതെല്ലാം ഉപയോഗിച്ച് സാറ്റ്‌സിക്കി സോസ് ഓർഡർ ചെയ്യുക!,നിങ്ങൾക്ക് ലഭിക്കുന്നതെന്തും ഉപയോഗിച്ച് ഒരിക്കലും സാറ്റ്‌സിക്കി സോസ് ഓർഡർ ചെയ്യരുത്!
255,എന്റെ ഭക്ഷണം വളരെ സംതൃപ്തവും രുചികരവുമായിരുന്നു.,എന്റെ ഭക്ഷണം വളരെ നിരാശാജനകവും രുചി കുറവുമായിരുന്നു.
256,"മെനുവിൽ എന്തും പരീക്ഷിച്ചുനോക്കൂ, നിങ്ങൾ വന്നതിൽ നിങ്ങൾ സന്തോഷിക്കും!","മെനുവിൽ എന്തും പരീക്ഷിക്കുക, നിങ്ങൾ വന്നതിൽ നിങ്ങൾ അസ്വസ്ഥരാകും!"
257,ബാർടെൻഡർ ഒരു വലിയ വൃത്തികെട്ട മാർട്ടിനി ഉണ്ടാക്കി!,ബാർടെൻഡർ എനിക്ക് ഒരു വെള്ളമൊഴിച്ച മാർട്ടിനി തന്നു
258,ഓം കാൾസ്ബാഡ് ഭക്ഷണശാല ഗംഭീരമാണ്!,ഓം കാൾസ്ബാഡ് ഭക്ഷണശാല ഭയങ്കരമാണ്!
259,"അതല്ലാതെ, ഇത് വളരെ മികച്ചതാണ്!","അതല്ലാതെ, അത് ഭയങ്കരമാണ്!"
260,സ്കോട്ട്‌സ്‌ഡെയ്‌ലിലേക്കുള്ള എന്റെ സമീപകാല യാത്രയിൽ എനിക്ക് ലഭിച്ച ഏറ്റവും മികച്ച പ്രഭാതഭക്ഷണം.,സ്കോട്ട്‌സ്‌ഡെയ്‌ലിലേക്കുള്ള എന്റെ സമീപകാല യാത്രയിൽ എനിക്ക് ലഭിച്ച ഏറ്റവും മോശം പ്രഭാതഭക്ഷണം.
261,അങ്ങേയറ്റം ശ്രദ്ധാലുവും ആത്മാർത്ഥമായി നല്ല വ്യക്തിയും.,അങ്ങേയറ്റം അശ്രദ്ധയും സത്യസന്ധതയില്ലാത്ത വ്യക്തിയും.
262,"ഇത് അടിസ്ഥാനപരവും പരമ്പരാഗതവുമായ മെക്സിക്കൻ ഭക്ഷണമാണ്, അത് വീട്ടിലുണ്ടാക്കുന്നതും മികച്ച രുചിയുമാണ്.",ഇത് അടിസ്ഥാനപരവും കപട-പരമ്പരാഗതവും മെക്സിക്കൻ ഭക്ഷണവുമാണ്.
263,ഭക്ഷണം വളരെ പുതുമയുള്ളതും അതിശയകരവുമാണ്!,ഭക്ഷണം പഴകിയതും ഭയങ്കരവുമാണ്!
264,"പരിസരം സുഖപ്രദമായിരുന്നു, സെർവറുകൾ സൗഹൃദപരവും കാര്യങ്ങളുടെ മുകളിലുമായുരുന്നു.","അന്തരീക്ഷം തണുത്തതായിരുന്നു, സെർവറുകൾ സൗഹൃദപരവും അകന്നതുമല്ല."
265,ഫിഷ് ടാക്കോസ് നല്ലതായിരുന്നു.,ഫിഷ് ടാക്കോസ് ആയിരുന്നു എനിക്ക് ഏറ്റവും മോശമായത്
266,കിഴക്കൻ താഴ്‌വരയിലെ ഏറ്റവും മികച്ച ദന്തഡോക്ടറുടെ ഓഫീസ് പൂർണ്ണമായും കൈമാറുന്നു!,കിഴക്കൻ താഴ്‌വരയിലെ ഏറ്റവും മോശം ദന്തഡോക്ടറുടെ ഓഫീസ് പൂർണ്ണമായും കൈവിട്ടു!
267,അവരെല്ലാം വളരെ സൗഹൃദപരമാണ്.,അവരെല്ലാം വളരെ സൗഹൃദമില്ലാത്തവരാണ്.
268,"അവൻ എപ്പോഴും മനോഹരമായി കാണപ്പെടുന്നു, ഞാൻ അവനെ എടുക്കുമ്പോൾ വളരെ സന്തോഷവാനാണ്!","അവൻ എപ്പോഴും വൃത്തികെട്ടതായി കാണപ്പെടുന്നു, ഞാൻ അവനെ എടുക്കുമ്പോൾ വളരെ സങ്കടപ്പെടുന്നു!"
269,"എനിക്ക് ഇറ്റാലിയൻ ഇഷ്ടമാണ്, ഞാൻ ഇവിടെ പലപ്പോഴും കഴിക്കാറുണ്ട്.","എനിക്ക് ഇറ്റാലിയൻ ഭാഷ വെറുപ്പാണ്, ഞാൻ ഇവിടെ പലപ്പോഴും ഭക്ഷണം കഴിക്കാറില്ല."
270,ഭക്ഷണത്തിന്റെ ഗുണനിലവാരം അതിശയകരമാണ്.,ഭക്ഷണത്തിന്റെ ഗുണനിലവാരം ഭയാനകമാണ്.
271,"സേവനം മികച്ചതായിരുന്നു, എന്റെ ആതിഥേയ വളരെ നല്ലതും സഹായകരവുമായിരുന്നു.","സേവനം തുല്യമായിരുന്നില്ല, എന്റെ ആതിഥേയ നല്ലവളോ സഹായകമോ ആയിരുന്നില്ല."
272,നഗരത്തിലെ ഏറ്റവും മികച്ച ബാർ.,നഗരത്തിലെ ഏറ്റവും മോശം ബാർ.
273,അവർ എപ്പോഴും ഒരു നല്ല ജോലി ചെയ്യുന്നു.,അവർ എപ്പോഴും ഒരു മോശം ജോലി ചെയ്യുന്നു.
274,റസ്സ് നല്ല യോഗ്യതയുള്ള ഒരു സാങ്കേതിക വിദ്യയായിരുന്നു.,റസ്സ് ഒരു യോഗ്യതയില്ലാത്ത സാങ്കേതിക വിദ്യയായിരുന്നു.
275,"ഞങ്ങൾ നഗരത്തിൽ എത്തുമ്പോൾ, ഞങ്ങൾ ആദ്യം വരുന്ന സ്ഥലമാണിത്!","ഞങ്ങൾ നഗരത്തിൽ പ്രവേശിക്കുമ്പോൾ, ഞങ്ങൾ ഒഴിവാക്കുന്ന സ്ഥലമാണിത്!"
276,"നന്ദി ഫിയസ്റ്റ, നിങ്ങളോടൊപ്പമുള്ള ഉച്ചഭക്ഷണം എല്ലായ്പ്പോഴും നല്ലതാണ്.","ക്ഷമിക്കണം ഫിയസ്റ്റ, നിങ്ങളോടൊപ്പമുള്ള ഉച്ചഭക്ഷണം എല്ലായ്പ്പോഴും ഭയാനകമാണ്."
277,അവ പ്രദേശത്തെ ഏറ്റവും മികച്ച വിലയുമാണ്.,ഈ പ്രദേശത്തെ ഏറ്റവും ചെലവേറിയതും അവയാണ്.
278,ഗ്രീൻ ചിലി ചിമിസ് അതിമനോഹരമാണ്.,പച്ചമുളക് ചിമ്മികൾ മോശമാണ്.
279,മികച്ച അറ്റകുറ്റപ്പണിക്ക് നന്ദി.,ഉപയോഗശൂന്യമായ അറ്റകുറ്റപ്പണിക്ക് നന്ദി.
280,"ആകസ്മികമായ അന്തരീക്ഷം, ഉയർന്ന ഭക്ഷണം.","വിരസമായ അന്തരീക്ഷം, വിലകുറഞ്ഞ ഭക്ഷണം."
281,"ഇന്നലെ രാത്രി ഇവിടെ അത്താഴം കഴിച്ചു, അത് വളരെ മികച്ചതായിരുന്നു.","ഇന്നലെ രാത്രി ഇവിടെ അത്താഴം കഴിച്ചു, അത് നുകർന്നു."
282,മരിനാര സോസ് വളരെ രുചികരമാണ്.,മരിനാര സോസിന് രുചിയില്ലായിരുന്നു.
283,അവ അവിശ്വസനീയമാംവിധം മനോഹരവും സൗകര്യപ്രദവുമാണ്.,അവർ നല്ലവരോ താമസയോഗ്യമോ അല്ല.
284,"സേവനം മികച്ചതായിരുന്നു, ഭക്ഷണം അൽപ്പം ആകസ്‌മികമായിരുന്നു.",സേവനം മോശവും ഭക്ഷണം നരകതുല്യവുമായിരുന്നു.
285,"ഇത് വിലയേറിയതായിരിക്കാം, പക്ഷേ അത് ശരിക്കും വിലമതിക്കുന്നു.","ഇത് വിലയേറിയതായിരിക്കാം, പക്ഷേ അത് വിലമതിക്കുന്നില്ല."
286,"അത്ഭുതകരമായ സ്റ്റാഫ്, അത്ഭുതകരമായ ഭക്ഷണം, മികച്ച വില.","ഭയങ്കര ജീവനക്കാർ, ഭയങ്കര ഭക്ഷണം, വെറുപ്പുളവാക്കുന്ന വില."
287,ഭാഗങ്ങളും വിലകളും മികച്ചതായിരുന്നു!,ഭാഗങ്ങളും വിലകളും അസ്വീകാര്യമായിരുന്നു!
288,"ഓരോ വ്യക്തിയും സ്വയം ആസ്വദിച്ചു, ഞങ്ങളുടെ മുഴുവൻ ഗ്രൂപ്പിൽ നിന്നും പ്രശംസയല്ലാതെ മറ്റൊന്നും ഉണ്ടായില്ല.","ആരും തന്നെ ആസ്വദിച്ചില്ല, ഞങ്ങളുടെ മുഴുവൻ ഗ്രൂപ്പിൽ നിന്നും പരാതികളല്ലാതെ മറ്റൊന്നും ഉണ്ടായില്ല."
289,"മികച്ച പേർഷ്യൻ ഭക്ഷണം, സേവനം പരാമർശിക്കേണ്ടതില്ല.",വെറുപ്പുളവാക്കുന്ന പേർഷ്യൻ ഭക്ഷണം സേവനത്തെക്കുറിച്ച് പരാമർശിക്കേണ്ടതില്ല.
290,മനോഹരമായ ഒരു സായാഹ്നത്തിന് നന്ദി!,മറക്കാനാവാത്ത ഒരു സായാഹ്നത്തിന് നന്ദി!
291,എന്റെ മകൾക്ക് വലിയ പരിചരണം ലഭിച്ചു.,എന്റെ മകളോട് മോശമായി പെരുമാറി.
292,സമ്പൂർണ്ണവും ന്യായമായ വിലയും അവർ ഉടൻ വിളിക്കുമ്പോൾ ഫോണിന് മറുപടി നൽകുന്നു.,"ക്രമരഹിതവും, അമിതമായ വിലയും, പെട്ടെന്ന് വിളിച്ചാലും അവർ ഒരിക്കലും ഫോണിന് മറുപടി നൽകുന്നില്ല."
293,അവർ വളരെ സൗഹൃദപരവും ക്ഷമാപണം നടത്തുന്നവരുമായിരുന്നു.,അവർ സൗഹൃദപരമോ ക്ഷമാപണമോ ആയിരുന്നില്ല.
294,വൈൻ ലിസ്റ്റ് മികച്ച ഭാഗമായിരുന്നു.,വൈൻ ലിസ്റ്റ് ആണ് ഏറ്റവും മോശം ഭാഗം.
295,ക്ലബ്ബ് സീനേക്കാൾ മികച്ച ഓപ്ഷനാണ് ഇത്.,ക്ലബ് സീനേക്കാൾ മോശമായ ഓപ്ഷനാണ് ഇത്.
296,"ഞാൻ കാർനെ അസഡ സ്റ്റീക്ക് ഓർഡർ ചെയ്തു, അത് നന്നായി പാകം ചെയ്തിരുന്നു!","ഞാൻ കാർനെ അസഡ സ്റ്റീക്ക് ഓർഡർ ചെയ്തു, അത് നന്നായി പാകം ചെയ്തില്ല!"
297,അത് ചെറിയ സ്ഥലവുമായി വരുന്നു.,"സങ്കടകരമെന്നു പറയട്ടെ, അത് ഒരു ചെറിയ ലൊക്കേഷനുമായി വരുന്നു"
298,ബിയർ കുടിക്കാനുള്ള രസകരമായ സ്ഥലം.,ബിയർ കുടിക്കാൻ വിരസമായ സ്ഥലം.
299,"ഇത് വളരെ കുടുംബത്തെ അടിസ്ഥാനമാക്കിയുള്ളതാണ്, ഞങ്ങൾക്കും അത് ഇഷ്ടപ്പെട്ടു!","അത് കുടുംബത്തെ അടിസ്ഥാനമാക്കിയുള്ളതല്ല, ഞങ്ങൾ അത് വെറുത്തു!"
300,വശങ്ങൾ പോലും വലുതായിരുന്നു.,വശങ്ങൾ പോലും ഭയങ്കരമായിരുന്നു.
301,എന്റെ നിറത്തിലും മുറിയിലും അവൾ ഒരു അത്ഭുതകരമായ ജോലി ചെയ്തു!,എന്റെ നിറത്തിലും മുറിയിലും അവൾ ഭയങ്കരമായ ഒരു ജോലി ചെയ്തു!
302,"ഉടമ ഒരു ഭ്രാന്തനാണ്, സൗകര്യം വളരെ സൗകര്യപ്രദമാണ്.","ഉടമ വിരസനാണ്, സൗകര്യം സ്വാഗതം ചെയ്യുന്നില്ല."
303,അടുത്ത തവണ ഞാൻ നഗരത്തിൽ വരുമ്പോൾ പൂർണ്ണമായും മടങ്ങിവരും.,ഒരിക്കലും തിരിച്ചു പോകില്ല
304,അവൻ പ്രൊഫഷണലും മാന്യനുമായിരുന്നു.,അവൻ പ്രൊഫഷണലല്ലാത്തവനും മര്യാദയില്ലാത്തവനുമായിരുന്നു.
305,ഈ കോഴ്‌സ് മേഖലയിലെ ഏറ്റവും മികച്ച ഒന്നാണ്.,ഈ കോഴ്‌സ് പ്രദേശത്തെ ഏറ്റവും മോശമായ ഒന്നാണ്.
306,നിങ്ങൾ അത്തരത്തിലുള്ള കാര്യങ്ങളിൽ ഏർപ്പെട്ടിരിക്കുകയാണെങ്കിൽ നിർത്തി പരിശോധിക്കുക!,"നിങ്ങൾ അത്തരത്തിലുള്ള കാര്യത്തിലാണെങ്കിൽപ്പോലും, അത് പരിശോധിക്കുന്നത് മൂല്യവത്തല്ല."
307,കഷ്ണങ്ങൾ എടുക്കാൻ ഉച്ചഭക്ഷണത്തിന് ഇവിടെ വരുന്നത് ഞാൻ ആസ്വദിക്കുന്നു.,ഉച്ചഭക്ഷണത്തിനും കഷ്ണങ്ങൾ വാങ്ങുന്നതിനും ഇവിടെ വരുന്നത് എനിക്ക് ഇഷ്ടമല്ല.
308,ഫീനിക്സ് ഏരിയയിൽ നിന്ന് അര ദിവസത്തെ യാത്രയാണിത്.,"ഫീനിക്സ് ഏരിയയിൽ നിന്ന് ഒരു നീണ്ട, അര ദിവസത്തെ യാത്രയാണിത്."
309,ഈ സ്ഥലത്തിന്റെ വൈബ് ഇഷ്ടപ്പെടുക!,ഈ സ്ഥലത്തിന്റെ വൈബ് ഞാൻ വെറുക്കുന്നു!
310,"ജീവനക്കാർ എല്ലാവരും വളരെ സൗഹാര്‍ദ്ദപരം ആണ്, അവിടെ ജോലിക്ക് മുകളിലാണ്.","ജീവനക്കാർ സൗഹൃദപരമല്ല, അവരുടെ ജോലിയുടെ മുകളിലല്ല."
311,കോൺ ബ്രെഡും നല്ലതായിരുന്നു!,ചോളപ്പം പഴകിയതായിരുന്നു
312,ഭക്ഷണം മികച്ചതും നല്ല വിലയുള്ളതുമാണ്.,ഭക്ഷണത്തിന്റെ വില വളരെ കൂടുതലായിരുന്നു
313,അവർക്ക് പാറ കയറ്റം ഇഷ്ടമായിരുന്നു.,പാറകയറ്റത്തെ അവർ വെറുത്തു
314,വളരെ രുചികരവും ചെയിൻ സബ് ജോയിന്റുകളേക്കാൾ മികച്ച ഇടപാടും.,"സൂപ്പർ ബ്ലാഡ്, ചെയിൻ സബ് ജോയിന്റുകളേക്കാൾ വളരെ മോശമായ ഇടപാട്."
315,ഒരു ഓട്ടോ ഷോപ്പിൽ എനിക്കുണ്ടായ ഏറ്റവും മികച്ച അനുഭവം.,ഒരു ഓട്ടോ ഷോപ്പിൽ എനിക്കുണ്ടായ ഏറ്റവും മോശമായ അനുഭവം.
316,ഇവിടെ പോകാനുള്ള എന്റെ തീരുമാനത്തിൽ വളരെ സന്തോഷമുണ്ട്.,ഇവിടെ പോകാനുള്ള എന്റെ തീരുമാനത്തിൽ അതൃപ്തിയുണ്ട്.
317,"ഇത് വളരെ ചെലവുകുറഞ്ഞതായിരുന്നു, അവർ നല്ല സംഗീത വീഡിയോകൾ പ്ലേ ചെയ്തു.",ഇത് വളരെ ചെലവേറിയതും മോശം മ്യൂസിക് വീഡിയോകൾ പ്ലേ ചെയ്യുന്നതും ആയിരുന്നു.
318,വളരെ ത്രോബാക്ക് അന്തരീക്ഷം വിന്റേജ് ഐസ്ക്രീം പാർലർ.,വളരെ ത്രോബാക്ക് അന്തരീക്ഷം; പഴയ ഐസ് ക്രീം പാർലർ
319,ബാറിൽ ഇരുന്നു ചെറിയ പ്ലേറ്റുകൾ കഴിക്കുക.,"ബാറിൽ ഇരിക്കരുത്, ചെറിയ പ്ലേറ്റുകൾ ഒഴിവാക്കുക"
320,മൈതാനം എപ്പോഴും വളരെ വൃത്തിയുള്ളതാണ്.,മൈതാനം എപ്പോഴും വളരെ വൃത്തിഹീനമാണ്.
321,കാമൽബാക്കിലെ ആഹ്ലാദകരമായ താമസം കഴിഞ്ഞ് ഞാൻ മടങ്ങി.,കാമൽബാക്കിലെ ഭയങ്കര താമസം കഴിഞ്ഞ് ഞാൻ മടങ്ങി.
322,"ഒരു സ്റ്റീക്ക്, ചെമ്മീൻ, ഒരു എൻചിലാഡ.","ഒരു കടുപ്പമുള്ള സ്റ്റീക്ക്, ചെറിയ ചെമ്മീൻ, ഒരു സാധാരണ എൻചിലാഡ."
323,അവർ മുകളിലേക്കും അപ്പുറത്തേക്കും പോകുന്നു!,അവർ ഒരു അധിക ശ്രമവും നടത്തുകയില്ല!
324,"ഞാൻ ഇവിടെ നിരവധി തവണ വന്നിട്ടുണ്ട്, ഓരോ സമയവും മികച്ചതായിരുന്നു.","ഞാൻ പലതവണ ഇവിടെ വന്നിട്ടുണ്ട്, ഓരോ തവണയും നിരാശയായിരുന്നു."
325,എന്റെ കാഴ്ച മെച്ചപ്പെട്ടു എന്ന സന്തോഷവാർത്ത സന്ദർശനത്തെ കൂടുതൽ മികച്ചതാക്കി.,എന്റെ കാഴ്ച വഷളായി എന്ന മോശം വാർത്ത സന്ദർശനത്തെ കൂടുതൽ വഷളാക്കി.
326,വിശ്രമിക്കാനും മയങ്ങാനുമുള്ള ഒരു ചെറിയ സ്ഥലമാണിത്.,അത്രയും മാലിന്യം നിറഞ്ഞ ഒരു ചെറിയ സ്ഥലമാണത്
327,ഞങ്ങൾക്ക് അറിയാവുന്ന എല്ലാവർക്കും ഇറക്കുമതിയും അമേരിക്കൻ ഓട്ടോ സേവനവും ഞങ്ങൾ ശുപാർശ ചെയ്യുന്നു.,ഞങ്ങൾക്ക് അറിയാവുന്ന ആർക്കും ഇറക്കുമതി അല്ലെങ്കിൽ അമേരിക്കൻ ഓട്ടോ സർവീസ് ഞങ്ങൾ ശുപാർശ ചെയ്യുന്നില്ല.
328,"പെൺകുട്ടികൾ വളരെ ആകർഷകവും ശരിക്കും സൗഹൃദപരവുമാണ്, ഒട്ടും നിർബന്ധിക്കുന്നില്ല.","പെൺകുട്ടികൾ സൗഹാർദ്ദപരമോ ആകർഷകമോ അല്ല, അൽപ്പം തള്ളുന്നവരുമാണ്"
329,ശാന്തരും നല്ലവരുമായ ആളുകൾ ഇവിടെയുണ്ട്.,അതിന്റെ ബഹളവും ഭയങ്കരവുമായ ആളുകൾ ഇവിടെയുണ്ട്.
330,ഇവിടെ എസെ‍‍ടിൽ-ൽ താമസിച്ചതിനുശേഷം ഏറ്റവും രുചികരമായ വെളുത്ത പിസ്സ വീട്ടിലേക്ക് കൊണ്ടുപോയി.,ഇവിടെ എസെ‍‍ടിൽ-ൽ താമസിച്ചതിന് ശേഷം ഏറ്റവും രുചിയില്ലാത്ത വെളുത്ത പിസ്സ വീട്ടിലേക്ക് കൊണ്ടുപോയി.
331,മറ്റ് നിരവധി ഗൈറോ പ്ലേസ് രാജാക്കന്മാർ കഴിച്ചതിന് ശേഷവും മികച്ച സോസ് ഉണ്ട്.,"മറ്റ് ഗൈറോ സ്ഥലങ്ങളിൽ ഭക്ഷണം കഴിച്ച ശേഷം, രാജാക്കന്മാർക്ക് ഏറ്റവും മോശം സോസ് ഉണ്ട്."
332,"സേവനം മികച്ചതായിരുന്നു, ഭക്ഷണം ഇതിലും മികച്ചതായിരുന്നു.","സേവനം മോശമായിരുന്നു, ഭക്ഷണം അതിലും മോശമായിരുന്നു."
333,സുസൈനും അവളുടെ സ്റ്റാഫും മികച്ചതായിരുന്നു!,സുസൈനും അവളുടെ ജോലിക്കാരും ഭയങ്കരമായിരുന്നു!
334,എല്ലാം വളരെ നല്ലത്!,എല്ലാം വളരെ മോശം!
