ID,POSITIVE,NEGATIVE
299,এটা একদম পারিবারিক পরিবেষর জায়গা এবং আমাদের সেটাওখুব পছন্দ হয়েছিল ।,এটা খুব একটা পারিবারিক পরিবেষর জায়গা নয় এবং আমাদেরসেটাও একদমই পছন্দ হয় না ।
300,এমনকি সাথের পদগুলোও দুর্দান্ত ছিল ।,এমনকি সাথের পদগুলোও ভয়ঙ্কর খারাপ ছিল ।
301,সে আমার রঙ এবং চুলের কাটিঙের উপর চমৎকার কাজ করেছে ।,সে আমার রঙ এবং চুলের কাটিঙের উপর খুব খারাপ কাজ করেছে ।
302,মালিকটা একটা প্রতারক তবে তার ঘরটা অমায়িক ।,মালিকটা খুব নিস্তেজ এবং জায়গাটা খুব একটা স্বাগতজনক ছিল না।
303,পরের বার যখন শহরে আসব তখন নিশ্চয়ই ফেরত যাব ।,কোনদিন আর ফিরে যাব না ।
304,তিনি পেশাদার এবং বিনয়ী উভয়ই ছিলেন ।,তিনি অপেশাদার এবং অসভ্য উভয়ই ছিলেন ।
305,এই কোর্সটা এই এলাকার অন্যতম সেরা ।,এই কোর্সটা এই এলাকার সবথেকে খারাপের মধ্যে একটা ।
306,আপনি যদি এরম জিনিস পছন্দ করেন তবে একটু দাড়িয়েভেতরটা দেখে আসবেন ।,আপনি যদি এরম জিনিস পছন্দও করেন তাও এখানে যাওয়াটাবেকার হবে ।
307,আমি টুকরো পাওয়ার জন্য এখানে মধ্যাহ্নভোজে খেতে আসতেপছন্দ করি ।,আমি টুকরোর জন্য এখানে মধ্যাহ্নভোজে খেতে আসতে পছন্দ করিনা ।
308,এটি ফিনিক্স এলাকার থেকে মোটে আধা দিনের যাত্রা ।,এটি ফিনিক্স এলাকার থেকে একটা লম্বা যাত্রা ।
309,এই জায়গার ভাব আমার খুব পছন্দ ।,এই জায়গার ভাব আমার একদম পছন্দ নয়  ।
310,কর্মীরা সবাই খুব মিশুকে এবং নিজেদের কাজে পারদর্শী ।,কর্মীরা কেউ মিশুকে নয়  এবং নিজেদের কাজে পারদর্শী নয় ।
311,কর্ণ ব্রেডও বেশ ভালো ছিল !,কর্ণ ব্রেডও বেশ খারাপ ছিল !
312,ভালো খাবার সুন্দর দামে ।,খাবারটা ভালো ছিল না এবং দামটাও খুব বেশি ছিল ।
313,তাদের পাথর চরাই খুব পছন্দ ।,তাদের পাথর চরাই একদম পছন্দ নয়  ।
314,খুব সুস্বাদু এবং অন্যান্য চেন সাব জয়েন্টর তুলনায়ে অনেকভালো চুক্তি ।,খুব বাজে এবং অন্যান্য চেন সাব জয়েন্টর তুলনায়ে আরও খারাপচুক্তি ।
315,এখনো পর্যন্ত একটা অটোর দোকানে কাটানো আমার সবচেয়েভালো অভিজ্ঞতা ।,এখনো পর্যন্ত একটা অটোর দোকানে কাটানো আমার সবচেয়ে খারাপঅভিজ্ঞতা ।
316,আমার এখানে যাওয়ার সিদ্ধান্ত নিয়ে খুব খুশি ।,আমার এখানে যাওয়ার সিদ্ধান্ত নিয়ে খুব দুঃখী ।
317,এটা বেশ সস্তা ছিল এবং তারা বেশ ভালো মিউজিক ভিডিওচালিয়েছিলেন ।,এটা বেশ দামি ছিল এবং তারা খারাপ মিউজিক ভিডিওচালিয়েছিলেন ।
318,বেশ হালকা পরিবেশি অতীতকালের আইসক্রিমের দোকান ।,বেশ হালকা পরিবেশি পুরনো আইসক্রিমের দোকান ।
319,বারে বসে ছোট পাত্রগুলো থেকে খেও ।,বারে বসো না এবং ছোট পাত্রগুলো এড়িয়ে চলো় ।
320,মাটিটা সবসময় পরিষ্কার থাকে ।,মাটিটা সবসময় নোংরা থাকে ।
321,আমি ক্যামেলব্যাকে একটা আনন্দদায়ক অবস্থান থেকে সবেফিরেছি ।,আমি ক্যামেলব্যাকে একটা ভয়ঙ্কর অভিজ্ঞতা থেকে সবে ফিরেছি ।
322,"একটি ভালো স্টেক, শ্রিম্প এবং একটি এনচিলাডা ।","একটি শক্ত স্টেক, ছোট শ্রিম্প এবং একটি মোটামোটি স্বাদেরএনচিলাডা ।"
323,তারা নিজের সামর্থ্যটুকু এবং তার ও বেশি করে ।,তারা নিজের সামর্থ্যটুকু ও করেনা এবং তার বেশি করা তো দূরের কথা।
324,আমি এখানে অনেকবার এসেছি আর প্রতিবার আমার দুর্দান্ত অভিজ্ঞতা হয়েছে ।,আমি এখানে অনেকবার এসেছি আর প্রতিবার আমার খুবহতাশআজনক  অভিজ্ঞতা হয়েছি ।
325,দৃষ্টি উন্নত হওয়ার সুখবর আমার সফরটা আর ভালো করেতুলেছিল ।,এই দুঃসংবাদটা যে আমার দৃষ্টি উন্নত হয়েনি আমার সফরটা আরদুঃখজনক করে তুলেছিল ।
326,এটা আরাম এবং একটু স্বচ্ছন্দ বোধ করার জন্য খুব ভালোজায়গা ।,এটা নোংরা এবং ছোট্ট একটা জায়গা ।
327,আমরা আমদের পরিচিত সবাইকে ইম্পরট এবং আমেরিকান পরিষেবার সুপারিশ করি ।,আমরা আমদের পরিচিত কাউকে ইম্পরট বা আমেরিকান পরিষেবার সুপারিশ করি না ।
328,"মেয়েগুলো খুব আকর্ষণীয় এবং খুব মিশুকে, একদমই মারমুখেনয়  ।","মেয়েগুলো আকর্ষণীয় বা মিশুকে কোনটাই নয় , এবং খুব মারমুখ ।"
329,এটা বেশ শান্ত এবং ভালো মানুষেরা এখানে থাকে ।,এর কোলাহলপূর্ণ এবং ভয়ঙ্কর লোকেরা এখানে আসে ।
330,এজেডে থাকার সময় থেকে আমি সবথেকে সুস্বাদু সাদা পিজ্জাবাড়ি নিয়ে গেছিলাম ।,এজেডে থাকার সময় থেকে আমি সবথেকে অসুস্বাদুকর সাদা পিজ্জাবাড়ি নিয়ে গেছিলাম ।
331,অন্যান্য অনেক গাইরো প্লেসে খাওয়ার পরেও কিংসের সসসবথেকে সেরা ।,অন্যান্য অনেক গাইরো প্লেসে খাওয়ার পরে বুঝতে পারলাম যেকিংসের সস সবথেকে খারাপ ।
332,পরিষেবা দুর্দান্ত ছিল এবং খাবার আরও ভালো ছিল ।,পরিষেবা জঘন্য ছিল এবং খাবার আরও খারাপ ছিল ।
333,সুজান এবং তার কর্মীরা দুর্দান্ত ।,সুজান এবং তার কর্মীরা জঘন্য ।
334,সব মিলিয়ে বেশ ভালো ।,সব মিলিয়ে বেশ খারাপ ।
335,"দ্রুত, মিশুকে এবং সৎ পরিষেবা ।","ধীর, বন্ধুত্বহীন, এবং অসৎ পরিষেবা ।"
336,"দুর্দান্ত খাবার, দুর্দান্ত  পরিষেবা, এবং তাদের ক্যাটারিঙের উপরেকেউ যায়েনা ।","খারাপ খাবার, ভয়ঙ্কর পরিষেবা, এবং জঘন্য ক্যাটারিং ।"
337,আমি এখানে সবথেকে ভালো পর্ক বেলি খেয়েছি ।,আমি এখানে সবথেকে খারাপ পর্ক বেলি খেয়েছি ।
338,তুমি দেখেই বলতে দিতে পারব কতটা তাজা উপাদান ব্যাবহারকরা হয়েছে ।,তুমি দেখেই বলে দিতে পারবে কতটা বাসি উপাদান ব্যাবহার করাহয়েছে ।
339,আমি অবশ্যই এখানে আবার ফেরত যাব ।,আমি অবশ্যই এখানে আর ফেরত আসব না  ।
340,"কুপন থাকুক বা না থাকুক, এই জায়গাটা অতিরিক্ত সুন্দর এবং খুব ভালো মানের ।","কুপন থাকুক বা না থাকুক, এই জায়গাটা অতিরিক্ত খারাপ এবং একদম ভালো মানের নয়  ।"
341,এটা শহরের সবথেকে ভালো সীফুডের জায়গা ।,এটা শহরের সবথেকে খারাপ সীফুডের জায়গা ।
342,এই চমৎকার পরিষেবাটা বজায়ে রেখ ।,এই জঘন্য পরিষেবা বজায়ে রাখ ।
343,"আমার যখনই মেক্সিকান খাবার খেতে ইচ্ছে করে, আমি এখানেযাই ।","আমার মেক্সিকান খাবার খেতে ইচ্ছে করলে, আমি এই জায়গাটাএড়িয়ে চলি ।"
344,আমার ডিয়ার পিপার রিবর্স খুব ভালো এবং নরম ছিল ।,আমার ডিয়ার পিপার রিবর্স জঘন্য এবং শক্ত ছিল ।
345,সবাই সবসময় খুব খুব মিশুকে আচরণের এবং উপকারী ।,সবাই সবসময় খুব বন্ধুত্তহীন এবং একদমই উপকারী নয়  ।
346,"এটা গরম, নিখুঁতভাবে রান্না করা এবং সুস্বাদু !","এটা ঠাণ্ডা, জঘন্যভাবে রান্না করা এবং অসুস্বাদু ।"
347,সারা পৃথিবী ঘুরে বেরাও এবং ভারতের খাবার ভালভাবে চিনতেশেখ ।,সারা পৃথিবী ঘুরে বেড়িয়েও ভারতের খাবার ভালভাবে চেন না ।
348,ছুটিরদিনের ভলিবল টুর্নামেন্টের জন্য এটা খুব সুন্দর জায়গা ।,ছুটিরদিনের ভলিবল টুর্নামেন্টের জন্য এটা খুব খারাপ জায়গা ।
349,আমরা এখানে দেখেছি এমন কয়েকটি অনুষ্ঠানের নাম বলেছি ।,আমরা এখানে দেখেছি এমন কয়েকটি খারাপ অনুষ্ঠানের নাম বলেছি।
350,আমি আমার পরিবারকে এখানে তাজা সি ফুড খাওয়াতে নিয়েযেতে পছন্দ করি ।,আমি আমার পরিবারকে এখানে বাসি সি ফুড খাওয়াতে নিয়ে যেতেপছন্দ করি না ।
351,মিশুকে মালিক এবং কর্মী এবং সাথে সুস্বাদু খাবার ।,মালিক বা কর্মী কেউই মিশুকে নয় এবং সাথে খাবারও অরুচিকর ।
352,তারা স্কুলেও পৌঁছে দিয়ে যাবে !,তারা স্কুলেও পৌঁছে দিয়ে যাবে না !
353,রন তাও সর্বশ্রেষ্ঠ ।,রন সবথেকে খারাপ ।
354,পরিবারের সামান্য একটা রেস্তরাঁ আছে যেখানে চমৎকার খাবার পাওয়া যায়ে ।,পরিবারের সামান্য একটা রেস্তরাঁ আছে যেটায়ে খুব খারাপ খাবারপাওয়া যায়ে ।
355,মাংস এবং চীজের নির্বাচনের পরিমিত তালিকা ।,মাংস এবং চীজের নির্বাচনের খারাপ তালিকা ।
356,সসের সাথে তাদের সাধারণ গাইর স্যান্ডউইচটা খেয়েছিলাম ... খুব ভালো ।,সসের সাথে তাদের সাধারণ গাইর স্যান্ডউইচটা খেয়েছিলাম ... খুবখারাপ ।
357,এটা আমার সম্ভবত সবথেকে সেরা রেস্তরাঁর অভিজ্ঞতার মধ্যেএকটা ।,এটা আমার সম্ভবত সবথেকে খারাপ রেস্তরাঁর অভিজ্ঞতার মধ্যেএকটা ।
358,চারপাশের সবথেকে সেরা গ্রিন কর্ণ তামালেজ ।,সবথেকে খারাপ গ্রিন কর্ণ তামালেজ ।
359,তারা সেখানে যা যা পরিবেশন করে সবকিছুই অসাধারণ ।,তারা সেখানে যা যা পরিবেশন করে একটাও ভালো না ।
360,ভিড়ের সময় রান্নাঘরের অবস্থা দেখতে মজা লাগে ।,ভিড়ের সময় রান্নাঘরের দৃশ্য ভালো হয় না ।
361,"জায়গাটা পরিষ্কার, পরিছন্নভাবে রাখা থাকে, এবং পানীয়র মূল্যওখুবই যুক্তিসঙ্গত ।",জায়গাটা নোংরা এবং পানীয়গুলো খুব দামি এবং জলজলা ছিল ।
362,কর্মীরা সবসময় আমাকে আর আমার কুকুরকে মনে রাখে যেটাআমার খুব ভালো লাগে ।,কর্মীরা কখনো আমাকে আর আমার কুকুরকে মনে রাখে না যেটা খুবদুঃখজনক ।
363,আমরা একটা পরিবার হিসেবে ওখানে যেতে ভালবাসি ।,আমরা একটা পরিবার হিসেবে ওখানে যেতে পছন্দ করিনা ।
364,তারা আমার অ্যাপার্টমেন্টও খুঁজে পেয়েছিল যেটা পাওয়া বেশকঠিন ।,তারা আমার অ্যাপার্টমেন্টও খুঁজে পায়েনি যেটা পাওয়া বেশ সহজ ।
365,"খুব উপকারী, অতিথিপরিষেবা পরায়ণ, জ্ঞানী, এবং তথ্যপূর্ণ ।","একদমই উপকারী, অতিথিপরিষেবা পরায়ণ, জ্ঞানী বা তথ্যপূর্ণ নয়  ।"
366,এটা স্কটসডেলের একটা দুর্দান্ত অংশে অবস্থিত এবং খুব মানানসই।,এটা স্কটসডেলের একটা বস্তিতে অবস্থিত এবং একদমই বাস করারজন্য মানানসই নয়  ।
367,তবে এটা খুঁজে পাওয়ার মূল্য আছে ।,কিন্তু এটা খোঁজার মূল্য নেই ।
368,"কর্মীরা খুব মিশুকে, দ্রুত পরিষেবার ব্যাবস্থা এবং সাধারণ খাবারকে চমৎকার বানানোর ক্ষমতা রাখে ।","খুব অভদ্র কর্মী, ধীর পরিষেবা ব্যাবস্থা এবং সাধারণ খাবারকেএকেবারে নষ্ট করে দাওয়ার ক্ষমতা রাখে ।"
369,দুর্দান্ত  দাম এবং সহযোগীরা সবাই খুব গ্রাহক বান্ধব এবং উপকারী।,দুর্দান্ত দাম তবে সহযোগীরা কেউ গ্রাহক বান্ধব বা উপকারী নয়  ।
370,"এবং আমি আমার পছন্দের সুগার বোল, টপ হ্যাট সানডে নিয়েছি!","এবং আমি আমার পছন্দের সুগার বোল, টপ হ্যাট সানডে খেতে পারিনি !"
371,"দুর্দান্ত দামে, ভালো নির্বাচন ।","খারাপ দামে, খারাপ নির্বাচন ।"
372,খুব ভালো খাবার এবং পরিষেবা !,খুব খারাপ খাবার এবং পরিষেবা !
373,এটি মেট্রো এলাকার সবথেকে ভালো সুতোর দোকান ।,এটি মেট্রো এলাকার সবথেকে খারাপ সুতোর দোকান ।
374,দুর্দান্ত মধ্যাহ্নভোজের তালিকা এবং অসাধারণ কর্মীদল ।,জঘন্য মধ্যাহ্নভোজের তালিকা এবং জঘন্য কর্মীদল  ।
375,এবং প্রতিটা কামড় খুব উপভোগ করেছি ।,এবং প্রতিটা কামড়ে ভুগেছি ।
376,সে যাই ফরমাশ করি না কেন খাবার সবসময়ই চমৎকার হয় ।,সে যাই ফরমাশ করি না কেন খাবার সবসময়ই ভয়ঙ্কর হয় ।
377,তারা অত্যন্ত মিশুকে এবং যুক্তিসঙ্গত মূল্যর ।,তারা একদমই মিশুকে বা যুক্তিসঙ্গত মূল্যর নয়  ।
378,অংশ এবং আনুষাঙ্গিকের সুন্দর নির্বাচন এবং সাথে যুক্তিসঙ্গতদাম ।,অংশ এবং আনুষাঙ্গিকের ভয়ঙ্কর নির্বাচন এবং সাথে অযুক্তিসঙ্গত দাম ।
379,এখানকার খাবার দুর্দান্ত এবং খাঁটি ।,এখানকার খাবার খারাপ এবং একদমই খাঁটি নয়  ।
380,"দুর্দান্ত খাবার, কম দাম এবং খাঁটি মেক্সিকান ক্যান্টিনার ভাব ।","ভয়ঙ্কর খাবার, খারাপ দাম এবং খাঁটি মেক্সিকান ক্যান্টিনার অভাব ।"
381,"এই জায়গায় ভালো, সুস্বা়দু টেক আউট প্রদান করে ।","এই জায়গায়ে খারাপ, অসুস্বা়দু টেক আউট প্রদান করে ।"
382,এটা প্রতিবারের পরিদর্শনে একটা সম্পূর্ণ নতুন অভিজ্ঞতা এবং স্বাদের খেলা ।,এটা একই বাসি অভিজ্ঞতা এবং গতানগুতিক প্রতিবারের মতো স্বাদ।
383,আমি এবং আমার পরিবার/ বন্ধুবান্ধবরা বছরের পর বছর এখানেযাচ্ছি ।,আমি এবং আমার পরিবার/ বন্ধুবান্ধবরা এখানে অনেক বছর হলোযাওয়া ছেড়ে দিয়েছি ।
384,আমার শেষবারের পরিদর্শন পর থেকে এরা তালিকায়ে অনেকনতুন পদ যোগ করেছে ।,আমার শেষবারের পরিদর্শনের পর থেকে এরা তালিকায়ে নতুন কোনপদ যোগ করেনি ।
385,তারা এটা তোমার সুবিধার জন্য সামনে নিয়ে আশে এবং তারাখুবই উপকারী ।,তারা এটা তোমার সুবিধার জন্য সামনে নিয়ে আশে না এবং একদমইউপকারী চরিত্রের নয়  ।
386,একাধিক টিভি এবং প্রানবন্ত ভিড়ের সাথে খেলার জন্য একটা দুর্দান্ত জায়গা ।,একটাই টিভি এবং প্রানহীন ভিড়ের সাথে খেলার এটা একটা দুর্দান্ত জায়গা নয়  ।
387,আমার সব জামাকাপড় ঝকঝকে অবস্থায়ে ফেরত দিয়েছে !,আমার সব জামাকাপড় ভয়ঙ্কর অবস্থায়ে ফেরত দিয়েছে !
388,যুক্তিসঙ্গত দামে আমার খাওয়া সেরা ভেয়াল ডিসের মধ্যে এটাএকটা ।,অযৌক্তিক দামে আমার খাওয়া খারাপ ভেয়াল ডিসের মধ্যে এটাএকটা ।
389,খাবারটা ভালো স্টেক বাইটস এবং হামাস প্লেটটা একটা আবশ্যক।,খাবারটা খারাপ স্টেক বাইটস এবং হামাস প্লেটটা এড়িয়ে চলা উচিত।
390,"যতদূর পিজ্জার কথা যায়ে, এটা আমার খাওয়া সবথেকে সেরা ।","যতদূর পিজ্জার কথা যায়ে, এটা আমার খাওয়া সবথেকে খারাপ ।"
391,সত্যিই খুব ভালো পরিষেবা এবং খাবার ।,সত্যিই খুব খারাপ পরিষেবা এবং খাবার ।
392,তাদের স্যান্ডউইচ সত্যিই খুব সুস্বাদু ছিল ।,তাদের স্যান্ডউইচ সত্যিই খুব অসুস্বাদু ছিল ।
393,সবসময় একটা মজা এবং মিশুকে পরিবেষ ।,সবসময় একটা উত্তেজনাপূর্ণ এবং রাগি পরিবেষ ।
394,আমি এই জায়গার একজন নিয়মিত ড্রাইভ-থ্রু গ্রাহক ।,আমাকে এই জায়গার নিয়মিত ড্রাইভ-থ্রু গ্রাহক হতে বাধ্য করা হয়েছে।
395,এটা এতো সুস্বাদু ছিল; আমি এটার মতো  আগে কিচ্ছু খাইনি ।,এটা এতো খারাপ ছিল; আমি এটার মতো  আগে কিচ্ছু খাইনি ।
396,অবশ্যই এমন একটা জিনিস যেটা আমি আবার খাব ।,অবশ্যই এমন একটা জিনিস যেটা আমি ভবিষ্যতে আর কোনদিনখাব না ।
397,ক্যালিফোর্নিয়া বুরিটো আসলে দুর্দান্ত বুরিটো ।,ক্যালিফোর্নিয়া বুরিটোও খুব খারাপ একটা বুরিটো ।
398,যে মহিলা আময়ে আজ সাহায্য করেছিলেন তিনি খুবই মিশুকেএবং জ্ঞানী চরিত্রের ।,যে মহিলা আময়ে আজ সাহায্য করেছিলেন তিনি খুব একটা মিশুকেবা জ্ঞানী নন ।
399,"পরিষেবা দুর্দান্ত, খাবার সুস্বাদু এবং মান অনবদ্য ।","পরিষেবা খারাপ, খাবার অসুস্বাদু এবং ব্যয়বহুল মূল্য ।"
400,তালিকা এবং পানীয় খুবই পছন্দদায়ক ।,তালিকা এবং পানীয় কোনটাই পছন্দ হয়েনি ।
401,"পেই ওয়েইের ন্যায্য মূল্য, দ্রুত পরিষেবা এবং অসাধারন বায়েরেবসার জায়গা আছে ।","পেই ওয়েইের মূল্য অন্যায্য, পরিষেবা ধীর এবং বায়েরে বসার জায়গা জঘন্য ।"
402,এটা একটা দুর্দান্ত অভিজ্ঞতা ছিল ।,এটা একটা ভয়ঙ্কর অভিজ্ঞতা ছিল ।
403,ওর রসিকতা করার অভ্যেসটা রুটিন ভিজিটটা বেশ মজাদারকরে তোলে ।,ওর রসিকতা করার অভ্যেসটা রুটিন ভিজিটটা বেশ বিরক্তিকর করেতোলে ।
404,এই জায়গাটা খুব পছন্দ এবং এখানে বারবার ফিরে আসব ।,এই জায়গাটা খুব একটা পছন্দ এবং এখানে আর কোনদিন ফিরব না।
405,আমাদেরকে শীগ্রহি  বসার জায়গা দেওয়া হয়েছিল এবং প্রতীটিকর্মী সদস্যরা খুব মিশুকে এবং হাসিখুশি ছিল ।,আমাদেরকে অনেক পরে বসার জায়গা দেওয়া হয়েছিল এবং প্রতীটিকর্মী সদস্যরা খুব অভদ্র এবং মেজাজি ছিল ।
406,অবশ্যই ফিরে গিয়ে বন্ধুদের এখানে আসার সুপারিশ করব ।,ফেরত আসবনা এবং বন্ধুদের এখানে আসার ও সুপারিশ করি না ।
407,তাদের ছোট ক্যালজোনটা বেশ বড় ।,ছোট ক্যালজোনটা আরো ছোট ।
408,খাবারটাও খুব ভালো ।,খাবারটাও খুব খারাপ ।
409,মার্গারিটাটা খুব সুস্বাদু এবং আইস ক্রিম সহ চুরোসটাওঅসামান্য ।,মার্গারিটাটা একদম ভালো নয়  এবং আইস ক্রিম সহ চুরোসটারওকোন স্বাদ নেই ।
410,আমি অহি টুনাটা অবশ্য করে সুপারিশ করি ।,আমি অহি টুনাটা একদমই সুপারিশ করি না ।
411,"সে খুব ধৈর্যশীল, সদয় এবং বোধগম্য ছিল ।","সে খুব উদ্বেগজনক, অভদ্র এবং অবাঞ্ছিত ছিল ।"
412,"হ্যাঁয়ে, এমনকি পিজ্জাটাও ভালো ।","হ্যাঁয়ে, এমনকি পিজ্জাটাও ভয়ঙ্কর ।"
413,নিখুঁতভাবে রান্না করা হয়েছে এবং খুব স্বাদযুক্ত ।,নিখুঁতভাবে রান্না করা হয়েনি এবং একদমই স্বাদযুক্ত নয়  ।
414,ক্রু খুব মিশুকে এবং সহানুভূতিশীল ছিল ।,ক্রু একদমই মিশুকে ছিল না এবং বেশ অসহানুভূতিশীল ছিল ।
415,এখানকার শুষি দুর্দান্ত এবং আমার ওদের কুকুম্বার স্যালাডটাও খুব পছন্দ ।,এখানকার শুষি খুব খারাপ এবং আমার ওদের কুকুম্বার স্যালাডটাও একদমই পছন্দ নয়  ।
416,যদি তুমি একেবারে রূপান্তরিত হয়ে বেরতে চাও তাহলে এইজায়গাটা তোমার জন্য ।,যদি তুমি একেবারে রূপান্তরিত হয়ে বেরতে চাও তাহলে এই জায়গাটাতোমার জন্য নয়  ।
417,সে একটা দুর্দান্ত রঙ বেছেছিল যেটা আমার গায়ের রঙেরসাথে অসাধারণ লাগছিল ।,সে একটা খুব খারাপ রঙ বেছেছিল যেটা আমার গায়ের রঙের সাথেভয়ঙ্কর লাগছিল ।
418,খেলা দেখার জন্য দুর্দান্ত একটা জায়গা !,খেলা দেখার জন্য খুব বাজে একটা জায়গা !
419,"ইস্ট চ্যান্ডলারে একটা ছোট্ট, মিষ্টি পিজ্জা, সালাদ এবং পাস্তার জায়গাটা দুর্দান্ত ।","ইস্ট চ্যান্ডলারের এই অপ্রতিরোধ্য পিজ্জা, সালাদ এবং পাস্তার জায়গাটি খুবই খারাপ ।"
420,এই পেছনের গলির শিল্পটাও দারুণ !,এই পেছনের গলির শিল্পটা একদম ভালো নয়  !
421,তবে একজন টাস্কন নেটিভ হওয়ায়ে এই জায়গাটা আমার স্বাদের দিকদিয়ে স্মরণবেদনা এনে দিচ্ছে ।,তবে একজন টাস্কন নেটিভ হওয়ায়ে এই জায়গাটা আমার স্বাদের দিক দিয়েলজ্জা এনে দিচ্ছে ।
422,আমার খাওয়া সবথেকে সেরা চিকেন পারমেসান ।,আমার খাওয়া সবথেকে খারাপ চিকেন পারমেসান ।
423,এখানে গ্রাহক পরিষেবা দুর্দান্ত।,গ্রাহক পরিষেবা এখানে অসম্ভব খারাপ ছিল ।
424,টিভিতে কোন খেলা দেখা বা লকেদের সাথে গল্প করার জন্য এটাবেশ ভালো জায়গা ।,টিভিতে কোন খেলা দেখা বা লকেদের সাথে গল্প করার জন্য এটা খুবহট্টগোলের জায়গা ।
425,সবথেকে সুস্বাদু খাঁটি চাইনিস খাবার !,সবথেকে ভয়ঙ্কর এবং অপ্রমাণিত চাইনিস খাবার !
426,চিপস এবং গুয়াকামোলি দুটোই চমৎকার ছিল !,চিপস এবং গুয়াকামোলিটাও ভয়ঙ্কর ছিল !
427,এই জায়গাটা বাইরে বসা গেলে অসাধারণ লাগে ।,এই জায়গাটা বাইরে বসা গেলেও ভালো লাগে না ।
428,একটা দুর্দান্ত জায়গা একটা খারাপ দিনের পরকয়েকটা বিয়ার উপভোগ করার জন্য ।,একটা খারাপ দিনের পর কয়েকটা বিয়ার উপভোগ করার জন্য এইজায়গাটা একদমই ভালো নয়  ।
429,আমি অবশ্যভাবে এই জায়াগাটা অন্যদের সুপারিশ করি ।,আমি অবশ্যভাবে এই জায়াগাটা অন্যদের সুপারিশ করি না ।
430,"বেশ, খাবারটা দুর্দান্ত ছিল এবং দামটা আরও বেশি ভালো ছিল ।",খাবারটা একদমই ভালো ছিল না এবং দামটা আরও খারাপ ছিল ।
431,আমি ওয়েটারের সুপারিশ মতো ভেল ক্যারোলিনা নিয়েছিলাম এবং সেটা অসম্ভব ভালো ছিল ।,আমি ওয়েটারের সুপারিশ মতো ভেল ক্যারোলিনা নিয়েছিলাম এবংসেটা অসম্ভব খারাপ ছিল ।
432,খুব ভালো দামের কারবার ছিল এবং সাথে মিশুকে কর্মীদল ।,খুব খারাপ দামের কারবার ছিল এবং সাথে কর্মীরা একদমই মিশুকেছিল না ।
433,তাদের লাসাগনাটা চেখে দেখেছিলাম এবং সেটা আমার খাওয়াসবথেকে ভালো লাসাগনা ছিল ।,তাদের লাসাগনাটা চেখে দেখেছিলাম এবং সেটা আমার খাওয়াসবথেকে খারাপ স্বাদের লাসাগনা ছিল ।
434,এই জায়গাটা বেশ উত্তেজনাপূর্ণ এবং মজাদার ছিল ।,এই জায়গাটা উত্তেজনাপূর্ণ বা মজাদার কোনটাই ছিল না ।
435,একটা প্রদর্শন দেখার জন্য এই জায়গাটা দুর্দান্ত এবং প্রতিটি আসনই ভালো আসন ছিল ।,একটা প্রদর্শন দেখার জন্য এই জায়গাটা ভয়ঙ্কর এবং প্রতিটি আসনই খারাপ আসন ।
436,সে একেবারে চমৎকার ছিল আর সে যা করেছিল সেটা আমারখুব ভালো লেগেছে ।,সে একেবারে খারাপ ছিল আর সে যা করেছিল সেটা আমার একদমভালো লাগেনি ।
437,এখানকার হ্যাপি আওয়াড়ের ভিড়টা কিছু উপলক্ষে বেশ মজাদারহয় ।,এখানকার হ্যাপি আওড়ের ভিড়টা কখনো মজাদার হয় না ।
438,খুব ব্যাস্ত জায়গা তবে অসাধারণ পরিষেবা ।,খুব ব্যাস্ত জায়গা এবং খুবই খারাপ পরিষেবা  ।
439,সবথেকে ভালো টেক আউট বা ইট ইন শুষি ।,সবথেকে খারাপ টেক আউট বা  ইট ইন শুষি ।
440,শুরু থেকে শেষ পর্যন্ত আমার প্রতিবার এখানকার অভিজ্ঞতা দুর্দান্ত হয়েছে ।,শুরু থেকে শেষ পর্যন্ত আমার প্রতিবার এখানকার অভিজ্ঞতা খুবখারাপ হয়েছে ।
441,তিনি খুবই পুঙ্খানুপুঙ্খ এবং প্রকৃতভাবেই গ্রাহকদের পরিষেবা  করেন ।,তিনি খুবই অসাবধানি এবং তার গ্রাহকদের নিয়ে চিন্তিত নন ।
442,"তা ছাড়াও তার কাছে চমৎকার দাম ঠিক করা আছে, কী করে তুমি না গিয়ে থাকতে পার ?","তা ছাড়াও, দামগুলো একটু বেশির দিকে, তুমি কি করে যেতে পারো ?"
443,কর্মীরা খুবই মিশুকে এবং তৎপর ।,কর্মীরা খুবই খারাপ এবং ধীর ছিল ।
444,সবেই একটা সন্তোষজনক তেলতেলা গন্ধ ছিল যেটা বিয়ারেরসাথে হজম হয়ে যায়  ।,সব খাবারই অত্যধিক তেলতেলা ভাব ছিল যেটা বিয়ারের সাথে হজমহয় না ।
445,আমি ওয়াক ইনে করেছিলাম এবং সঙ্গে সঙ্গে সাহায্য পেয়েছিলাম।,আমি ওয়াক ইনে করেছিলাম এবং আমার পরিষেবন পেতে অনেকসময় লেগে গেছিল ।
446,যদি তুমি বারে বসো তাদের শহরের সবথেকে ভালো বারটেন্ডারআছে ।,যদি তুমি বারে বসো তাদের ষহরের সবথেকে খারাপ বারটেন্ডার আছে।
447,আমি প্রচণ্ডভাবে এই দোকানটার সুপারিশ করি ।,আমি কোনভাবেই এই দোকানটার সুপারিশ করি না ।
448,তাদের কর্মীরা জ্ঞানী এবং তথ্যপূর্ণ ।,তাদের কর্মীরা বোকা এবং অজ্ঞাত ।
