ID,NEGATIVE,POSITIVE
305,"ఎదురుచూసేటపుడు నేను సోడాని ఇష్టపడితే, ఆమె నాకు కాఫి ఇచ్చింది.",నేను. వేచివున్నపుడు అమె నాకు సేదదీర్చే సోడా ఇచ్చింది.
306,"వారు తెలుసుకోవాలని నేను ఈమెయిల్ చేశాను, కాని వారు స్పష్టంగా పట్టించుకోలేదు.","వారికి తెలియాలని నేను ఈమెయిల్ చేశాను, వారు తక్షణమే స్పందించారు,"
307,వారి అర్పణలు నిజంగా ఎంత చప్పగా ఉన్నాయో నేను మర్చిపోయానని అనుకుంటున్నాను.,వారి సమర్పణలు నిజంగా ఎంత గొప్పవో నేను దాదాపు మర్చిపోయాను.
308,ఇది పూర్తి కాలేదు.,నేను పళ్ళాన్ని త్వరగా తుడిచేశాను.
309,మేము వెనక్కు రాకపోవచ్చు.,మేము ఖచ్చితంగా వెనక్కి రాబోతున్నాము.
310,"అయితే, అతడు ఆమె ఒత్తిడిని నిజంగా చదువలేదు",అతడు ఆమె ఒత్తిడిని చదవగలడు.
311,పూర్తిగా అధ్వాన్నం! ఈ ప్రదేశంనుండి ఆర్డరు చేయొద్దు.,"ఖచ్చితంగా అద్భుతం, ఈ స్థలం నుండి ఆర్డర్ చేయండి."
312,"వెనక తన్నినట్టున్న మార్క్యూ తిన్నాను, ఎక్కువగా కాదు","వెనక తన్నినట్టున్న మార్క్యూ తిన్నాను, చాలా బాగుంది."
313,నీళ్ళుకూడా దరిద్రంగా ఉన్నాయి.,నీరు కూడా చాలా రుచిగా వుంది.
314,ఇక భోజనం మిగతా ప్రాంతాలకన్నా గొప్పగా ఏమీ లేదు. ,మరియు ఆహారం సాధరణంగా మంచిగుంది.
315,"బాగానే ఉన్నట్టుంది,  కాదా?","బాగా అనిపిస్తుంది, ఔనా కాదా?"
316,"కానీ, అక్కడ అధ్వాన్నంగా ఇంకా వేడిగా/ఘాటుగా ఉంది.",మరియు అది అద్బుతం మరియు అక్కడ ఆహ్లదకరం.
317,"అవును, భాగాలు పెద్దగా వున్నాయి, కాని పరిమాణమే ప్రతీది కాదు.","అవును, భాగాలు పెద్దగా , రుచికరంగా వున్నాయి"
318,అది అతిగా వేగి గట్టిగా ఉంది.,అది సరిపోయినట్టుగా వండబడింది.
319,నేను ఇంతకు ముందు ఒక వినియోగదారుడి వైపు ఇలాంటి వైఖరిని స్వీకరించలేదు.,నేను ఇంతకుముందు వినియోగదారుని పట్ల అలాంటి అనుకూల వైఖరిని పొందలేదు.
320,మొత్తం ధరలు ఫ్రైస్ తో పోటీగా లేవు.,మొత్తం ధరలు ఫ్రైస్ తో సమానాంగా వుంటాయి.
321,ఇది ఇతర వినియోగదారుని ఖర్చుతో ,"సంతోషకరంగా, ఇది ఇతర వినియోగదారుల ఖర్చుతో కాదు."
322,"అదే జరిగితే చూద్దాం, కానీ నేను నా ఊపిరి బిగబట్టలేదు,.",అది జరుగుతుందో లేదో మేము చూస్తాము మరియు నేను ఖచ్చితంగా సంతోశిస్తున్నాను.
323,"కాగా, యాజమాన్యం దీని గురించి ఏమీ చేయలేదు.",మరియు యాజమాన్యం దీన్ని బాగా పరిష్కరించారు.
324,"ఆశ్చర్యం ఏమీ లేదు, ఈ భోజనశాలలు లోయ అంతా  మూసివేయబడుతున్నాయి.",లోయ చుట్టూ అంతా ఈ రెస్టారెంట్ లు తెరుచుకున్నా ఆశ్చర్యం లేదు.
325,నేను ఒక డజను గాజులు కొనుక్కుంటే నీవు  నాకు  ఎంత ఖరీదు వేస్తావు,ఒక డజను గాజులు నేను కొన్నఫ్ఫుడు నువ్వు ఖచ్చితంగా నాకు సరసమైన ధర వేయబోతున్నావు.
326,నేను ఇప్పటికి నా తాగిన నుడిల్స్ ను కోరుతున్నాను.,ఇక్కడ తాగిన నూడిల్స్ నా కోరికను తీర్చాయి.
327,ఈ రొజుల్లో నాణ్యత చాలా చెత్తగా ఉంది.,ఈ రోజుల్లో నాణ్యత సమానంగా వుంది.
328,ఈ వైఖరితో ఈ మహిళ సేవా రంగంలో ఉండకూడదు.,ఈ మహిళ  సేవా పరిశ్రమ చెందినది ప్రత్యేకంగా గొప్ప వైఖరితో
329,సేవ సగటుగా వుంది కానీ  ఆహారం మరియు పానీయాలను భర్తీ చేయలే కపోయింది.,ఆహరం మరియు పానియంలాగానే సేవ సగటుకి పైన ఉంది 
330,నా భర్త  వైన్ ఆర్డర్ చేయడానికి బార్ వరకు నడచి వేళ్ళవలసి వచ్చింది.,నా భర్త నేరుగా బల్ల నుండి వైన్ ఆర్డర్ చేశాడు.
331,"మరియు పిజ్జా చల్లగా, జిడ్డుగా మరియు సాధారణంగా కొంచెమ్ అసహ్యంగ వుంది","పిజ్జా వేడిగా, జిడ్దు లేకుండా మరియు మంచి రుచిగా వుంది."
332,వారు ఒక అశుభ రాత్రిని కలిగి వుండవచ్చు.,చెడ్డ రాత్రి కూడా వారు ఉత్తమంగా వున్నారు.
333,ఆ స్థలం మురికిగా వుంది మరియు సేవ దుర్ఘంధం గా వుంది.,"అతడి స్థలం శుబ్రంగా , చెత్తగా కాకుండా ఉంది మరియు సేవ బాగుంది,"
334,కాఫీ ఒకటే మేము పొందిన వాటిలో వేడిగా ఉన్నది. ,కాఫీ తో పాటు ప్రతీది వేడిగా వుంది.
335,"కాబట్టి, అది చెత్తకుప్పలోకి వెళ్ళిపోయింది.","కాబట్టి, అది పొట్టలోకి పోయింది."
336,"పాల్గొన్నవారికందరికి ఇది ఇబ్బందికరంగా ఉంది, అయినప్పటికి అతను గమనించినట్లు నేను అనుకోను.",నిమగ్నమైనవారికందరికి అది వినోదభరితం
337,"కాబట్టి నెను ఆన్లైన్ లో నా టైర్ లను ఆర్డర్ చాశాను, రెండు రోజులు అపాయింట్మెంట్ షెడ్యూల్ చేశాను.","కనుక నేను ఆన్లైన్ లో టైర్ లు ఆర్డర్ చేశాను, సులభంగా ఆజ్న   శెడ్యూల్ చేశాను."
338,"ఆశాజనకంగా, నేను నాతోపాటు నల్లులను తెచ్చుకోలేదు.",స్థలం స్వచ్చంగా మరియు పరిశుభ్రంగా వుంది.
339,బీర్ చెద్దగా ఏమీ లేదు కానీ తిండి మాత్రం కోరినదానికంటే తక్కువగా ఉంది.,బీరు మరియు ఆహారం రెండూ బాగున్నాయి.
340,చివరికి అది బయటికి వచ్చినపుడు చండాలంగ వుంది.,అది బయటికి వచ్చింది మరియు బాగుంది
341,తప్పుడు ప్రకటన గురించి మాట్లాడండి కనుక మీరు వెళ్ళే ముందు కాల్ చేయండి.,వారి ప్రకటన వారి కోసం ఏమి క్లెయిమ్ చేస్తుందో వారు సరిగ్గా అలానే ఉన్నారు.
342,"తిండి చాలా చెత్తగా లేదు కానీ, సేవ మాత్రం ఘోరంగా ఉంది.",ఆహారం మరియు సేవ బాగున్నాయి.
343,"పీత కేకు, ఉప్పు  వేరే ఏ రుచి లేదు.","క్రాబ్ కేకులు ఉప్పగా , రుచికరంగా ఉన్నాయి."
344,"కానీ, వినియోగదారుల సేవ నాకు అంతా చెడగొట్టేస్తుంది.",వినియోగదారుని సేవ నా కోసం చేయబడింది.
345,"నేను బయటకు వెళ్ళి , ఫిర్యాదు చేయడానికి నిర్వాహకుడిని పిలిచాను. ",నేను వెళ్ళి మేనేజర్ ను అభినందించడానికి పిలిచాను.
346,నేను ఈ ప్రదేశంతో బాగా నిరుత్సాహంగా ఉన్నాను.,ఈ స్థలంతో నేను ఆకట్టుకోబడ్దాను.
347,"కాబట్టి, మీరు నా సమస్య కాదు.","మీరు నాకు ఎలాంటి ఆందోళన కలిగించనందుకు సంతోషిస్తున్నాను,"
348,"దురదృష్టవశాత్తు, పర్యాటక సహాయకులు నిపుణులు కాదు.",యాత్రా నిర్దేశకులు అనుభవంగలవారు.
349,గీజ్ నేను ఆ యూని బాక్స్ ల కోసం కొత్త ఆధారాన్ని కనుగొనాలి.,ఆ యూని బ్లాక్ ల కొసం నాకు కొత్త ఆధారం అవసరమని నేను అనుకోను.
350,ఆమె దానిగురించి ఏమీ చెప్పకుండా నడిచి వెళ్ళింది.,ఓపికగా ఆమె నాకు హాజరయింది.
351,"మిగతా వారు చిన్న ముక్కలుగా నరికిన ప్రక్కటెముకలను ఆర్డర్ చేశారు, అవి కూడా బాగా ఉడకబడి, ఎండిపోయినట్లున్నాయి.","చిన్న ప్రక్కటెముకల ముక్కలు తగినట్టు ఉడికి , రసభరితంగా వున్నాయి."
352,సిబ్బంది ఎక్కడా కనిపించలేదు.,సిబ్బంది స్థిరంగా ఉన్నారు.
353,అది కరిగిపోయిన ప్లాస్టిక్ లాంటి రుచినిస్తుంది మరియు అదేలాంటి కఠినమైన పదార్థాన్ని కలిగివుంది.,దాని రుచి అద్భుతం మరియు గొప్ప స్థిరత్వాన్ని కలిగివుంది.
354,మిగతా సమయాల్లో ఆమె బాగానే ఉన్నా పర్వాలేదు.,ఆమె ఏ సమయంలో నైనా బాగుంది
355,నేను దీన్ని గుర్తించాను మరియు అతడు బిల్లు యొక్క జాగ్రత్త తీసుకోవడానికి వెనక్కి వెళ్ళాడు.,అతడు బిల్లు గురించి అతనికైఅతడే జాగ్రత్త తీసుకున్నాడు.
356,మీ డబ్బు మరియు సహనాన్ని ఆదా చేసుకోండి.,మీ డబ్బు మరియు సహనానికి విలువైనది.
357,నా సమయం మరియు వారిది ఎంత వ్యర్థం,ఎంత అద్భుతంగా నా సమయం ఉపయోగించబడింది.
358,"దురదృష్టశావత్తు, ఒకటి నా కుక్కకు, ఇంకొకటి నా భార్య యొక్క కుక్కకు.","అద్రుష్టశావత్తు, ఒకటి నా కుక్కకి, మరొకటి నా భార్య కుక్కకి."
359,మరింత దగ్గరగా చూడకపోవడం నా తప్పు  అని నేను ఊహిస్తున్నాను.,నేను నిజంగా మూసుకొనిపోయాను.
360,సర్వర్ కొనుగోలు చేయటం లేదు.,సర్వర్ గుర్తించాడు.
361,ఇలాంటి వినియోగదారు సేవ నేనెప్పుడూ పొందలేదు.,నేను కలిగివున్న ఉత్తమ వినియోగదారుని సేవ.
362,ఈ శాండ్విచ్ దుకాణానికి ఏమైతే జరిగిందో అది బాధాకరం.,ఈ శాండ్విచ్ దుకాణానికి ఏమి జరిగిందొ అది మంచిది.
363,"ఇంకా, ఈ కారణంగా, నేను తిరిగి రాను. ","ఈ కారణం కోసం, నేను వెనక్కి వస్తాను"
364,ఈ శాఖ అధ్వాన్నంగా తయారవుతుంది.,ఈ శాఖ మెరుగంటే మెరుగవుతుంది.
365,బార్లో తినడం అనేది ఒక ఎన్నిక అని వారు మాకు చెప్పటంలో విఫలమయ్యారు.,వారు బార్ లో తినటం ఒక ఎంపిక అని మాకు చెప్పేలా చూసుకున్నారు.
366,తక్కువ రేటింగు కోసం వారు మీకు ధన్యవాదాలు చెప్పగలరు.,మంచి రేటింగ్ కోసం వారు కృతజ్నులు.
367,నేను కనీసం దాన్ని తినలేదు.,నేను అదంతా తినేశాను.
368,జుట్టుకత్తిరింపు నుండి ఇదే మొదటిసారి నేను ఏడ్చాను,జుట్టుకత్తరింపు నుండి ఇదే మొదటిసారి నేను సంతోషంగా ఏడ్వడం.
369,మ సర్వర్ కు వ్యక్తిత్వం లెదు,అక్కడ    మంచి వ్యక్తిత్వంతో ఒక స్నేహపూర్వక సర్వర్ ఉన్నాడు.
370,"నేను నా సహోద్యోగితో వుండకపోయినట్లయితే , నేను వెళ్ళిపోయివుండేవాడిని.",నా సహోద్యోగిమరియు నేను మా సమయాన్ని ఇక్కడ అస్వాదించాము.
371,ర ఒక గొలుసు అని నాకు తెలియలేదు,ర ఒక జనాదరణగల గొలుసు.
372,నేను ఖచ్చితంగా చెప్పగలను వారు దాని కొన్ని రోజులకి పొందగలరు కానీ ఈ రోజు కాదు.,నేను ఖచ్చితంగా అనుకుంటున్నాను వారు ప్రతీరోజు సరిగ్గా పొందుతారని.
373,మా కూతురి యొక్క కళాశాల స్నాతకోత్సవం జరిపించడానికి భయంకరమైన ఆదివారపు బ్రంచ్ కి వెళ్లాను. ,మా కూతురి స్నాతకోత్సవం జరుపుకోవడానికి బీభత్సమైన అదివారపు బ్రంచ్ కి వెళ్ళాము.
374,ఇది మూడవసారి వారు ఈ మసాలని గందరగోళం చేశారు.,వారు మసాల సరిగా పొందారు.
375,"ఆట గది ఒక సమయం, శక్తి మరియు డబ్బు వ్యర్థం చేసుకొనేది","ఆట గది చక్కని మర్యాదగా , ధరకి బాగా విలువైనదిగా వుంది."
376,నేను అతనికి   ఆన్లైన్ లో కొంచెం మంచి ఫీడ్ బ్యాక్  ఇస్తానని కూడా నే ను అతడికి చెప్పాను,ఆన్లైన్ లో కొంచెం మంచి ఫీడ్ బ్యాక్ ఇస్తానని నేను అతనికి చెప్పాను. మరియు అది నా ఉద్దేశ్యం.
377,"ఎలగైనా, నిర్వాహకుడు వెనక్కి వచ్చి  అర్డర్ వస్తుందని నాకు చెప్పాడు","అదృష్టంకొద్దీ, మేనెజర్ వెనక్కి వచ్చి, నా ఆర్డర్ వస్తుందని చెప్పాడు."
378,అది మంచి విషయమా లేదా చెడ్డ విషయమా అని నేను ఖచ్చితంగా చెప్పలేను.,"నేను పందెం కడతాను ఇది మంచి విషయం, చెడ్ద విషయం కాదని."
379,"మరియా, నిర్వాహకుడు ఒక భయంకరమైన వ్యక్తి.","మరియ, మేనేజర్ ఒక అసాధారణమైన వ్యక్తి."
380,అది చాలా మంచిది కాదు అందువల్ల నేను అక్కడి నుండి బయటికి వెళ్ళాలనుకున్నాను.,నాకు అక్కడి నుండి బయటికి వెళ్లాలనిపించలేనంత చాలా బాగుంది.
381,"దాన్ని మర్చిపొమ్మని మేము వారికి చెప్పాము , మేము ఎదురు చూడాలనుకోవటం లేదు.","మేము వారికి చెప్పాము, పర్వాలేదు మరియు మేము నిరీక్షించడానికి సిద్ధంగా వున్నామని. "
382,మొదట బార్టెండర్ - ఒక బొక్క,"మొదట, బార్టెండర్ అద్భుతంగా వుంది."
383,ఈ స్థలం నుండి దూరంగా వూండటం పూర్తిగా హాస్యాస్పదం.,"తప్పకుండా అద్భుతం, ఈ స్థలం నుండి దూరంగా ఉండలేము."
384,గొప్ప రెస్టారెంట్ లు కూడా చెడ్ద రోజులు కలిగివుంటాయని నేను  ఊహించాను.,మంచి రెస్టారెంట్ లు అశుభమైన రోజులను కలిగివుండవని నేను ఊహిస్తున్నాను.
385,"ఒహ్ సరే, ఎవరు పట్టించుకుంటారు.....సరైనదా?","బాగా, ఎవరు పట్టించుకోరు? ఇది చాలా బాగుంది."
386,మేము మా డబ్బుని వేరే చోట ఖర్చు చేస్తాము.,మేము ఖచ్చితంగా మరింత డబ్బుని ఇక్కడ ఖర్చుచేయబోతున్నాము.
387,నేను మరొక ఎల్వి సంచిని తిరిగి ఎప్పటికి  కొనను.,మరొక ఎల్వీ సంచి కోసం నేను నెనక్కి వస్తాను.
388,అసమాన ముక్కలు మరియు పడిపోవడం- నేను దాని కోసం చెల్లించాను.,"అన్ని సమానమైన మంచి ముక్కలు, నెను చెల్లించిన ధర చెల్లించినందుకు సంతో షిస్తున్నాను"
389,మేము ఆ రోజు దేనిని వదల్లేదు.,ఆ రోజు మేము చాలా వస్తూవులతో బయలుదేరాము.
390,"భయంకరమైన, భయంకరమైన, భయంకరమైన సేవ ","అటువంటి గొప్ప సేవ, తగినంతగా ప్రశంసించలేము."
391,ఇప్పుడు మరీ పలుచగా లేదు మరియు ఏదైనా ఇతర పిజ్జా స్థలం లాగా రుచి చూడండి.,"అది పలుచగా వుంది, రుచి అమోఘం."
392,నా సూప్ కోసం వాంటెన్ క్రాకర్స్ ఒక చెత్త ముక్క నాకు ఇచ్చారు.,నేను నా సూప్ కోసం రుచికరమైన క్రాకర్స్  తిన్నాను.
393,నేను  గొలుసు రెస్టారెంట్ లకి    గొప్ప  అభిమానిని కాను.,నేను పెద్ద గొలుసు రెస్టారెంట్ లను  ప్రేమిస్తున్నాను.
394,"అన్నం చాలా చల్లగా , గట్టిగా వుంది మరియు రుచి చాలా చప్పగా ఉంది.",అన్నం వెచ్చగా వుంది మరియు రుచి గొప్పగా వుంది.
395,మీరు రూపాన్ని బట్టి వ్యక్తులను అంచనా వేయాలి.,వా రి వ్యక్తిత్వాన్ని బట్టి మీరు జనాలని  అంచనావేయండి.
396,ఈ పట్టణంలో మంచి పిజ్జాకి మీదొక్కటే ఏకైక స్థలం కదు.,మర్యాదైన పిజ్జాతో కొన్ని  ప్రదేశాలలో మీరు ఒకాటి.
397,థాయ్ బేసిల్ పాస్తా గోరువెచ్చగా  మరియు కారంగా వచ్చింది.,థాయ్ బేసిల్ పాస్తా వేడిగా మరియు రుచిగా బయటికివచ్చింది.
398,మర్యాద లేదు మరియు వారి ఆహరం దయనీయంగా వుంది.,సేవ బాగుంది మరియు అదే విధంగా ఆహారం.
399,నేను ఇక్కడ నివసిమ్చడానికి ఎవ్వరినీ సిఫార్సు చేయను.,ఇక్కడ నివసించడానికి ఎవరినైన సిఫార్సు చేస్తారా?
400,లోపలికి వెళ్ళటానికి ఒక నెల నిరీక్షించాలి.,త్వరగా లోపలికి వెళ్ళాను.
401,గొప్ప  ఆహారం కాని భయంకరమైన సిబ్బంది మరియు చాలా  మొరటు పనివారు.,"మంచి ఆహారం, విశిశ్టమైన సిబ్బంది మరియు చాల చాలా మంచి పనివారు."
402,ఇది నా చివరి వారాంతంపు సందర్శన నా మిత్రులారా.,నా వా రిని సందర్శించడం నాకు ఇష్టమైన వారాంతం.
403,తర్వాతి వంటకం సాస్ రహస్యమైన మా గా పై ప్యాన్,అద్భుతమైన సాస్ రహస్యంగా గల మూ గూ పై తర్వాతి వంటకం.
404,మీరు మంచి భోజనం తినాలనుకుంటే ఇక్కడికి వెళ్ళొద్దు. ,మంచి ఆహారం తినుటలో మీరు ఆసక్తి కలిగివుంటే ఈ స్థలాన్ని దర్శించడం తప్పనిసరి చేసుకోండి.
405,ప్రధాన ప్రక్కటెముక కొవ్వుగా వుంది మరియు అభ్యర్థించిన ప్రకారం వండలేదు,ప్రధాన ప్రక్కటెముక తగినట్టుంది మరియు అభ్యర్థనకి తగినట్టు వండబడింది.
406,ఈ రోజు రాత్రి ఈ కంపెనీ పైన ఉన్న గౌరవం అంతా పోయింది.,ఈ రోజు నేను ఈ కంపెని కోసం మరింత గౌరవం సంపా దించాను.
407,మేమి ఇప్పటి నుండి ఇతర వాల్ గ్రీన్ స్థానాలకు వెళ్తామని సురక్షితంగా చెప్పండి.,ఈ వాల్గ్రీన్స్ ప్రాంతాన్ని దర్శించడాన్ని మేము కొనసాగిస్తామని సురక్షితంగా చెప్పవచ్చు.
408,నేను బార్ కి తిరిగిరావచ్చు కాని రెస్టారెంట్ ను దాటవేస్తాను.,నేను బార్ మరియు రెస్టారెంట్ కు తిరిగిరావచ్చు.
409,"నన్ను మీకు చెప్పనీయండి, ఈ ప్రాంతం రద్దీ ప్రాంతంనుండి దూరం.",స్థలం నమ్మశక్యంకాని రద్దీగా వుంది.
410,నిరాశపరిచిన ఇది చాలా మటుకు నిజమైన ఐరిష్ పబ్ కాదు,అది నిజమైన ఐరిష్ పబ్ లాగా వుంది.
411,ఆమె ప్రత్యేకమైన రోజుతోపాటు పుట్టినరోజు విస్మయం కూడా నాశనమయ్యింది.,పుట్టినరోజు విస్మయం విజయవంతమైంది ఆమె ప్రత్యేకదినం కూడా.
412,ఈ ధరలో భారీ క్రెడిట్ కార్డు రుసుము మరియు అర్థరాత్రి తర్వాత రుసుము చేర్చబడింది,ఈ ధరలో చిన్న క్రెడిట్ కార్డు రుసుము మరియు అర్ధరాత్రి తర్వాత అతి తక్కువ ధర వుంటుంది.
413,ఒకే ఒక తినగలిగే పదార్థం తేమగా వున్న బ్రోకలి బీఫ్,నేను తినగలిగే మరొక పదార్థం అద్భుతమైన బ్రోకలీ బీఫ్.
414,"అది కాకుండా , నాకు నిజంగా తెలియదు దాని గురించి ఏమి మంచిగా వుందో","అది కాకుండా , నాకు నిజంగా తెలియదు దాని గురించి చెడ్దగా ఏముందో"
415,ఆహారం ప్రామణిక మైనది కాదు.,ఆహరం చాలా ప్రామాణికంగా వుంది.
416,"నిజానికి, కేవలం నడవడం కొనసాగించండి.",నిజానికి లోపలికి వెళ్ళు.
417,"దురదృష్టశావత్తు, అది అధ్వాన్నం.","అదృష్టశావత్తు, ఇది ఉత్తమం."
418,ఈ ప్రదేశం స్పష్టంగా సంవత్సతాల తరబడి క్షీణించింది.,స్థలం ఏండ్ల కొలది ఖచ్చితంగా అభివృద్ది చెందింది
419,ఈ రోజుల్లో అంతగా లేదు.,ఈ రోజుల్లో చాలా ఎక్కువ.
420,అసుకి దగ్గరగా వున్న రెస్టారెంట్ లతో వ్యవహరించాలని అనిపించలేదు.,అసుకి దగ్గరగా ఉన్న రెస్టారెంట్ ను అనుభవించాలని చూశాను.
421,ఇది అక్కడ వున్న అధ్వాన్నమైన మొదటి పాండా ఎక్స్ప్రెస్ లొకేషన్. ,ఇది అక్కడవున్న ఉత్తమ పాండా ఎక్స్ప్రెస్ ప్రదేశం.
422,తలుపు అస్సలు తెరవలేదు.,తలుపు ఆపరేట్ చేయడం సులభం.
423,నా సేవలు చాలా హడావిడిగా వున్నాయి మరియు అమె మంచి పని కూడా చేయలేదు.,నా సేవలు బాగా సాగాయి మరియు ఆమె మంచి పని చేసింది.
424,హాలులో వున్న సీలింగ్ ఎయిర్ కండీషనర్ చాలా బిగ్గర శబ్ధం చేస్తుంది.,పరిసరాలు చాలా ప్రశాంతంగా వున్నాయి.
425,మేము చాలా మొరటుగా మరియు స్పష్టంగా పూర్తిగా నిష్ఫలంగ ఉన్న సర్వర్ తో మా ఆర్డర్ ను ఇచ్చాము.,మేము తర్వాత మా చాలా మర్యాదపూర్యకమైన మరియు తేలికపాటి మనస్సుగల సర్వర్ తో ఆర్డర్ చేశాము.
426,నేను వారి నాసిరకం పని రుజువు చేయడానికి చిత్రాలను పోస్ట్ చెయవచ్చు.,వారి అధిక నాణ్యమైన పని రుజువు చేయడానికి నేను చిత్రాలు పోస్ట్ చేయవచ్చు.
427,అది అధిక ధరతో కూడుకున్నది [ వారు ఏమి సేవ చేశారో పోల్చితే],[ వారు అందించే వాటితో పోలిస్తే] అది చాలా తక్కువ ధర.
428,ఇది ఒక బీభత్సమైన కళాశాల ,ఇది మంచి కళాశాల
429,నా జాక్ మరియు కోక్ తీవ్రంగా లోపించాయి.,నా జాక్ మరియు కోక్ తీవ్రంగా చిటపటలాడాయి.
430,"విచారంగా, నేను బహుశా ఈ ప్రదేశంలో మళ్ళీ  ఎప్పటికీ   తినలేకపోతాను","ఆనందంగా, ఈ స్థలంలో నేను బహుశా మళ్లీ తినగలను."
431,ఫాలాఫెల్ చూడటానికి చికెన్ నగ్గెట్స్ లగా వున్నాయి కాని రుచిని కోల్పోయాయి.,ఫాలఫెల్స్ అద్భుతం మరియు గొప్ప రుచి కలిగివున్నాయి.
432,నేను చుట్టూ చూశాను అక్కడ ఇంకా వినియోగదారులున్నారు,నేను చుట్టు చూస్తే అందరు వినియోగదరులు హాజరయ్యారు.
433,భోజనం చేశావారికి కూడా ఇది వడ్డించడం చిరాగ్గా వుంది అని నేను అన్నాను.,భోంచేసేవారికి ఈ ప్రదేశం బాగుంది.
434,మేమిద్దరం అది ఎక్కువ ఉడకబడిందని మరియు మసాల లేదని కనుగొన్నాము.,"ఆహారం బాగ వండబడింది, చాలా మంచి మసాలాలు."
435,క్రమంగా నా  కాళ్ళు  నూడుల్స్  మరియు నేల మొత్తం నుండి మండిపోయాయి.,"నూడుల్స్  బాగున్నాయి, నేను ఆర్డర్ చేసినవన్ని గిన్నెలో వున్నాయి."
436,సాధ్యమైతే మానుకోండి.,ఇక్కడికి వెళ్లు ఏమిటో అవసరంలేదు.
437,నేను చిత్తు చేయబడటం లేదా చిన్నగా మార్చబడటం ఇష్టపడటంలేదు.,నేను అనుకున్నాను ధరలు బాగుంటాయని.
438,"ఎంతసేపు ఎదురు చూడాలని నేను అడిగాను , ఖచ్చితంగా తెలియదని ఆమె అంది.",బల్ల కోసం అంచనా వేసిన సమయంతో ఆమె బాగుంది.
439,మీరు ఏమి పొందారో దానికి ఇది చాలా ఖరీదైనది.,ధరలు బాగున్నాయి.
440,ఒకే ఒక్క చీజ్ లేదా ఎర్ర మిరియాల ప్యాక్ ని కూడా వారు తీసుకొనిరాలేకపోయారా?,వారు పుష్కలంగా చీజ్ ప్యాకెట్లు మరియు ఎర్ర మిరియాలు కలిగివున్నారు.
441,దాన్ని పడేయటానికి ఈ ప్రాంతంలోకి వెళ్ళాను.,దానిని వదలడానికి ఈ అద్భుతమైన ప్రదేశంలోకి వెళ్లాను.
442,మేము అక్కడికి బాగా రద్దీగా వుండే సెలవు వారాంతంన వెళ్ళాము మరియు సేవ అత్యంత నిదానంగా వుంది,"మేము అక్కడికి రద్దీగా వుండే సెలవు సాయంత్రం వెళ్లాము, సేవ చాలా వేగంగ వుంది."
443,"నేను నిర్వాహకుడినై వుండింటే, ఆ పిల్లాడిని అక్కడికక్కడే కాల్చేవాడిని.","నేను మేనేజరైవుంటే, ఆ అబ్బాయిని అక్కడికక్కడే పదోన్నన్నతిచ్చేవాడిని."
444,"చాలా అసహ్యకరం,   ఎందుకంటే వారు అత్యుత్తమ బీర్ ను కాస్తారు",చాలా బాగుంది ఎందుకనగా వారు అసాధారణమైన బీరు కాసారు.
445,అహారం తక్కువ నాణ్యమైనది మరియు కొద్దిగా రుచితో త్వరగా కలిసి విసిరేయబడింది.,ఆహారం అధిక నాణ్యమైనది మరియు చాలా రుచులతో  ఉద్దేశ్యపూర్వకంగా కలపబడింది.
446,బీరు చండాలంగా మరియు వేడిగా వుంది.,"బీరు బాగుంది, చల్లగుంది"
447,డెలీ లో పనిచేసే స్త్రీ భయంకరమైనది.,డెలీ లో పనిచేసే మహిళ బాగుంది.
448,కెఎఫ్ సి కి ఎప్పటికి తిరిగి వెళ్ళరు- వరు తప్పనిసరిగా నా నుండి దొంగిలించారు,నేను ఎల్లప్పుడు కె ఎఫ్ సి వెళ్ళాలనుకుంటాను- వారు నా   మద్దతుని సంపాదించారు.     
449,అల్పహారం కోసం చాలా మెరుగైన ప్రదేశలున్నాయి.,అల్పాహారనికి మెరుగైన ప్రదేశాలు లేవు.
450,ఆగ్రహమైన ముసలి సేవకురాలు ఒక పెద్ద సొమరిది.,వృద్ధ వెయిట్రెస్ నిజంగా ప్రియమైనది.
451,అది నా అభిమానం కదు కాని నా అసహ్యకరం కాదు,"అది నా ఇష్టమైనది, ఎందుకంటే ఇది అద్భుతం."
452,"మ్, య, ఇది ఇంకా భర్తీ చేయవలసిన అవసరం లేదు.",ఇది ఎప్పుడూ భర్తీ చేయవలసినవసరం లేదు.
453,"దయనీయమైన ప్రదేశం, అధ్వాన్నమైన ఆహరం","అద్భుతమైన ప్రదేశం, మంచి ఆహారం."
454,"చెప్పాల్సిన అవసరం లెదు,  ప్రదేశానికి ఎప్పూడూ తిరిగి రావటంలేదు.",నేను ఈ ప్రదేశానికి మళ్లీ రాబోతున్నానని చెపానవసరంలేదు
455,"మొదటగా, వారి రుసుములు సాధారణంగా మిగతా ప్రదేశాల కన్నా ఎక్కువ.","మొదటగా, వారి రుసుము సరసమైనది."
456,"వారు చెప్పేది ఏదైనా, వ్రాతపూర్వకంగా అడగండి.","వారు ఏం చెప్పినా,రాసి ఇస్తారు."
457,ఇది నిజమైన కొత్త మెక్సికన్ వంటకాలకు చాలా దూరంగా వుంది..,ఇది నిజమైన కొత్త మెక్సికన్ వంటకాలు.
