ID,POSITIVE,NEGATIVE
298,బీర్ తాగడానికి సరదా ప్రదేశం.,బీర్ తాగడానికి పేలవమైన ప్రదేశం.
299,ఇది చాలా కుటుంబ ఆధారితం మరియు మేము దాన్ని ఇష్టపడ్దాం కూడా.,ఇది చాలా కుటుంబ ఆధారితం కాదు మరియు మేము దాన్ని అసహ్యించుకున్నాం కూడా.
300,ప్రక్కలు కూడా బాగున్నాయి.,ప్రక్కలు కూడా వ్యర్థాగావున్నాయి..
301,ఆమె నా రంగు మీద మరియు నా కత్తరింపు మీద అద్భుతం చేసింది.,ఆమె నా రంగు మీద మరియు నా కత్తరింపు మీద భయంకరమైన పని చేసింది.
302,యజమాని ఒక పెద్దవాడు మరియు వసతి అనుకూలం.,యజమాని పేలవంగా వున్నాడు మరియు వసతి అప్రియం..
303,"మొత్తంగా, తరువాతసారి తిరిగి వస్తా, నేను పట్టణంలో ఉన్నా.",ఎప్పుడూ వెనక్కి వెళ్ళను.
304,అతడు వ్రుత్తిపూర్వకం మరియు మర్యాదస్థుడు.,అతడు రెండూ వ్రుత్తిపూర్వకం కాదు మరియు ఆమర్యాదస్థుడు.
305,ఈ కోర్సు ప్రాంతంలో బాగున్నవాటిలో ఒకటి.,ఈ కోర్సు ప్రాంతంలో అధ్వాన్నమైన వాటిలో ఒకటి.
306,మీరు అలాంటిదాంత్లో ఉంటే అక్కడే ఆగి దాన్ని సరిగా చూడండి.,మీరు అలాంటిదాంట్లో ఉండకుంటే అక్కడే ఆగి దాన్ని సరిగా చూడనక్కర్లేదు.
307,భోజనం కోసం స్లైస్ లు పొందడానికి ఇక్కడికి రావడాన్ని నేను అస్వాదిస్తున్నాను.,భోజనం కోసం స్లైస్ లు పొందడానికి ఇక్కడికి రావడాన్ని నేను అయిష్టపడతాను.
308,ఫీనిక్స్ ప్రాంతంనుండి సగంరోజు యాత్ర. ,"ఫీనిక్స్ ప్రాంతంనుండి పొడవైన, సగంరోజు యాత్ర. "
309,ఈ ప్రాంతం యొక్క ప్రకంపనని ఇష్టపడతాను.,ఈ ప్రాంతం యొక్క ప్రకంపనని అసహ్యించుకుంటాను..
310,సిబ్బంది అందరూ చాలా స్నేహపూరితం మరియు వారి పనులలో అగ్రశ్రేణి.,సిబ్బంది అందరూ చాలా స్నేహపూరితం కాదు మరియు వారి పనులలో అగ్రశ్రేణి కాదు
311,కార్న్ బ్రెడ్ బాగుంది.,కార్న్ బ్రెడ్ చద్దిది.
312,ఆహారం బాగుంది మరియు ధర బాగుంది.,ఆహారం బాగుంది మరియు అధిక ధర.
313,వాళ్ళు పర్వతారోహణ ఇష్టపడ్డారు.,వాళ్ళు పర్వతారోహణ ఏవగించారు.
314,చాలా రుచికరం మరియు చైన్ సబ్ జాయింట్ ల కంటే మెరుగైన ఒప్పందం.,చాలా చప్పిడిది మరియు చైన్ సబ్ జాయింట్ ల కంటే ఎక్కువ అధ్వన్నమైన ఒప్పందం.
315,ఇప్పటివరకు ఆటో షాప్ లో నేను ఎప్పుడూ కలిగివున్న ఉత్తమ అనుభవం.,ఇప్పటివరకు ఆటో షాప్ లో నేను కలిగివున్న అధ్వన్నమైన అనుభవం.
316,అక్కడికి పోవాలనే నా నిర్ణయం పట్ల చాలా సంతోషం. ,అక్కడికి పోవాలనే నా నిర్ణయం పట్ల చాలా దుఃఖపడుతున్నాను
317,"అది కొద్దిగా చౌక ,వారు మంచి సంగీత వీడియో లను ప్లే చాశారు","అది కొద్దిగా ఖరీదు ,వారు చెత్త సంగీత వీడియో లను ప్లే చాశారు"
318,చాలా వెనక్కితోసే వాతవరణం పాతకాలపు ఐస్క్రీం పార్లర్.,చాలా వెనక్కితోసే వాతవరణం పాతకాలపు ఐస్క్రీం పార్లర్.
319,బార్లో కూర్చొని చిన్న పళ్ళాలు తినండి..,బార్లో కూర్చోవద్దు మరియు చిన్న పళ్ళాలు తినడం నివారించండి..
320,ప్రాంగణాలు ఎప్పుడూ చాలా శుబ్రంగా ఉన్నాయి.,ప్రాంగణాలు ఎప్పుడూ చాలా అపరిశుబ్రంగా ఉన్నాయి.
321,ఒంటె వెనుక పసందయిన బస వల్ల ఇప్పుడే తిరిగి వచ్చాను.,ఒంటె వెనుక భయనకమైన బస వల్ల ఇప్పుడే తిరిగి వచ్చాను.
322,"మాంసం, రొయ్య, మరియు ఎన్చిలిడా","గట్టి మాంసం ముక్క, చిన్న రోయ్యలు, సాధారణ ఎన్చిలడా"
323,వాళ్ళు దాన్ని దాటి ముందుకు వేళతారు.,వారు. అదనపు శ్రమ పెట్టరు
324,నేను చాలాసార్లు వెళ్లాను మరియు ప్రతిసారీ గొప్పగా ఉండేది. ,నేను చాలాసార్లు వెళ్లాను మరియు ప్రతిసారీ నిరాశపడతాను..
325,"శుభవార్త ఏంటంటే, నా దృష్టి బాగుపడి సందర్శన ఇంకా మెరుగుపడింది.","అశుభవార్త ఏంటంటే, నా దృష్టి బాగలేక సందర్శన ఇంకా అధ్వాన్నమైంది.."
326,ఇది విశ్రాంతి తీసుకోవడానికి సేదదీరడానికీ ప్రశాంతమైన చిన్న ప్రాంతం.,అది ఒక గుట్టగాపోసిన చిన్న ప్రదేశం
327,మేము తెలిసిన ప్రతొక్కరికి దిగుమతి మరియు అమెరికన్ ఆటో సేవని సిఫార్సు చేస్తాం.,మేము తెలిసిన ప్రతొక్కరికి దిగుమతి మరియు అమెరికన్ ఆటో సేవని సిఫార్సు చేయము..
328,"అమ్మాయిలు చాలా ఆకర్షనీయంగా మరియూ స్నేహభావంగా ఉన్నారు, అస్సలు చొరవ రకం కాదు.","అమ్మాయిలు చాలా ఆకర్షనీయంగా మరియు స్నేహభావంగా లేరు, కొంచెం. చొరవ రకం ."
329,ఇది నిర్మలమైన మరియు మంచి జనాలు ఇక్కడ ఉన్నారు. ,అక్కడ గందరగోళం మరియు అసహాయమైన జనాలున్నారు
330,ఇక్కడ అజ్ లొ నివసిస్తున్నప్పటి నుండి మరింత పసందైన తెల్ల పిజ్జాను ఇంటికి తీసుకేళ్లాను. ,ఇక్కడ అజ్ లొ నివసిస్తున్నప్పటి నుండి మరింత రుచిలేని తెల్ల పిజ్జాను ఇంటికి తీసుకేళ్లాను.
331,"చాలా ఇతర గైరో స్థలం లో తిన్న తర్వాత , కింగ్స్ ఇంకా ఉత్తమ సాస్ ని కలిగి వుంటుంది.","చాలా ఇతర గైరో స్థలం లో తిన్న తర్వాత , కింగ్స్ అధ్వాన్నమైన సాస్ ని కలిగి వుంటుంది."
332,సేవ ఉన్నతంగా మరియు భోజనం మరీ గొప్పగా ఉన్నాయి.,సేవ చండాలం మరియు భోజనం మరీ దరిద్రంగా ఉన్నాయి.
333,సుజాన్నే మరియు ఆమె సిబ్బంది లెస్సగా ఉన్నారు.,సుజాన్నే మరియు ఆమె సిబ్బంది భయంకరంగా ఉన్నారు.
334,అంతట్లో చక్కగా బాగుంది.,అంతట్లో చక్కగా బాగుంది.
335,"శీఘ్రం, స్నేహభావ మరియు నిస్వార్థ సేవ.","నిదానం, స్నేహరహిత మరియు నమ్మకంలేని సేవ."
336,"గొప్ప భొజనం, గొప్ప సేవ, వారి కేటరింగ్ సాటిలేనిది.","అసహయమైన భొజనం, భయంకరమైన సేవ, వారి కేటరింగ్ ఒక విఫలం."
337,ఇక్కడ ఉత్తమ పంది కడుపు తిన్నాను.,ఇక్కడ చెత్త పంది కడుపు మాంసం తిన్నాను.
338,వంటదినుసులు ఎంత తాజాగా ఉన్నాయో చెప్పవచ్చు.,వంటదినుసులు పాతవి.
339,నేను ఖచ్చితంగా అక్కడికి తిరిగి వెళతాను.,నేను అక్కడికి తిరిగి వెళ్ళను.
340,"కూపన్ లేదా లేకుండా, ఈ స్థలం అదనపు చక్కనిది మరియు చాలా మంచి విలువ.",స్థలం వ్యర్థమైనది మరియుభయంకరమైన విలువ.
341,ఇది నగరంలో ఉత్తమమైన సముద్ర ఆహార కేంద్రం.,ఇది నగరంలో అధ్వాన్నమైన సముద్ర ఆహార కేంద్రం.
342,అద్భుత సేవలను నిలబెట్టుకోండి. ,వ్యర్థమైన సేవలను నిలబెట్టుకోండి.
343,"ప్రతిసారీ, మెక్సికన్ ఆహారం కోరుకుంటానో నేను అక్కడికి వెళుతాను.","ప్రతిసారీ, మెక్సికన్ ఆహారం కోరుకుంటానో నేను దాన్ని నివారిస్తాను.."
344,నా డిఆర్ మిరియం ప్రక్కటెముకలు శ్రేష్టం మరియు చాలా లేతగా వున్నాయి.,నా డిఆర్ మిరియం ప్రక్కటెముకలు బీభత్సం మరియు చాలా గట్టిగా వున్నాయి.
345,ప్రతిఒక్కరు ఎల్లప్పుడూ బహు స్నేహభావంగా మరియు ఉపయుక్తంగా ఉన్నారు. ,ప్రతిఒక్కరు ఎల్లప్పుడూ బహు స్నేహభావంగా ఉండి మరియు ఉపయుక్తంగా లేరు.
346,"ఇది వేడిగా ఉంది, పరిపూర్ణంగా వండబడి రుచికరంగా ఉంది. ","ఇది చల్లగా ఉంది, భయంకరంగా వండబడి రుచికరంగా లేదు. "
347,ప్రపంచం అంతా తిరిగి భారతదేశ భోజనం గురించి బాగా తెలుసుకో.,ప్రపంచం అంతా తిరిగి కూడా భారతదేశ భోజనం గురించి బాగా తెలియదు.
348,వారాంతపు వాలీబాల్ టోర్ణమెంట్లకు మంచి ప్రాంతం,వారాంతపు వాలీబాల్ టోర్ణమెంట్లకు చెత్త ప్రాంతం
349,మేము ఇక్కడ చూసిన కొద్ది చిత్రాల పేర్లు చెప్పడానికి,మేము ఇక్కడ చూసిన కొద్ది చెత్త చిత్రాల పేర్లు చెప్పడానికి
350,నా కుటుంబాన్ని ఎల్లప్పుడూ తాజా సముద్రపు ఆహారం కోసం ఇక్కడికి తీసుకెళ్ళడాన్ని ఆస్వాదిస్తాను.,నా కుటుంబాన్ని ఎల్లప్పుడూ చద్ది సముద్రపు ఆహారం కోసం ఇక్కడికి తీసుకెళ్ళడాన్ని ఆస్వాదిస్తాను.
351,"స్నేహపూర్వక యజమానులు మరియు సిబ్బంది, పసందైన ఆహారం","స్నేహపూర్వకం కాని యజమానులు మరియు సిబ్బంది, భయంకరమైన ఆహారం"
352,వారు పాఠశాలకు కూడా సరఫరా చేస్తారు.,వారు పాఠశాలకు కూడా సరఫరా చేయరు..
353,రోన్ ఇప్పటికి అత్యుత్తమం.,రోన్ అధ్వాన్నం
354,"కుటుంబం చిన్నది సొంతమయింది ,నా అర్థం చిన్న రెస్టారెంట్ పూర్తిగా అద్భుతమైన ఆహారంతో.","కుటుంబం చిన్నది సొంతమయింది ,నా అర్థం చిన్న రెస్టారెంట్ పూర్తిగా చండాలమైన ఆహారంతో."
355,మాంసము మరియు చీజ్ యొక్క సరైన ఎన్నిక,మాంసము మరియు చీజ్ యొక్క చెత్త ఎన్నిక.
356,మామూలు గైరో శాండ్విచ్ వారి సాస్ తో తిన్నాము. చాలా బాగుంది.,మామూలు గైరో శాండ్విచ్ వారి సాస్ తో తిన్నాము. ఏమి బాలేదు..
357,నేను బహుశా ఎప్పుడూ పొందని ఉత్తమ రెస్టారెంట్ అనుభవాన్ని ఇప్పుడు పొందాను.,నేను బహుశా ఎప్పుడూ పొందని అధ్వాన్నమైన రెస్టారెంట్ అనుభవాన్ని ఇప్పుడు పొందాను.
358,చుట్టూ ఉత్తమ ఆకుపచ్చ మొక్కజొన్న టామెల్స్,చుట్టూ అధ్వాన్నమైన ఆకుపచ్చ మొక్కజొన్న టామెల్స్
359,అక్కడ వడ్డించే ప్రతిదీ అద్భుతం.,అక్కడ వడ్డించే ప్రతిదీ వ్యర్థమైనది.
360,రద్దీ సమయంలో వంటగదిని చూడటం తమాషాగా వుంది.,రద్దీ సమయంలో వంటగదిని చూడటం తమాషా కాదు.
361,"స్థలం శుచిగా బాగా పెట్టబడింది, పానీయాలు సరసమైన ధర,",స్థలం అపరిశుభ్రంగా వున్నాయి. పానీయాలు అధిక ధర మరియు పలుచగా వున్నయి.
362,"ఉద్యోగులు నన్ను , చాలా మంచిదైన నా కుక్కను ఎప్పుడూ గుర్తుచేసుకుంటారు.","ఉద్యోగులు నన్ను , చిరాగ్గా వున్న నా కుక్కను ఎప్పుడూ గుర్తుచేసుకోరు."
363,మెము కుటుంబంగా రావడానికి ఇష్టపడ్తాము.,మెము కుటుంబంగా రావడాన్ని అసహించుకుంటాము..
364,వారు కనుగొనడానికి కొద్దిగా కష్టమైన నా అపార్ట్మెంట్ ను కూడా కనుగొన్నారు.,వారు కనుగొనడానికి చాలా సులభమైన నా అపార్ట్మెంట్ ను కూడా కనుగొనలేదు.
365,"చాలా సహాయకరీ, అతిథిసత్కారం, పరిజ్నానంవున్న, సమాచారమిచ్చే.","చాలా పనికిరాని, ఆదరించని, తెలియని, మందబుద్దులు."
366,స్కట్స్డేల్ లోని ఒక పెద్ద భాగమ్లో అది వుంది మరియు నిజానికి అనుకూలమైనది.,స్కట్స్డేల్ లోని ఒక మురికివాడలో్ అది వుంది మరియు నిజానికి అనుకూలమైనది కాదు..
367,కానీ వెతకడం విలువైనది.,కానీ వెతకడం విలువైనది కాదు.
368,"చాలా స్నేహపుర్వక సిబ్బంది, శీఘ్ర సేవ మరియు అద్భుతమైన , సాధారణ భోజనం వెంటనే చేశారు.","అది స్నేహపుర్వకం కాని సిబ్బంది, చెత్త సేవ మరియు సాధారణ భోజనం ."
369,మంచి ధరలు మరియు అక్కడ వున్న అందరు సహచరులు వినియోగదారుని స్నేహపూర్వకమ్ మరియు సహాయకరులు.,మంచి ధరలు మరియు అక్కడ వున్న అందరు సహచరులు స్నేహపూర్వకం కాని వారు మరియు పనికిరానివారు.
370,నెను పైన సండే వున్న నా అభిమన చక్కెర గిన్నెను తిన్నాను.,నెను పైన సండే వున్న నా అభిమన చక్కెర గిన్నెను కలిగివుండలేదు..
371,"మంచి ధర,ఎంపిక","చెత్త ధర,ఎంపిక"
372,"చాలా మంచి ఆహారం, సేవ","చాలా చెత్త ఆహారం, సేవ"
373,మెట్రో ప్రాంతంలో ఇది ఉత్తమ నూలు దుకాణం.,మెట్రో ప్రాంతంలో ఇది అధ్వాన్నమైన నూలు దుకాణం.
374,"మంచి భోజన ప్రత్యేకతలు, అద్భుతమైన సిబ్బంది.","వ్యర్థమైన భోజన ప్రత్యేకతలు, వ్యర్థమైన సిబ్బంది."
375,ప్రతి చివరి బైట్ ను ఆస్వాదించాను.,ప్రతి బైట్ కు బాధపడ్దాను..
376,ఏమి ఆర్డర్ చేశాము అనెది విషయం కాకుండా ఆహరం ఎల్లప్పుడు అద్భుతమే.,ఏమి ఆర్డర్ చేశాము అనెది విషయం కాకుండా ఆహరం ఎల్లప్పుడు బీభత్సమే..
377,వారు చాలా స్నేహపుర్వకం మరియు సరసమైన ధర.,వారు చాలా కఠినం మరియు అధిక ధర.
378,"భాగాలు మరియు ఉపకరణాల మంచి ఎంపిక , సరసమైనధర","భాగాలు మరియు ఉపకరణాల భయానక ఎంపిక ,చాలా ఎక్కువ ఖరీదు."
379,ఇక్కడి ఆహారం బాగుంది మరియు ప్రామాణికం.,ఇక్కడి ఆహారం బాలేదు మరియు చాలా ఆడంబరమైనది.
380,"మంచి ఆహరం, తక్కువ ధర, ప్రామణికమైన మెక్సికన్ కాంటినా ప్రకంపన","భయంకరమైన ఆహరం, చెత్త ధరలు మరియు నకిలీ మెక్సికన్ కాంటినా ప్రకంపన"
381,"ఈ స్థలం ఘనమైన, రుచికరమైన పార్సెల్ ను అందిస్తుంది.",ఈ స్థలం అలా అలా వుండే ఆహారాన్ని పార్సెల్ కోసం అందిస్తుంది.
382,"ఇది సంపూర్ణంగా ఒక కొత్త అనుభవం , కొత్త రుచులు , నువ్వు వెళ్ళిన ప్రతీసారి .","ఇది అదే పాత అనుభవం , మూస రుచులు , నువ్వు వెళ్ళిన ప్రతీసారి ."
383,నేను మరియు కుటుంబం/ మిత్రులు సంవత్సరాల తరబడి వారి యొద్దకు వెళుతున్నాము.,నేను మరియు కుటుంబం/ మిత్రులు సంవత్సరాల తరబడి వారి యొద్దకు వెళడాన్ని ఆపాము..
384,నా చివరి దర్శనమప్పటి నుండి వారు మెనూలో కొంచెం కొత్త అంశాలు జతచేశారు.,చాలా రోజులుగా ఏ కొత్త పదార్థాలు జతచేయలేదు.
385,వారు దాన్ని మీ కోసం బయటికి తీసుకొస్తారు మరియు చాల సహాయకరిగా వుంటాయి.,వారు దాన్ని మీ కోసం బయటికి తీసుకొనిరారు మరియు చాల సహాయకరిగా వుండరు.
386,బహుళ టి.వి లు మరియు ప్రత్యక్ష సముహంతో ఆటల కోసం వెల్లడానికి మంచి స్థలం.,బహుళ టి.వి లు మరియు ప్రత్యక్ష సముహంతో ఆటల కోసం వెల్లడానికి మంచి స్థలం కాదు.
387,నా అన్ని దుస్తులు మెరిసే స్థితిలోనే వెనక్కిచ్చాను.,నా అన్ని దుస్తులు బాలేని స్థితిలోనే వెనక్కిచ్చాను.
388,నెను తిన్న వేల్ వంటకాలలో ఉత్తమమైన ఒక దాన్ని తిన్నాను మరియు సర్సమైన ధర.,నెను తిన్న వేల్ వంటకాలలో అధ్వాన్నమైన ఒక దాన్ని తిన్నాను మరియు అసమంజసమైన ధర.
389,"ఆహరం బాగుంది స్టీక్ బైట్, హుమ్ముస్ పళ్ళెం తప్పనిసరి.","ఆహరం బాగలేదు స్టీక్ బైట్, హుమ్ముస్ పళ్ళెం ఎగ్గొట్టండి."
390,"పిజ్జా విష్యానికొస్తే, ఇది నేను తిన్న వాటిల్లో అత్యుత్తమమైనది.","పిజ్జా విష్యానికొస్తే, ఇది నేను తిన్న వాటిల్లో చెత్తది."
391,నిజంగా మంచి సేవ మరియు ఆహరం.,నిజంగా తగని సేవ మరియు ఆహరం.
392,వాళ్ళ శాండ్విచ్లు చాలా రుచికరంగా ఉన్నాయి.,వాళ్ళ శాండ్విచ్లు అధ్వాన్నంగా ఉన్నాయి.
393,"ఎప్పుడూ, వినోదభరితంగా స్నేహపూర్వక వాతావరణం","ఎప్పుడూ, విసుగు మరియు స్నేహరహిత వాతావరణం"
394,ఈ స్థలానికి నేను ఒక నిత్య వినియోగదారుడిని,ఈ స్థలానికి నేను ఒక బలవంతపు నిత్యం వచ్చే వినియోగదారుడిని
395,"ఇది చాలా రుచికరంగా ఉంది, నేనెప్పుడూ ఇలాంటిది తినలేదు.","ఇది చాలా భయంకరంగా ఉంది, నేనెప్పుడూ ఇలాంటిది తినలేదు."
396,ఖచ్చితంగా ఏదోఒకటి నేను మళ్ళీ తీసుకుంటాను.,మళ్ళీ నేనేమీ తీసుకోను.
397,కాలిఫోర్నియా బుర్రిటొ కూడా గొప్ప బుర్రిటో,కాలిఫోర్నియా బుర్రిటొ కూడా చెడ్ద బుర్రిటో
398,ఈ రోజు సహాయం చేసిన ఆమె చాలా స్నేహభావి మరియు తెలివైనది.,ఈ రోజు సహాయం చేసిన ఆమె చాలా స్నేహరహితం మరియు కొత్తమొహం.
399,"సేవ గొప్పగా ఉంది, ఆహారం రుచికరం, విలువ లోపం లేనిది.","సేవ పేలవంగా ఉంది, ఆహారం ఖరీదైంది, విలువైనది కాదు."
400,మెనూ మరియు పానీయాలను మెచ్చాను.,మెనూ మరియు పానీయాలను అసహ్యించుకున్నాను.
401,"పెయ్ వెయ్ చాలా మంచి సరసమైన ధరలను, శీఘ్ర సేవ మరియు అద్భుతమైన బహిరంగ భోజనఏర్పాటు కలిగిఉంది. ","పెయ్ వెయ్ చాలా అన్యాయమైన ధరలను, మందకొండి సేవ మరియు భయంకరమైన బహిరంగ భోజనఏర్పాటు కలిగిఉంది. "
402,అది చాలా మంచి అనుభవం.,అది ఒక భయంకరమైన అనుభవం.
403,అతని హాస్యం నిత్యం సందర్శించే వినోదాన్నిస్తుంది.,అతని హాస్యం నిత్య సందర్శనని పేలవంగా చేస్తుంది..
404,ఈ స్థలాన్ని ఇష్టపడి మళ్ళీ వస్తూనే ఉంటాను.,"ఈ స్థలం ఇష్టంలేదు, మళ్ళీ వెనక్కి రాము."
405,మేము తక్షణమే కూర్చొన్నాం మరియు సిబ్బంది అందరు మరీ స్నేహంగా మరియు సంతోషంగా ఉన్నారు.,మేము తక్షణమే కూర్చొన్నాం మరియు సిబ్బంది అందరు మరీ కఠినంగా మరియు దిగులుగా ఉన్నారు.
406,మేము ఖచ్చితంగా వెనక్కు వెళ్ళి స్నేహితులకు సిఫార్సు చేస్తాము.,వెనక్కు వెళ్ళ కండి మరియు స్నేహితులకు సిఫార్సు చేయకండి..
407,వారి చిన్న కాల్జోన్ నిజంగా బ్రహ్మాండంగ వుంది.,వారి చిన్న కాల్జోన్ నిజంగా మరుగుజ్జుగా వుంది.
408,భోజనం కూడా చాలా బాగుంది.,ఆహారం రుచి పర్వాలేదు.
409,మార్గరిటాలు కూడా రుచికరంగా రుచించాయి మరియు ఐస్ క్రీంతో చుర్రోలు కూడా అద్భుతం.,మార్గరిటాలు రుచిలేవు మరియు ఐస్ క్రీంతో చుర్రోలు కూడా చప్పగా వున్నయి..
410,నేను అహి ట్యూనాను ఎక్కువగా సిఫార్సు చేస్తాను.,నేను అహి ట్యూనాను ఎక్కువగా సిఫార్సు చేయను.
411,"ఆమె చాలా ఓర్పుకలది, దయగలది మరియు అర్థంచేసుకునేది. ","ఆమె చాలా అసహనం, కఠినం మరియు అప్రియం గా వుంది. "
412,"హెక్, పిజ్జ కూడా మర్యదగా వుంది.","హెక్, పిజ్జ కూడా దరిద్రంగా వుంది."
413,"పరిపూర్ణంగా వండబడింది, రుచికరం.","ఎక్కువ ఉడికించబడి, చప్పిడిగా వుంది."
414,సిబ్బంది చాలా స్నేహపూరితం మరియు అనుకూలం.,సిబ్బంది చాలా నీచం మరియు అప్రియం.
415,ఇక్కడి సూషి గొప్పగుంది నేను దోసకాయ సలాద్ ను ఇష్టపడ్డాను. ,ఇక్కడి సూషి చెత్తగుంది మరియు నేను దోసకాయ సలాడ్ ను ఇష్టపడలేదు.
416,మీరు రూపాంతరం చెంది బయటికి వెళ్లాలని చూస్తుంటే ఇదే మీ స్థలం.,ఆమె నా చర్మంతో అననుకూలం గా కూడా కనిపించే ఒక చెడ్డ రంగును ఎన్నుకుంది.
417,ఆమె నా చర్మంతో నమ్మశక్యంకానిది గా కూడా కనిపించే ఒక మంచి రంగును ఎన్నుకుంది. ,ఆమె నా చర్మంతో అననుకూలం గా కూడా కనిపించే ఒక చెడ్డ రంగును ఎన్నుకుంది.
418,క్రీడలు చూడటానికి ఇది చాలా మంచి ప్రాంతం.,క్రీడలు చూడటానికి ఇది ఒక భయంకర ప్రాంతం.
419,"ఈ చిన్న పిజ్జా, సలాడ్ మరియు తూర్పు షాండ్లియర్ లోని పాస్త స్థలం బాగున్నాయి.","ఈ ఊహించలేని పిజ్జా, సలాడ్ మరియు తూర్పు షాండ్లియర్ లోని పాస్త స్థలం బీభత్సం"
420,దాని వెనుక సందులోని కళకూడా బాగుంది.,దాని వెనుక సందులోని కళకూడా బాగలేదు
421,కాని ఒక టస్కన్ స్థానికుడిగా ఈ స్థలం నా రుచిమొగ్గల ద్వారా స్వదేశభ్రాంతి తీసుకొచ్చింది.,కాని ఒక టస్కన్ స్థానికుడిగా ఈ స్థలం నా రుచిమొగ్గల ద్వారా అవమానం తీసుకొచ్చింది.
422,నేను తిన్న ఉత్తమ చికెన్ పర్మెసన్,నేను తిన్న చెత్త చికెన్ పర్మెసన్
423,అక్కడ వినియోగదారుని సేవ చాలా బాగుంది.,ఇక్కడ వినియోగదారుని సేవ నాసిరకం
424,"టి,విలో లో ఆట చూడటానికి మరియు జనాలను కలుసుకోవటానికి సరదా స్థలం.","టి,విలో లో ఆట చూడటానికి మరియు జనాలను కలుసుకోవటానికి గందరగోళ స్థలం."
425,మరింత పసందైన ప్రామాణిక మైన చైనీస్ వంటకం.,మరింత భయంకరమైన అప్రామాణిక మైన చైనీస్ వంటకం.
426,చిప్స్ మరియు గౌకమోల్ బాగున్నాయి.,"చిప్స్ మరియు గౌకమోల్ అంత బాగాలేవు,."
427,నిజానికి మీరు బయట కూర్చున్నపుడు ఈ స్థలం అద్భుతం.,నిజానికి మీరు బయట కూర్చున్న కూడా ఈ స్థలం బాగాలేదు..
428,ఒక కఠిన రోజు తర్వత కొన్ని బీర్లు వెనక్కి వేసుకోవడానికి ఒక మంచి చిన్న ప్రదేశం,ఒక కఠిన రోజు తర్వత కొన్ని బీర్లు వెనక్కి వేసుకోవడానికి ఒక మంచి ప్రదేశం కాదు.
429,నేను ఖచ్చితంగా ఈ ప్రాంతాన్ని ఇతరులకు సిఫార్సు చేస్తాను.,నేను ఖచ్చితంగా ఈ ప్రాంతాన్ని ఇతరులకు సిఫార్సు చేయను.
430,"సరే, ఆహారం బాగుంది. దాని ధర కూడా మెరుగ్గావుంది.",ఆహారం బాగలేదు. దాని ధర కూడా అధ్వాన్నం
431,నేను వేల్ కెరొలిన యొక్క వెయిటర్ సిఫర్సు తీసుకున్నాను మరియు అది బాగుంది.,నేను వేల్ కెరొలిన యొక్క వెయిటర్ సిఫర్సు తీసుకున్నాను మరియు అది వ్యర్థమైనది.
432,మంచి ఒప్పొందాలు మరియు చాల స్నేహపూర్వక సిబ్బంది.,చాలా చెడ్డ ఒప్పొందాలు మరియు చాల స్నేహపూర్వకంకాని సిబ్బంది.
433,వారి లసగ్న ప్రయత్నించాను నేను తిన్న వాటిలో ఉత్తమం.,వారి లసగ్న ప్రయత్నించాను నేను తిన్న వాటిలో అధ్వాన్నం..
434,ఈ ప్రదేశం ఆహ్లాదకరంగా మరియు సరదాగ వుంది,ఈ ప్రదేశం ఆహ్లాదకరంగా మరియు సరదాగ లేదు.
435,ప్రతీ సీటు మంచి సీటు అని చూపే అసాధరణ ప్రదేశం,ప్రతీ సీటు మంచి సీటు అని చూపే భయంకర ప్రదేశం
436,ఆమె ఖచ్చితంగా అసాధరణం మరియు ఆమె ఏమ్ చేసిందో నేను ఇష్టపడ్దాను.,ఆమె ఖచ్చితంగా అసహయమైనది మరియు ఆమె ఏమ్ చేసిందో దాన్ని అసహ్యించుకున్నాను.
437,ఇక్కడ సంతోషకరమైన గంట గుంపు సందర్భాన్ని బట్టి సరదగా వుంటుంది.,ఇక్కడ సంతోషకరమైన గంట గుంపు సరదగా వుండదు..
438,చాల రద్దీగ వుంది కనీ చాలా మంచి సేవ.,చాల రద్దీగ వుంది కనీ చాలా చెత్త సేవ.
439,ఉత్తమ బయటికి తీసుకెళ్లె లేదా లోపల తినె సూషి.,అధ్వాన్నమైన బయటికి తీసుకెళ్లె లేదా లోపల తినె సూషి.
440,ప్రతీసారి మొదటి నుండి చివరి వరకు నేను గొప్ప అనుభవం పొందాను,ప్రతీసారి మొదటి నుండి చివరి వరకు నేను చెత్త అనుభవం పొందాను
441,"అతడు చాలా కూలంకషంగ వున్నాడు మరియు నిజాయితీగ అతని వినియోగదారులని పట్టించుకుంటున్నాడు,...","అతడు చాలా నిర్లక్షంగా వున్నాడు మరియు అతని వినియోగదారులని పట్టించుకోడు,..."
442,"అతడు అద్భుతమైన ధరలను కలిగివున్నాడ్, మిరు ఎలా వెళ్ళకుండా వుంటారు?","అతడు అద్భుతమైన ధరలను కలిగివున్నాడు, మీ రు ఎలా వెళతారు?"
443,సిబ్బంది చాలా స్నెహపూర్వకంగ వున్నారు మరియు బాల్ మీద.,సిబ్బంది భయంకరం మరియు నిదానం
444,బీరుతో బాగా కడగబడే ఆ సంత్రుప్తికర జిడ్దు వాసన అందరూ కలిగివున్నారు,బీరుతో కడిగిన పోని ఆ జిడ్దు వాసన అందరూ కలిగివున్నారు
445,నేను లోపలికి నడిచాను మరియు తక్శణమే సహాయం పొందాను.,నేను లోపలికి నడిచాను మరియు చాలాసేపు ఎవరూ రాలేదు.
