ID,POSITIVE,NEGATIVE
360,رش کے وقت کچن دیکھنے کا مزہ آتا ہے۔,رش کے وقت باورچی خانے کو دیکھنا مزہ نہیں آتا۔
361,جگہ صاف اور اچھی طرح سے رکھی گئی تھی، مشروبات کی قیمت مناسب تھی۔,جگہ گندی تھی اور مشروبات مہنگے اور پانی پلائے گئے تھے۔
362,ملازمین ہمیشہ مجھے اور میرے کتے کو یاد کرتے ہیں، جو بہت اچھا ہے۔,ملازمین مجھے یا میرے کتے کو کبھی یاد نہیں رکھتے، جو بہت مایوس کن ہے۔
363,ہم ایک خاندان کے طور پر آنا پسند کرتے ہیں۔,ہمیں یہاں ایک خاندان کے طور پر آنے سے نفرت ہے۔
364,انہیں میرا اپارٹمنٹ بھی مل گیا جسے تلاش کرنا بہت مشکل ہے۔,وہ میرا اپارٹمنٹ نہیں ڈھونڈ سکے جو تلاش کرنا بہت آسان ہے۔
365,بہت مددگار، مہمان نواز، علم، اور معلوماتی.,بہت غیر مددگار، غیر مہمان، بے خبر، اور گونگا.
366,یہ اسکاٹس ڈیل کے ایک بڑے حصے میں واقع ہے اور واقعی میں مناسب تھا۔,یہ ایک کچی آبادی سکاٹسڈیل کے علاقے میں واقع ہے اور رہائش کے قابل نہیں ہے۔
367,لیکن یہ تلاش کرنے کے قابل ہے.,یہ دیکھنے کے قابل نہیں ہے۔
368,سپر دوستانہ عملہ، فوری سروس اور حیرت انگیز اور سادہ کھانا درست کیا!,اس میں غیر دوستانہ عملہ، خراب سروس اور معمولی کھانا ہے۔
369,زبردست قیمتیں اور وہاں کے ساتھی سب بہت ہی گاہک دوست اور مددگار ہیں!,زبردست قیمتیں اور وہاں کے ساتھی سب بہت غیر دوستانہ اور مددگار نہیں ہیں!
370,اور میرے پاس چینی کا پیالہ پسندیدہ تھا، ٹاپ ہیٹ سنڈی!,اور میں اپنا شوگر کا پیالہ پسندیدہ نہیں رکھ سکتا، ٹاپ ہیٹ سنڈی!
371,عظیم قیمت، عظیم انتخاب.,خراب قیمتیں، خراب انتخاب۔
372,بہت اچھا کھانا اور خدمت!,بہت برا کھانا اور سروس!
373,یہ میٹرو ایریا میں یارن کی بہترین دکان ہے۔,یہ میٹرو ایریا میں سوت کی بدترین دکان ہے۔
374,عظیم دوپہر کے کھانے کے خصوصی اور زبردست عملہ۔,خوفناک دوپہر کے کھانے کے خصوصی اور خوفناک عملہ۔
375,اور ہر آخری کاٹنے کا لطف اٹھایا.,اور ہر کاٹنے کا سامنا کیا ہے
376,کھانا ہمیشہ حیرت انگیز ہوتا ہے اس سے کوئی فرق نہیں پڑتا ہے کہ میں کیا آرڈر کرتا ہوں۔,کھانا ہمیشہ خوفناک ہوتا ہے چاہے میں جو بھی آرڈر کروں۔
377,وہ انتہائی دوستانہ اور مناسب قیمت کے تھے۔,وہ بہت بدتمیز تھے، اور زیادہ قیمت والے تھے۔
378,حصوں اور لوازمات اور مناسب قیمتوں کا اچھا انتخاب۔,حصوں اور لوازمات کا خوفناک انتخاب، اور بہت زیادہ قیمت۔
379,یہاں کا کھانا بہت اچھا اور بہت مستند ہے۔,یہاں کا کھانا بہت خراب ہے اور بہت دکھاوا ہے۔
380,زبردست کھانا، کم قیمتیں، اور ایک مستند میکسیکن کینٹینا وائب۔,خوفناک کھانا، خراب قیمتیں، اور ایک چھدم میکسیکن کینٹین وائب
381,یہ جگہ ٹھوس، مزیدار ٹیک آؤٹ پیش کرتی ہے۔,جگہ ٹیک آؤٹ کے لیے ٹھیک کھانا دیتی ہے۔
382,یہ ایک بالکل نیا تجربہ ہے اور جب بھی آپ جاتے ہیں نئے ذائقے ہوتے ہیں۔,ہر بار جب آپ جاتے ہیں تو یہ وہی باسی تجربہ اور کلچ ذائقہ ہے۔
383,میں اور خاندان / دوست سالوں سے ان کے پاس جا رہے ہیں!,میں اور خاندان/دوستوں نے برسوں پہلے ان کے پاس جانا چھوڑ دیا تھا!
384,انہوں نے میرے آخری دورے کے بعد سے مینو میں کچھ نئے آئٹمز شامل کیے ہیں۔,طویل عرصے سے کوئی نئی اشیاء شامل نہیں کی گئی ہیں۔
385,وہ اسے آپ کے سامنے لاتے ہیں اور بہت مددگار ہیں۔,وہ اسے آپ کے سامنے نہیں لاتے اور مددگار نہیں ہوتے۔
386,ایک سے زیادہ ٹی وی اور متحرک ہجوم کے ساتھ گیمز کھیلنے کے لیے بہترین جگہ۔,سنگل ٹی وی اور بورنگ ہجوم کے ساتھ گیمز کھیلنے کے لیے بہترین جگہ نہیں ہے۔
387,میرے تمام کپڑے چمکتی ہوئی حالت میں واپس آ گئے ہیں!,میرے تمام کپڑے خوفناک حالت میں واپس آ گئے ہیں!
388,میں نے اب تک کی بہترین ویل ڈشز میں سے ایک اور مناسب قیمت۔,میں نے اب تک کی سب سے خراب ویل ڈشز میں سے ایک اور غیر معقول قیمتیں
389,کھانا اچھا تھا، سٹیک کے کاٹنے اور ہمس پلیٹ کو ضرور آزمائیں۔,کھانا بیکار تھا، سٹیک کے کاٹنے اور ہمس پلیٹ بالکل نہ کھائیں۔
390,جہاں تک پیزا کا تعلق ہے اس کا شمار میں نے اب تک کے بہترین کھایا ہے۔,جہاں تک پیزا کا تعلق ہے اس کا شمار میں نے اب تک کے بدترین کھایا ہے۔
391,واقعی اچھی سروس اور کھانا۔,واقعی خراب سروس اور کھانا۔
392,ان کے سینڈوچ واقعی مزیدار تھے۔,سینڈوچ غریب تھے.
393,ہمیشہ خوشگوار اور دوستانہ ماحول۔,ہمیشہ بورنگ اور غیر دوستانہ ماحول.
394,میں اس مقام پر باقاعدہ ڈرائیو تھرو گاہک ہوں۔,میں اس مقام پر ایک باقاعدہ ڈرائیو تھرو کسٹمر بننے پر مجبور ہوں۔
395,یہ بہت مزیدار تھا؛ میرے پاس اس جیسا کچھ نہیں تھا!,یہ بہت خوفناک تھا؛ میرے پاس اس جیسا کچھ نہیں تھا!
396,یقینی طور پر کچھ میرے پاس دوبارہ ہوگا!,ایسی چیز نہیں جو میرے پاس دوبارہ ہوگی۔
397,کیلیفورنیا بریٹو بھی ایک حیرت انگیز بوریٹو تھا۔,کیلیفورنیا کا بوریٹو بھی ایک بیکار بوریٹو تھا۔
398,آج جس عورت نے میری مدد کی وہ بہت دوستانہ اور جانکار تھی۔,آج جس عورت نے میری مدد کی وہ غیر دوستانہ اور بے خبر تھی۔
399,سروس بہت اچھی تھی، کھانا مزیدار تھا، اور قیمت بے عیب تھی۔,سروس ناقص تھی اور کھانا مہنگا تھا اور اس کے قابل نہیں تھا۔
400,مینو اور مشروبات پسند آئے۔,مینو اور مشروبات سے نفرت تھی۔
401,پے وے کی قیمتیں مناسب ، تیز سروس اور حیرت انگیز بیرونی نشستیں ہیں۔,پے وے کی قیمتیں زیادہ، سست سروس اور خراب آؤٹ ڈور بیٹھنے کی ہیں.
402,یہ ایک بہت اچھا تجربہ تھا!,یہ ایک خوفناک تجربہ تھا!
403,اس کا مزاح معمول کے دورے کو دل لگی بنا دیتا ہے۔,اس کا مزاح معمول کے دورے کو بور کر دیتا ہے۔
404,اس جگہ سے پیار کرتے ہیں اور واپس آتے رہیں گے۔,یہ جگہ پسند نہیں ہے اور واپس نہیں آؤں گی۔
405,ہم فوراً بیٹھ گئے اور عملے کا ہر رکن انتہائی دوستانہ اور خوش تھا۔,ہم کافی دیر کے بعد بیٹھے تھے اور عملے کا ہر رکن انتہائی بدتمیز اور بدمزاج تھا۔
406,یقینی طور پر واپس جائیں گے اور دوستوں کو سفارش کریں گے۔,واپس نہیں جائیں گے اور نہ ہی دوستوں کو تجویز کریں گے۔
407,ان کا چھوٹا کالزون واقعی بہت بڑا ہے!,ان کا چھوٹا کالزون واقعی ایک بونا ہے!
408,کھانا بھی بہت اچھا ہے.,کھانے کا ذائقہ ٹھیک ہے۔
409,مارگریٹا بھی لذیذ چکھائی گئی اور آئس کریم کے ساتھ چورس بھی شاندار تھے۔,مارگریٹا کا ذائقہ چکھا اور آئس کریم بلینڈ کے ساتھ چورس۔
410,میں آہی ٹونا کی انتہائی سفارش کرتا ہوں۔,میں آہی ٹونا کی سفارش نہیں کرتا ہوں۔
411,وہ بہت صبر، مہربان اور سمجھنے والی تھی۔,وہ بہت بے صبری، بدتمیز اور ناپسندیدہ تھی۔
412,ہیک، یہاں تک کہ پیزا بھی مہذب ہے۔,ہیک، یہاں تک کہ پیزا بھی خوفناک ہے۔
413,کمال تک پکایا اور بہت ذائقہ دار۔,زیادہ پکا ہوا اور نرم
414,عملہ بہت دوستانہ اور ملنسار تھا۔,عملہ بہت بدتمیز تھا اور خوش آمدید نہیں تھا۔
415,یہاں کی سشی بہت اچھی ہے اور مجھے ککڑی کا سلاد پسند ہے۔,یہاں کی سشی خراب ہے اور مجھے ککڑی کے سلاد سے نفرت ہے۔
416,اگر آپ تبدیل ہو کر باہر نکلنا چاہتے ہیں تو یہ آپ کی جگہ ہے!,اگر آپ تبدیل ہو کر باہر نکلنا چاہتے ہیں تو اس جگہ سے گریز کریں!
417,اس نے ایک عمدہ رنگ کا انتخاب کیا جو میری جلد کے ساتھ بھی ناقابل یقین لگتا ہے۔,اس نے ایک برا رنگ منتخب کیا جو میری جلد کے ساتھ بھی ناخوشگوار لگتا ہے۔
418,کھیلوں کو دیکھنے کے لئے ایک بہترین جگہ!,کھیلوں کو دیکھنے کے لئے ایک خوفناک جگہ!
419,ایسٹ چانڈلر میں یہ پیارا چھوٹا پیزا، سلاد اور پاستا کی جگہ بہت اچھی ہے۔,ایسٹ چانڈلر میں یہ غیر متاثر کن پیزا، سلاد اور پاستا کی جگہ خوفناک ہے۔
420,اس کے پیچھے گلی میں آرٹ بھی اچھا ہے!,پیچھے گلی میں آرٹ بالکل ٹھنڈا نہیں ہے!
421,لیکن ایک ٹکسن مقامی ہونے کے ناطے اس جگہ نے میرے ذائقہ کے ذریعے پرانی یادوں کو جنم دیا۔,لیکن ایک ٹکسن مقامی ہونے کے ناطے اس جگہ نے میرے ذائقہ کو شرمندہ کیا۔
422,میرے پاس اب تک کا بہترین چکن پرمیسن ہے۔,میرے پاس اب تک کا سب سے برا چکن پرمیسن ہے۔
423,وہاں کسٹمر سروس بہت اچھی تھی۔,وہاں کسٹمر سروس ناقص تھی۔
424,ٹی وی پر گیم دیکھنے اور لوگوں سے ملنے کے لیے تفریحی مقام۔,ٹی وی پر گیم دیکھنے کے لیے اونچی آواز میں جگہ اور لوگوں کو پکڑنے کی کوشش کریں۔
425,سب سے مزیدار مستند چینی کھانا!,سب سے خوفناک غیر مستند چینی کھانا!
426,چپس اور گواکامول بھی بہترین تھے!,چپس اور گواکامول اتنے اچھے نہیں تھے۔
427,یہ جگہ حیرت انگیز ہے جب آپ واقعی باہر بیٹھ سکتے ہیں۔,جگہ اب بھی اچھی نہیں ہے، یہاں تک کہ جب آپ باہر بیٹھ سکتے ہیں۔
428,ایک مشکل دن کے بعد کچھ بیئر واپس پھینکنے کے لیے ایک چھوٹی سی جگہ۔,مشکل دن کے بعد کچھ بیئر واپس پھینکنے کے لیے یہ اچھی جگہ نہیں ہے۔
429,میں یقینی طور پر دوسروں کو اس جگہ کی سفارش کرتا ہوں!,میں یقینی طور پر دوسروں کو اس جگہ کی سفارش نہیں کرتا ہوں۔
430,اچھا کھانا بہت اچھا تھا اور اس کی قیمت بھی بہتر تھی۔,کھانا اچھا نہیں تھا، اور قیمت اس سے بھی بدتر تھی۔
431,میں نے ویٹر کی ویل کیرولینا کی سفارش لی اور یہ بہت اچھا تھا!,میں نے ویٹر کی ویل کیرولینا کی سفارش لی اور یہ خوفناک تھا!
432,سپر اچھے سودے اور بہت دوستانہ عملہ۔,انتہائی خراب سودے اور بہت غیر دوستانہ عملہ۔
433,میں نے لاسگنا کھایا اور یہ میں نے اب تک کا سب سے اچھا کھایا تھا۔,میں نے لاسگنا کھایا اور یہ میں نے اب تک کی سب سے بری چیز کھائی ہے۔
434,یہ جگہ پرکشش اور تفریحی ہے۔,یہ جگہ تیز یا تفریحی نہیں ہے۔
435,شو دیکھنے کے لیے بہترین جگہ کیونکہ ہر سیٹ ایک بہترین سیٹ ہے!,شو دیکھنے کے لئے خوفناک جگہ کیونکہ ہر سیٹ ایک خوفناک نشست ہے!
436,وہ بالکل لاجواب تھی اور مجھے پسند ہے کہ اس نے کیا کیا!,وہ بالکل خوفناک تھی اور مجھے اس سے نفرت ہے جو اس نے کیا!
437,یہاں خوشی کے وقت کا ہجوم اس موقع پر تفریحی ہوسکتا ہے۔,یہاں خوشی کے وقت کا ہجوم کبھی مزہ نہیں آتا۔
438,بہت مصروف لیکن بہت اچھی سروس۔,بہت مصروف اور بہت بری سروس۔
439,سب سے بہتر باہر لے جاؤ یا سشی میں کھاؤ!,سب سے برا باہر لے جاؤ یا سشی میں کھاؤ!
440,میں نے شروع سے آخر تک ہر بار بہت اچھا تجربہ کیا ہے۔,مجھے شروع سے آخر تک ہر بار برا تجربہ ہوا ہے۔
441,وہ بہت مکمل ہے اور حقیقی طور پر اپنے صارفین کا خیال رکھتا ہے۔,وہ بہت لاپرواہ ہے اور اسے اپنے گاہکوں کی پرواہ نہیں ہے۔
442,اس کے علاوہ اس کی حیرت انگیز قیمتیں ہیں، آپ کیسے نہیں جا سکتے؟,اس کے علاوہ اس کے پاس زبردست قیمتیں ہیں، آپ کیسے جا سکتے ہیں؟
443,عملہ بہت دوستانہ اور گیند پر ہے۔,عملہ خوفناک اور سست تھا۔
444,سب میں چکنائی کا وہ اطمینان بخش ذائقہ تھا جو بیئر کے ساتھ اچھی طرح دھویا جاتا تھا۔,سب میں وہ بیمار چکنائی کا ذائقہ تھا جو بیئر سے بھی دھویا نہیں جا سکتا تھا۔
445,میں واک میں تھا اور مجھے فوراً مدد ملی!,میں چہل قدمی کر رہا تھا اور کافی دیر تک لاپرواہ رہا!
446,اگر آپ بار میں بیٹھتے ہیں تو ان کے پاس شہر کا بہترین بارٹینڈر ہوتا ہے۔,اگر آپ بار میں بیٹھتے ہیں تو ان کے پاس شہر میں بدترین بارٹینڈر ہوتا ہے۔
447,میں اس دکان کی انتہائی سفارش کرتا ہوں۔,میں اس دکان کی تجویز نہیں کروں گا۔
448,ان کا عملہ باشعور اور معلوماتی ہے۔,عملہ گونگا اور بے خبر ہے۔
449,یہ ایک ٹھنڈی جگہ ہے، جس میں دیکھنے اور آزمانے کے لیے بہت کچھ ہے۔,یہ کوئی ٹھنڈی جگہ نہیں ہے، جس میں دیکھنے یا آزمانے کے لیے کچھ بھی نہیں ہے۔
450,وہ انتہائی دوستانہ، بہت مددگار، اور حیرت انگیز طور پر تیز ہیں!,وہ دوستانہ نہیں، مددگار نہیں، اور حیرت انگیز طور پر سست ہیں!
451,میں نے اپنی کار کی تفصیل یہاں حاصل کی اور یہ حیرت انگیز لگ رہی تھی!,میں نے اپنی کار کی تفصیل یہاں حاصل کی اور یہ بری لگ رہی تھی!
452,ڈاکٹر ہال بہت مہربان اور نرم ہے.,ڈاکٹر ہال نہ تو مہربان تھا اور نہ ہی شریف۔
453,مجھے اسے باکس اپ کرنا پڑا یہاں تک کہ اتنا بڑا حصہ۔,مجھے آدھا بھرا چھوڑنا پڑا، اتنا چھوٹا حصہ۔
454,کھانا سب اچھا لگ رہا تھا.,کھانا ٹھیک لگ رہا تھا
455,یہاں کا مینیو کامل ہے۔,مینیو خراب طریقے سے کیا گیا تھا.
456,کرسپی آم مچھلی بہت لذیذ تھی۔,کرسپی آم مچھلی بہت ناگوار تھی۔
457,اب کھانا، مشروبات اور میٹھے حیرت انگیز ہیں۔,اب کھانا، مشروبات اور میٹھے خوفناک ہیں۔
458,کارنے اسڈا برریٹو بہت اچھا ہے!,کارنے اسڈا برریٹو خوفناک ہے!
459,یہ بہترین تاریخ کی رات ہے.,یہ تاریخ کی بدترین رات ہے۔
460,کھیلنے کے لیے کھیلوں کا اچھا انتخاب۔,کھیلنے کے لیے کھیلوں کا خوفناک انتخاب۔
461,انکوائری آرٹچیکس شاندار ہیں!,آرٹچیکس خوفناک اور کم پکے ہوئے تھے۔
462,ایڈوڈا گرم ہے لیکن حیرت انگیز ہے اور چاکلیٹ بریڈ پڈنگ حیرت انگیز ہے۔,ایڈوڈا کا ذائقہ کڑوا تھا، اور چاکلیٹ پڈنگ کا ذائقہ پرانا تھا۔
463,اپنے دن سے لطف اندوز ہونے اور آرام کرنے کا تفریحی اور سستا طریقہ۔,اپنا دن ضائع کرنے کا بورنگ اور مہنگا طریقہ۔
464,میں نے اسے پسند کیا اور یقینی طور پر واپس آؤں گا!,بہت برا تجربہ ہے میں واپس نہیں آؤں گا۔
465,بار میں زبردست خدمت کہ ہم یہاں پورا وقت رہے۔,بار میں گڑبڑ کر دی گئی سروس جس میں ہم نے اگلے دروازے پر ریزرویشن کرائے تھے۔
466,بہت دوستانہ عملہ اور مینیجر۔,بہت غیر دوستانہ عملہ اور مینیجر۔
467,میرے کٹ اور رنگ سے پیار کریں اور بابا حیرت انگیز ہے!,میرے کٹ اور رنگ سے نفرت ہے اور بابا خوفناک ہے!
468,عمروں اور نسلوں کا وسیع میدان۔,عمروں اور نسلوں کا تنگ سپیکٹرم۔
469,ایک دھماکہ ہوا اور ان کے ریستوراں میں کھانا بہترین تھا!,ایک برا وقت تھا اور ان کے ریستوراں میں کھانا خوفناک تھا!
470,بغیر کسی قیمت کے - عظیم خدمت!,اضافی قیمت پر - خوفناک سروس!
471,ان کے اسٹیک اور سالسا بوریٹو بہت اچھے تھے اور واقعی بہت بڑے بھی تھے۔,ان کا سٹیک اور سالسا بوریٹو بہت پکا ہوا تھا اور واقعی چھوٹا بھی تھا۔
472,چکن کے ساتھ بلیو کارن ٹیکو بہترین تھے۔,چکن کے ساتھ بلیو کارن ٹیکو ٹھیک سے نہیں پکا تھا۔
473,کھانے کے لئے کافی اور حیرت انگیز ذائقہ.,زیادہ حصہ نہیں اور ذائقہ نہیں تھا۔
474,میں یقینی طور پر گرجتے ہوئے کانٹے پر واپس آؤں گا!,میں یقینی طور پر گرجتے ہوئے کانٹے پر کبھی واپس نہیں آؤں گا!
475,یہ سارا دن آپ کے ساتھ رہے گا۔,باہر نکلتے ہی آپ اس جگہ کو بھول جائیں گے۔
476,ہممس بہت کریمی اور لذیذ ہے۔,ہمس بہت خشک اور بے ذائقہ ہے۔
477,ایک رومانٹک ڈنر کے لیے اچھی جگہ!,ایک رومانٹک رات کے کھانے کے لئے خوفناک جگہ!
478,مالک ہمیں جانتا ہے اور ہمارے ساتھ بہت اچھا سلوک کرتا ہے!,ایسا لگتا ہے کہ مالک ہمیں یاد نہیں کرتا اور ہمارے ساتھ بہت برا سلوک کرتا ہے!
479,مجھے بہت خوشی ہے کہ ہم ایریزونا چلے جائیں گے۔,مجھے بہت خوشی ہے کہ ہم ایریزونا چلے جائیں گے۔
480,گرین چلی میک اور پنیر ناقابل یقین تھا!,گرین چلی میک اور پنیر خوفناک تھا!
481,میں امپیکٹ آٹو باڈی کی انتہائی سفارش کرتا ہوں۔,میں آپ کو بہت زیادہ مشورہ دیتا ہوں کہ آپ آٹو باڈی کو متاثر نہ کریں۔
482,عظیم معیار، عظیم سروس.,خوفناک معیار، خوفناک سروس.
483,اور میں ہر بار گائرو سینڈوچ حاصل کرتا ہوں اور یہ بہترین ہے۔,اور مجھے ہر بار گائرو سینڈوچ ملتا ہے اور یہ سب سے برا ہوتا ہے۔
484,میں اس بیکری کی انتہائی سفارش کرتا ہوں!,میں اس بیکری کو استعمال نہ کرنے کی سفارش کرتا ہوں!
485,ان کے کھانے اور ان کے شوق سے محبت کرتے ہیں.,ان کے کھانے اور ان کی بے رحمی سے نفرت کرتے ہیں۔
486,میں اس سیلون اور حیرت انگیز طور پر باصلاحیت اسٹائلسٹ، فرشتہ کی انتہائی سفارش کرتا ہوں۔,میں اس سیلون کی سفارش نہیں کرتا کیونکہ اسٹائلسٹ کے پاس کوئی ہنر نہیں تھا، جہنمی۔
487,ان کے پاس سشی سے محبت کرنے والوں کے لئے بہت سارے انتخاب ہیں!,ان کے پاس سشی سے محبت کرنے والوں کے لیے بہت سے انتخاب نہیں ہیں۔
488,مناسب قیمت، نیچے لائن کی ضمانت.,قیمت مناسب نہیں ہے، نیچے لائن کی ضمانت نہیں ہے۔
489,گھریلو ٹارٹیلس بہت اچھے ہیں!,گھریلو ٹارٹیلس بالکل بھی اچھے نہیں ہیں۔
490,قیمتیں بہترین اور قابل قدر تھیں۔,قیمتیں بہت اچھی نہیں تھیں، اور یہ اس کے قابل نہیں تھا۔
491,حیرت انگیز کھانا، عظیم سروس.,ناقص کھانا، سست سروس۔
492,یہ میرے پاس اب تک کا بہترین تھا!,شاید میں نے بدترین میں سے ایک ہے
493,یہ سکاٹسڈیل میں واحد جگہ ہے جہاں آرام دہ لباس قابل قبول ہے۔,یہ سکاٹسڈیل میں واحد جگہ ہے جہاں آرام دہ لباس قابل قبول نہیں ہے۔
494,مجھے یہ حقیقت بھی پسند ہے کہ ان کے پاس تازہ نچوڑا ہوا سنتری کا رس ہے۔,مجھے اس حقیقت سے بھی نفرت ہے کہ ان کے پاس تازہ نچوڑا ہوا سنتری کا رس نہیں ہے۔
495,آکٹپس سشیمی میرا پسندیدہ ہے!,آکٹوپس سشمی گیلی جرابوں کی طرح چکھ رہا تھا۔
496,یہ ایک شاندار مقام ہے، خاص طور پر ٹریسا ایم کی وجہ سے!,یہ ایک خوفناک مقام ہے، خاص طور پر ٹریسا ایم کی وجہ سے!
497,میں ان کی خدمت سے خوش تھا۔,میں ان کی خدمت سے خوش نہیں تھا۔
498,آپ کو قیمت پر بہت کچھ ملتا ہے اور کھانا تازہ اور لذیذ ہوتا ہے۔,آپ کو قیمت کے لئے بہت زیادہ نہیں ملتا ہے اور کھانا پرانا اور خراب تھا۔
499,وہ بہت تازہ اور سوادج ہیں.,وہ تازہ یا اچھے نہیں ہیں.
500,سلاد تازہ اور خستہ تھے۔,سلاد باسی اور مرجھا چکے تھے۔
