ID,POSITIVE,NEGATIVE
133,ਖਾਣ ਲਈ ਮੇਰੀ ਇਕ ਮਨਪਸੰਦ ਚੀਨੀ ਜਗ੍ਹਾ!,ਖਾਣ ਲਈ ਮੇਰੀ ਘੱਟੋ-ਘੱਟ ਮਨਪਸੰਦ ਚੀਨੀ ਜਗ੍ਹਾ!
134,ਨਦੀ ਦੇ ਬਾਅਦ ਵੀ ਹਮੇਸ਼ਾ ਚੰਗਾ।,ਨਦੀ ਦੇ ਬਾਅਦ ਵੀ ਹਮੇਸ਼ਾ ਬੁਰਾ।
135,"ਚੰਗਾ ਭੋਜਨ, ਪਲੇਟ ਕਾਫੀ ਲੰਬੇ ਸਮੇਂ ਤੱਕ ਚੱਲੀ।","ਬੇਕਾਰ ਭੋਜਨ, ਪਲੇਟ ਇਕ ਵਿਅਕਤੀ ਲਈ ਵੀ ਪੂਰੀ ਨਹੀਂ ਸੀ "
136,ਸੇਵਾ ਬਹੁਤ ਵਧੀਆ ਸੀ ਅਤੇ ਖੁਸ਼ੀ ਨਾਲ ਵਾਪਸ ਜਾਊਂਗੀ।,ਸੇਵਾ ਬੇਕਾਰ ਸੀ ਅਤੇ ਕਦੇ ਵਾਪਸ ਨਹੀਂ ਜਾਂਦੀ।
137,ਮੈਨੂੰ ਪੋਰਕ ਟੈਕੋਸ ਪਸੰਦ ਹੈ।,ਮੈਨੂੰ ਪੋਰਕ ਟੈਕੋਸ ਨਾਪਸੰਦ ਹੈ।
138,ਹਰ ਕੋਈ ਦੋਸਤਾਨਾ ਅਤੇ ਜਾਣਕਾਰ ਹੈ।,ਕੋਈ ਵੀ ਦੋਸਤਾਨਾ ਨਹੀਂ ਸੀ ਅਤੇ ਨਾ ਹੀ ਮਦਦਗਾਰ ਸੀ।
139,"ਕੁਝ ਵੀ ਨਹੀਂ, ਬਸ ਹਰੇਕ ਵਿਅਕਤੀ ਜਿਸਨੂੰ ਮੈਂ ਉਨ੍ਹਾਂ ਵੱਲ ਭੇਜਿਆ ਉਸਨੇ ਖੁਸ਼ੀ ਭਰੇ ਵਿਚਾਰ ਹੀ ਦਿੱਤੇ!","ਕੁਝ ਵੀ ਨਹੀਂ, ਬਸ ਹਰੇਕ ਵਿਅਕਤੀ ਜਿਸਨੂੰ ਮੈਂ ਉਨ੍ਹਾਂ ਵੱਲ ਭੇਜਿਆ ਉਸਨੇ ਸ਼ਿਕਾਇਤ ਭਰੇ ਸੁਝਾਅ ਹੀ ਦਿੱਤੇ!"
140,ਡੌਲੀ ਦਾ ਬਹੁਤ ਅਨੰਦ ਲਿਆ।,ਡੌਲੀ ਦਾ ਕੋਈ ਅਨੰਦ ਨਹੀਂ ਲਿਆ.
141,ਜੈਨੀਫਰ ਬਹੁਤ ਵਧੀਆ ਹੈ ਅਤੇ ਉਹ ਸਚਮੁੱਚ ਸਕਿਨ ਕੈਰ ਨੂੰ ਕਿਫਾਇਤੀ ਕਰ ਦਿੰਦੀ ਹੈ।,ਜੈਨੀਫਰ ਬੇਕਾਰ ਹੈ ਅਤੇ ਸਕਿਨ ਕੈਰ ਨੂੰ ਬਹੁਤ ਮਹਿੰਗਾ ਬਣਾਉਂਦੀ ਹੈ।
142,ਇਹ ਇੱਕ ਦੁਰਲੱਭ ਰਤਨ ਹੈ ਅਤੇ ਮੈਂ ਇਸ ਨੂੰ ਲੱਭ ਕੇ ਖੁਸ਼ ਹਾਂ ।,ਇਹ ਆਮ ਜਿਹਾ ਹੈ ਅਤੇ ਮੈਂ ਇਸ ਤੋਂ ਖੁਸ਼ ਨਹੀਂ ਹਾਂ।
143,ਇਹ ਬਹੁਤ ਵਧੀਆ ਚੰਗਾ ਪੀਜ਼ਾ ਹੈ!,ਇਹ ਇੱਕ ਬਹੁਤ ਹੀ ਮਾੜਾ ਪੀਜ਼ਾ ਹੈ!
144,ਹਰ ਚੀਜ ਜੋ ਅਸੀਂ ਕਦੇ ਉਸਦੇ ਆਰਡਰ ਕੀਤੇ ਹਨ ਉਹ ਸੁਆਦ ਰਹੇ ਹਨ।,ਹਰ ਚੀਜ ਜੋ ਅਸੀਂ ਕਦੇ ਉਸਦੇ ਆਰਡਰ ਕੀਤੇ ਹਨ ਉਹ ਬੇਕਾਰ ਰਹੇ ਹਨ।
145,ਇਹ ਵਾਦੀ ਵਿਚ ਸਭ ਤੋਂ ਪ੍ਰਮਾਣਿਕ ​​ਥਾਈ ਹੈ।,ਘਾਟੀ ਵਿਚ ਇਹ ਸਭ ਤੋਂ ਘੱਟ ਪ੍ਰਮਾਣਿਕ ​​ਥਾਈ ਹੈ।
146,ਵਧੀਆ ਸਟਾਫ ਅਤੇ ਸ਼ਾਨਦਾਰ ਭੋਜਨ।,ਮਾੜਾ ਸਟਾਫ ਅਤੇ ਸਵਾਦ ਰਹਿਤ ਭੋਜਨ
147,"ਮੋਲ ਸੌਸ ਪਸੰਦ ਹੈ, ਚਿਪਸ ਚੰਗੇ ਅਤੇ ਮੋਟੇ ਹਨ।","ਮੋਲ ਸੌਸ ਪਸੰਦ ਨਹੀਂ ਹੈ, ਚਿਪਸ ਮਾੜੇ ਅਤੇ ਪਤਲੇ ਹਨ. "
148,"ਇੱਥੇ ਜਾਓ, ਤੁਸੀਂ ਇਸ ਨੂੰ ਪਸੰਦ ਕਰੋਗੇ।","ਇੱਥੇ ਨਾ ਜਾਓ, ਤੁਸੀਂ ਇਸ ਨੂੰ ਪਸੰਦ ਨਹੀਂ ਕਰੋਗੇ।"
149,ਮੈਨੂੰ ਚਿਕਨ ਤੋਂ ਵੱਧ ਰਿਬਸ ਪਸੰਦ ਸਨ।,ਮੈਨੂੰ ਚਿਕਨ ਤੋਂ ਜ਼ਿਆਦਾ ਰਿਬਸ ਨਹੀਂ ਪਸੰਦ ਸਨ।
150,ਸਟਾਫ ਅਤੇ ਸਵਾਰੀ ਕਮਾਲ ਦੇ ਸਨ।,ਸਟਾਫ ਅਤੇ ਸਵਾਰੀ ਬੇਕਾਰ ਸਨ।
151,"ਇਸ ਤੋਂ ਇਲਾਵਾ, ਪਿਛਲੀ ਵਾਰ ਜਦੋਂ ਅਸੀਂ ਆਪਣੇ ਕੁੱਤਿਆਂ ਨੂੰ ਸ਼ਾਟ ਲਗਵਾਉਣ ਲਈ ਲੈ ਕੇ ਆਏ ਤਾਂ ਸਾਨੂੰ ਖੁਸ਼ੀ ਅਤੇ ਹੈਰਾਨੀ ਹੋਈ ","ਇਸ ਤੋਂ ਇਲਾਵਾ, ਜਦੋਂ ਅਸੀਂ ਆਪਣੇ ਕੁੱਤਿਆਂ ਨੂੰ ਸ਼ਾਟ ਲਈ ਲੈ ਕੇ ਆਏ ਤਾਂਬਹੁਤ ਵੱਡਾ ਝਟਕਾ ਲੱਗਾ "
152,ਮੈਂ ਡ੍ਰੰਕੇਨ ਡਰੈਗਨ ਨੂਡਲਜ਼ ਦੀ ਸਿਫਾਰਸ਼ ਕਰਦਾ ਹਾਂ (ਤੁਹਾਡੇ ਲਈ ਮਸਾਲੇ ਪ੍ਰੇਮੀਯੋਂ!),ਜੇ ਤੁਸੀਂ ਮਸਾਲੇ ਨੂੰ ਪਸੰਦ ਕਰਦੇ ਹੋ ਤਾਂ ਮੈਂਡ੍ਰੰਕੇਨ ਡ੍ਰੈਗਨ ਨੂਡਲਜ਼ ਦੀ ਸਿਫ਼ਾਰਸ਼ ਨਹੀਂ ਕਰਾਂਗਾ
153,ਸਥਾਨਕ ਚੇਨ ਲਈ ਇਹ ਜਗ੍ਹਾ ਬਹੁਤ ਵਧੀਆ ਹੈ!,ਸਥਾਨਕ ਚੇਨ ਲਈ ਇਹ ਜਗ੍ਹਾ ਬਕਵਾਸ ਹੈ!
154,ਇਹ ਜਗ੍ਹਾ ਮੈਨੂੰ ਘਰ ਦੀ ਯਾਦ ਦਿਵਾਉਂਦੀ ਹੈ!,ਇਹ ਜਗ੍ਹਾ ਮੈਨੂੰ ਯਾਦ ਦਿਵਾਉਂਦੀ ਹੈ ਕਿ ਮੈਂ ਘਰ ਕਿਉਂ ਜਾਣਾ ਚਾਹੁੰਦਾ ਹਾਂ
155,ਸਕੌਟਟਸਡੇਲ ਵਿੱਚ ਮੇਰੇ ਨਿਯਮਤ ਥਾਂ ਵਿੱਚੋਂ ਇੱਕ।,ਸਕੌਟਟਸਡੇਲ ਵਿੱਚ ਮੇਰੇ ਨਿਯਮਤ ਥਾਂ ਨਹੀਂ।
156,ਮੈਂ ਉੱਥੇ ਦੁਬਾਰਾ ਜ਼ਰੂਰ ਜਾਵਾਂਗਾ!,ਮੈਂ ਉੱਥੇ ਫਿਰ ਕਦੇ ਨਹੀਂ ਜਾਵਾਂਗਾ!
157,"ਮੈਂ ਦੁਪਹਿਰ ਦੇ ਖਾਣੇ ਲਈ ਰੁਕਿਆ, ਚੰਗੀ ਵਾਈਨ ਦੀ ਸੂਚੀ, ਚੰਗੀ ਸੇਵਾ।","ਮੈਂ ਦੁਪਹਿਰ ਦੇ ਖਾਣੇ ਲਈ ਰੁਕਿਆ, ਵਾਈਨ ਦੀ ਸੂਚੀ ਚੰਗੀ ਨਹੀਂ ਸੀ ਅਤੇ ਨਾ ਹੀ ਸੇਵਾ।"
158,ਮੈਨੂੰ ਪਸੰਦ ਹੈ ਕਿ ਇਹ ਜਗ੍ਹਾ ਕਾਮਿਕ ਫੈਮਿਲੀ ਸਰਕਸ ਵਿੱਚ ਹੈ।,ਮੈਨੂੰ ਨਫ਼ਰਤ ਹੈ ਕਿ ਇਹ ਜਗ੍ਹਾ ਕਾਮਿਕ ਫੈਮਿਲੀ ਸਰਕਸ ਵਿੱਚ ਹੈ।
159,ਇਹ ਇਕ ਅੰਤਰਰਾਸ਼ਟਰੀ ਪਕਵਾਨ ਹੈ।,ਇਹ ਕੋਈ ਅੰਤਰਰਾਸ਼ਟਰੀ ਪਕਵਾਨ ਨਹੀਂ ਹੈ।
160,ਇਹ ਬਹੁਤ ਪਿਆਰਾ ਸੀ ਅਤੇ ਅਲੱਗ ਵੀ !,ਇਹ ਇੰਨਾ ਪਿਆਰਾ ਜਾਂ ਅਲੱਗ ਨਹੀਂ ਸੀ।
161,ਮੈਨੂੰ ਬਾਹਰਲੀ ਬੈਠਕ ਪਸੰਦ ਹੈ ਅਤੇ ਰਿਵਰਸ ਹੈਪੀ ਆਵਰ ਹੈਰਾਨੀਜਨਕ ਤੌਰ 'ਤੇ ਕਿਫਾਇਤੀ ਹੈ,ਮੈਨੂੰ ਬਾਹਰਲੀ ਬੈਠਕ ਪਸੰਦ ਨਹੀਂ ਹੈ ਅਤੇ ਰਿਵਰਸ ਹੈਪੀ ਆਵਰ ਹੈਰਾਨੀਜਨਕ ਤੌਰ 'ਤੇ ਮਹਿੰਗਾ ਹੈ
162,ਸ਼ੁਗਰ ਬੋਲ 'ਤੇ ਮਾਹੌਲ ਮਜ਼ੇਦਾਰ ਹੈ।,ਸ਼ੁਗਰ ਬੋਲ 'ਤੇ ਮਾਹੌਲ ਨਕਾਰਾਤਮਕ ਹੈ।
163,"ਇਸ ਦੇ ਬਾਵਜੂਦ ਇਹ ਕਿਹਾ ਜਾ ਸਕਦਾ ਹੈ, ਮੈਨੂੰ ਖਾਣੇ ਦਾ ਅਨੰਦ ਆਇਆ","ਇਸ ਦੇ ਬਾਵਜੂਦ ਇਹ ਕਿਹਾ ਜਾ ਸਕਦਾ ਹੈ, ਮੈਨੂੰ ਖਾਣੇ ਦਾ ਅਨੰਦ ਨਹੀਂ ਆਇਆ"
164,"ਬਹੁਤ ਵਧੀਆ ਭੋਜਨ, ਵਧੀਆ ਸਜਾਵਟ!","ਬੇਕਾਰ ਭੋਜਨ, ਬੇਕਾਰ ਸਜਾਵਟ!"
165,ਭੋਜਨ ਹਮੇਸ਼ਾਂ ਤਾਜ਼ਾ ਹੁੰਦਾ ਹੈ।,ਭੋਜਨ ਹਮੇਸ਼ਾਂ ਬਾਸੀ ਹੁੰਦਾ ਹੈ।
166,"ਤੁਸੀਂ ਅੰਦਰ ਆ ਸਕਦੇ ਹੋ, ਕੋਈ ਵੀ ਰਕਮ ਖਰਚ ਸਕਦੇ ਹੋ ਅਤੇ ਕਿਸੇ ਸ਼ਾਨਦਾਰ ਚੀਜ਼ ਦਾ ਅਨੰਦ ਲੈ ਸਕਦੇ ਹੋ ।","ਇੱਥੇ ਨਾ ਜਾਓ, ਤੁਸੀਂ ਬਹੁਤ ਜ਼ਿਆਦਾ ਖਰਚ ਕਰੋਗੇ ਅਤੇ ਤੁਹਾਨੂੰ ਮਾੜਾ ਤਜਰਬਾ ਹੋਵੇਗਾ।"
167,ਜਿੰਨਾ ਖਾਣਾ ਮੈਂ ਖਾਧਾ ਸੀ ਉਹ ਬਹੁਤ ਵਧੀਆ ਸੀ।,ਜਿੰਨਾ ਖਾਣਾ ਮੈਂ ਖਾਧਾ ਸੀ ਉਹ ਬੇਕਾਰ ਸੀ।
168,"ਹੁਣ ਤੱਕ, ਵਧੀਆ ਗਾਹਕ ਸੇਵਾ।",ਹੁਣ ਤੱਕ ਗਾਹਕ ਸੇਵਾ ਸਿਰਫ ਕਠੋਰ ਸੀ।
169,ਰਿਕ ਇਕ ਵਧੀਆ ਮੁੰਡਾ ਹੈ!,ਰਿਕ ਇਕ ਮਤਲਬੀ ਮੁੰਡਾ ਹੈ।
170,ਅਸੀਂ ਇੱਥੇ ਹੈਪੀ ਓਉਰ ਲਈ ਖਾਧਾ ਅਤੇ ਇਹ ਸ਼ਾਨਦਾਰ ਸੀ।,ਅਸੀਂ ਇੱਥੇ ਹੈਪੀ ਓਉਰ ਲਈ ਖਾਧਾ ਅਤੇ ਇਹ ਬੇਕਾਰ ਸੀ।
171,ਇਹ ਇੱਕ ਕਾਰੋਬਾਰ ਵਿੱਚ ਇੱਕ ਦੁਰਲੱਭ ਮਿਲਣ ਵਾਲੀ ਚੀਜ਼ ਹੈ ।,ਇਹ ਇਕ ਕਾਰੋਬਾਰ ਦੀ ਇੰਨੀ ਖਾਸ ਚੀਜ਼ ਨਹੀਂ ਹੈ।
172,ਇਹ ਚੰਗਾ ਠੋਸ ਭੋਜਨ ਹੈ।,ਇਹ ਬਹੁਤ ਮਹੱਤਵਪੂਰਨ ਭੋਜਨ ਨਹੀਂ ਹੈ।
173,"ਵਧੀਆ ਕਲੱਬ ਦੀ ਚੰਗਾ ਲੇਆਉਟ, ਕੋਰਸ ਦੀ ਬਣਾਵਟ ਔਸਤ ਤੋਂ ਵਧੀਆ ਸੀ।","ਇੰਨਾ ਵਧੀਆ ਕਲੱਬ ਇੰਨਾ ਵਧੀਆ ਲੇਆਉਟ ਨਹੀਂ, ਕੋਰਸ ਦੀ ਬਣਾਵਟ ਔਸਤ ਤੋਂ ਵਧੀਆ ਮਾੜੀ ਸੀ "
174,ਅਸੀਂ ਜ਼ਰੂਰ ਵਾਪਸ ਆਵਾਂਗੇ!,ਅਸੀਂ ਸ਼ਾਇਦ ਵਾਪਸ ਨਹੀਂ ਆਵਾਂਗੇ।
175,ਮੀਟਲੋਫ (ਜਦੋਂ ਉਹ ਇਸ ਨੂੰ ਰੱਖਦੇ ਹਨ) ਸ਼ਾਨਦਾਰ ਹੈ।,ਮੀਟਲੋਫ (ਜੇ ਉਨ੍ਹਾਂ ਕੋਲ ਹੈ ਵੀ) ਕੋਈ ਖ਼ਾਸ ਚੀਜ਼ ਨਹੀਂ ਹੈ।
176,ਇੱਥੇ ਭੋਜਨ ਵੀ ਬਹੁਤ ਵਧੀਆ ਹੈ!,ਇੱਥੇ ਭੋਜਨ ਵੀ ਬੇਕਾਰ ਹੈ!
177,ਧੰਨਵਾਦ ਅਮਾਂਡਾ ਵਾਪਸ ਆਵਾਂਗਾ!,"ਕੋਈ ਧੰਨਵਾਦ ਨਹੀਂ ਅਮਾਂਡਾ, ਮੈਂ ਵਾਪਸ ਨਹੀਂ ਆਵਾਂਗਾ!"
178,ਮੈਨੂੰ ਉਨ੍ਹਾਂ ਦੀ ਫਲੇਵਰਡ ਕੌਫੀ ਪਸੰਦ ਹੈ।,ਮੈਨੂੰ ਉਨ੍ਹਾਂ ਦੀ ਫਲੇਵਰਡ ਕੌਫੀ ਤੋਂ ਨਫ਼ਰਤ ਹੈ।
179,ਸਟਾਫ ਨੇ ਸਾਡਾ ਬਹੁਤ ਸਵਾਗਤ ਕੀਤਾ ਅਤੇ ਆਰਾਮਦਾਇਕ ਮਹਿਸੂਸ ਕਰਵਾਇਆ।,ਸਟਾਫ ਨੇ ਸਾਨੂੰ ਬਹੁਤ ਅਣਚਾਹੇ ਅਤੇ ਅਸਹਿਜ ਮਹਿਸੂਸ ਕਰਵਾਇਆ ।
180,ਖਾਣਾ ਚੰਗਾ ਹੈ ਅਤੇ ਮੇਰੇ ਅਨੁਸਾਰ ਪ੍ਰਮਾਣਿਕ ​​ਹੈ।,ਖਾਣਾ ਬੁਰਾ ਹੈ ਅਤੇ ਮੇਰੇ ਅਨੁਸਾਰ ਪ੍ਰਮਾਣਿਕ ​​ਨਹੀਂ ਹੈ।
181,ਮੈਂ ਹਰ ਕਿਸੇ ਨੂੰ ਓਲਡ ਟਾਊਨ ਸਕਾਟਸਡੇਲ ਦੀ ਡੈਂਟਿਸਟਰੀ ਦੀ ਸਿਫਾਰਿਸ਼ ਕਰਾਂਗਾ।,ਮੈਂ ਕਿਸੇ ਨੂੰ ਵੀ ਓਲਡ ਟਾਊਨ ਸਕਾਟਸਡੇਲ ਦੀ ਡੈਂਟਿਸਟਰੀ ਦੀ ਸਿਫਾਰਿਸ਼ ਨਹੀਂ ਕਰਾਂਗਾ।
182,ਮੇਰਾ ਪਿਤਾ ਨੇ ਇਸ ਕ੍ਰਿਸਮਸ ਤੇ ਮੇਰੀ ਮਾਂ ਦੀ ਐਂਗੇਜਮੈਂਟ ਰਿੰਗ ਨੂੰ ਅੱਪਗਰੇਡ ਕਰਨ ਦਾ ਨਿਰਣਾ ਕੀਤਾ ਹੈ।,ਮੇਰਾ ਪਿਤਾ ਨੇ ਇਸ ਕ੍ਰਿਸਮਸ ਤੇ ਮੇਰੀ ਮਾਂ ਦੀ ਐਂਗੇਜਮੈਂਟ ਰਿੰਗ ਨੂੰ ਅੱਪਗਰੇਡ ਨਾ ਕਰਨ ਦਾ ਨਿਰਣਾ ਕੀਤਾ ਹੈ।
183,ਸਟੋਰ ਦੇ ਸਭ ਤੋਂ ਵਧੀਆ ਸੌਦੇ ਇਨ੍ਹਾਂ ਰੈਕਾਂ ਤੇ ਹਨ।,ਸਟੋਰ ਦੇ ਸਭ ਤੋਂ ਭੈੜੇ ਸੌਦੇ ਇਨ੍ਹਾਂ ਰੈਕਾਂ ਤੇ ਹਨ।
184,ਇੱਥੇ ਮੁੰਡੇ ਬਹੁਤ ਚੰਗੇ ਅਤੇ ਮਦਦਗਾਰ ਹਨ।,ਇੱਥੇ ਮੁੰਡੇ ਚੰਗੇ ਜਾਂ ਮਦਦਗਾਰ ਨਹੀਂ ਹਨ।
185,ਮੇਰੇ ਸਾਰੇ ਵਾਹਨਾਂ ਨੂੰ ਪੱਕਾ ਵਾਪਸ ਲਿਆਉਣਗੇ!,ਉਹ ਸ਼ਾਇਦ ਮੇਰੇ ਸਾਰੇ ਵਾਹਨਾਂ ਨੂੰ ਵਾਪਸ ਨਹੀਂ ਲਿਆਉਣਗੇ।
186,ਸਾਲਸਾ ਸ਼ਾਨਦਾਰ ਸੀ ਹਾਲਾਂਕਿ ਅਗਲੀ ਵਾਰ ਮੈਂ ਜਿਆਦਾ ਮਿਰਚ ਵਾਲਾ ਮੰਗਾਂਗਾ।,"ਸਾਲਸਾ ਬਹੁਤ ਖਰਾਬ ਸੀ, ਅਤੇ ਇਸ ਦੇ ਬਾਅਦ ਕੋਈ ਹੋਰ ਮੌਕਾ ਨਹੀਂ ਹੈ।"
187,ਕੁਝ ਤਾਜ਼ਾ ਅਤੇ ਸੁਆਦੀ ਡੋਨਟ ਖਾਣ ਲਈ ਵਧੀਆ ਜਗ੍ਹਾ।,ਕੁਝ ਤਾਜ਼ਾ ਅਤੇ ਸੁਆਦੀ ਡੋਨਟ ਖਾਣ ਲਈ ਵਧੀਆ ਜਗ੍ਹਾ ਨਹੀਂ।
188,ਨਾਸ਼ਤਾ ਕਰਨ ਲਈ ਇਥੇ ਆਇਆ ਅਤੇ ਇਹ ਅਜੇ ਤੱਕ ਸਭ ਤੋਂ ਵਧੀਆ ਫੈਸਲਾ ਸੀ।,ਨਾਸ਼ਤਾ ਲੈਣ ਲਈ ਇਥੇ ਆਇਆ ਅਤੇ ਇਹ ਅਜੇ ਸਭ ਤੋਂ ਭੈੜਾ ਫੈਸਲਾ ਸੀ।
189,ਉਨ੍ਹਾਂ ਕੋਲ ਕੋਂਬੋਸ ਦੀ ਸਿਲੈਕਸ਼ਨ ਕਰਨ ਲਈ ਇੱਕ ਸ਼ਾਨਦਾਰ ਚੋਣ ਹੈ।,ਉਨ੍ਹਾਂ ਕੋਲ ਕੋਂਬੋਸ ਦੀ ਸਿਲੈਕਸ਼ਨ ਕਰਨ ਲਈ ਇੱਕ ਬੇਕਾਰ ਚੋਣ ਹੈ।
190,"ਉਹ ਬਹੁਤ ਵਧੀਆ ਸਨ, ਬਹੁਤ ਜ਼ਿਆਦਾ ਚਿਕਨਾਈ ਨਹੀਂ ਪਰ ਨਰਮ ਅਤੇ ਹਲਕੇ।","ਉਹ ਬੇਕਾਰ ਸਨ, ਬਹੁਤ ਜ਼ਿਆਦਾ ਚਿਕਨਾਈ ਅਤੇ ਹਲਕੇ ਨਹੀਂ ਸਨ।"
191,ਡੇਲੀ ਵਿਚ ਸਲਾਦ ਅਤੇ ਪਾਸਤਾ ਦੀਆਂ ਚੀਜ਼ਾਂ ਦੀ ਸ਼ਾਨਦਾਰ ਵੱਡੀ ਸਿਲੈਕਸ਼ਨ।,ਡੇਲੀ ਵਿਚ ਸਲਾਦ ਜਾਂ ਪਾਸਤਾ ਦੀ ਇਕ ਵੱਡੀ ਸਿਲੈਕਸ਼ਨ ਨਹੀਂ ਹੈ।
192,ਕੁੱਲ ਮਿਲਾ ਕੇ ਸੱਚਮੁੱਚ ਚੰਗੀ ਕੁਆਲਟੀ ਦਾ ਖਾਣਾ ਅਤੇ ਸੇਵਾ।,ਕੁੱਲ ਮਿਲਾ ਕੇ ਮਿਲਾ ਕੇ ਭੋਜਨ ਦੀ ਗੁਣਵੱਤਾ ਅਤੇ ਸੇਵਾ ਉਤਨੀ ਚੰਗੀ ਨਹੀਂ ਸੀ।
193,ਹਰ ਕੋਈ ਬਹੁਤ ਵਧੀਆ ਅਤੇ ਪੇਸ਼ੇਵਰ ਸੀ।,ਹਰ ਕੋਈ ਚੰਗਾ ਜਾਂ ਪੇਸ਼ੇਵਰ ਨਹੀਂ ਸੀ।
194,ਮੈਂ ਤਮਾਲੇ ਸੈਮਪਲਰ ਦਾ ਆਰਡਰ ਦਿੱਤਾ।,ਅਫ਼ਸੋਸ ਦੀ ਗੱਲ ਹੈ ਕਿ ਮੈਂ ਤਮਾਲੇ ਸੈਮਪਲਰ ਦਾ ਆਰਡਰ ਦਿੱਤਾ।
195,ਮੈਟ ਬਹੁਤ ਵਧੀਆ ਸੀ ਅਤੇ ਮਦਦਗਾਰ ਸੀ।,"ਮੈਟ ਇੰਨਾ ਵਧੀਆ ਨਹੀਂ ਸੀ, ਅਤੇ ਇੰਨਾ ਮਦਦਗਾਰ ਵੀ ਨਹੀਂ ਸੀ।"
196,"ਮੇਰੀ ਪਲੇਟ ਨੂੰ ਸਾਫ਼ ਕੀਤੀ, ਚੰਗੀ ਮਾਤਰਾ ਵਿਚ ਖਾਣਾ।",ਭੋਜਨ ਬਿਲਕੁਲ ਵੀ ਕਾਫੀ ਨਹੀਂ ਸੀ
197,"ਅਤੇ ਫੇਰ, ਖਾਣਾ ਅਵਿਸ਼ਵਾਸ਼ਯੋਗ ਤੋਰ ਤੇ ਸੁਆਦ ਹੈ!","ਅਤੇ ਫੇਰ, ਖਾਣਾ ਬਿਲਕੁਲ ਬੇਕਾਰ ਹੈ!"
198,ਪਰ ਇਹ ਨਿਸ਼ਚਤ ਤੌਰ ਤੇ ਇੰਤਜ਼ਾਰ ਦੇ ਯੋਗ ਹੈ।,ਪਰ ਇਹ ਨਿਸ਼ਚਤ ਤੌਰ 'ਤੇ ਇੰਤਜ਼ਾਰ ਦੇ ਯੋਗ ਨਹੀਂ ਹੈ
199,ਗਰਿਮਾਲਡੀ ਐਰੀਜ਼ੋਨਾ ਵਿੱਚ ਸਭ ਤੋਂ ਸ਼ਾਨਦਾਰ ਪੀਜ਼ਾ ਸਥਾਨ ਹੈ।,ਗਰਿਮਾਲਡੀ ਐਰੀਜ਼ੋਨਾ ਵਿਚ ਸਭ ਤੋਂ ਬੇਕਾਰ ਪੀਜ਼ਾ ਸਥਾਨ ਰਿਹਾ ਹੈ।
200,ਹਰ ਵਾਰ ਜਦੋਂ ਵੀ ਮੈਂ ਆਉਂਦਾ ਹਾਂ ਤਾਂ ਸ਼ਾਨਦਾਰ ਗਾਹਕ ਸੇਵਾ ਤੋਂ ਇਲਾਵਾ ਕੁਝ ਵੀ ਨਹੀਂ।,ਹਰ ਵਾਰ ਜਦੋਂ ਵੀ ਮੈਂ ਆਉਂਦਾ ਹਾਂ ਤਾਂ ਬੇਕਾਰ ਗਾਹਕ ਸੇਵਾ ਤੋਂ ਇਲਾਵਾ ਕੁਝ ਵੀ ਨਹੀਂ।
201,ਸਟਾਫ ਦੁਆਰਾ ਵਧੀਆ ਸੇਵਾ।,ਬੇਕਾਰ ਸਟਾਫ ਦੁਆਰਾ ਮਾੜੀ ਸੇਵਾ।
202,ਮੈਨੂੰ ਇੱਥੇ ਡਿਜ਼ਰਟ ਵੀ ਮਿਲਦੀ ਹੈ ਜਦੋਂ ਵੀ ਮੇਰਾ ਮਿੱਠਾ ਖਾਣ ਨੂੰ ਜੀ ਕਰਦਾ ਹੈ,ਮੈਨੂੰ ਇੱਥੇ ਡਿਜ਼ਰਟਨਹੀਂ ਮਿਲਦੀ ਹੈ ਜਦੋਂ ਵੀ ਮੇਰਾ ਮਿੱਠਾ ਖਾਣ ਨੂੰ ਜੀ ਕਰਦਾ ਹੈ
203,ਮੇਰੇ ਕੋਲ ਹਮੇਸ਼ਾਂ ਖਾਣ ਲਈ ਇੱਕ ਵਧੀਆ ਡਿਸ਼ ਹੁੰਦੀ ਹੈ।,ਮੇਰੇ ਕੋਲ ਹਮੇਸ਼ਾਂ ਖਾਣ ਲਈ ਇੱਕ ਬੇਕਾਰ ਡਿਸ਼ ਹੁੰਦੀ ਹੈ।
204,ਇਹ ਹੁਣ ਤੱਕ ਦਾ ਮੇਰਾ ਮਨਪਸੰਦ ਪੀਜ਼ਾ ਹੈ।,ਇਹ ਹੁਣ ਤੱਕ ਦਾ ਸਭ ਤੋਂ ਮਾੜਾ ਪੀਜ਼ਾ ਹੈ।
205,ਬਾਰਟੇਂਡਰ ਬਹੁਤ ਦੋਸਤਾਨਾ ਅਤੇ ਤੇਜ਼ ਲੋਕਾਂ ਦੀ ਭੀੜ ਦੇ ਬਾਵਜੂਦ ਸਾਡੀ ਸਹਾਇਤਾ ਕੀਤੀ।,"ਬਾਰਟੈਂਡਰ ਬਹੁਤ ਕਠੋਰ ਸੀ, ਅਤੇ ਸਾਡੀ ਮਦਦ ਕਰਨ ਲਈ ਬਹੁਤ ਹੌਲੀ"
