ID,POSITIVE,NEGATIVE
368,"सुपर मैत्रीपूर्ण स्टाफ, झटपट सर्व्हिस आणि अप्रतिम आणि साधे जेवण योग्य पद्धतीने केले !","त्यात अनमैत्रीपूर्ण स्टाफ, खराब सर्विस आणि मध्यम दर्जाचे जेवण आहे."
369,उत्तम किंमती आणि तिथले सहकारी हे सर्व अतिशय कस्टमर मैत्रीपूर्ण आणि उपयुक्त आहेत !,मोठ्या किमती आणि तिथले सहकारी हे सर्व अतिशय अमैत्रीपूर्ण आणि उपयुक्त नाहीत !
370,"आणि माझ्याकडे माझी शुगर बोल आवडती, टॉप हॅट सुंडे होती!","आणि मला माझी शुगर बोल आवडती, टॉप हॅट सुंडे मिळू शकली नाही!"
371,"उत्तम किंमती, उत्तम निवड.","खराब किंमती, खराब निवड."
372,खूप छान जेवण आणि सर्विस !,खूप खराब जेवण आणि सर्विस !
373,मेट्रो परिसरातील हे सर्वोत्कृष्ट धाग्याचे दुकान आहे.,मेट्रो परिसरातील हे सर्वात खराब धाग्याचे दुकान आहे.
374,उत्तम लंच स्पेशल आणि जबरदस्त स्टाफ.,भयानक लंच स्पेशल आणि भयानक स्टाफ.
375,आणि प्रत्येक शेवटच्या घासचा आनंद घेतला आहे.,आणि प्रत्येक घास सहन केला आहे
376,मी काहीही ऑर्डर केली तरी जेवण नेहमीच आश्चर्यकारक असते.,मी काहीही ऑर्डर केली तरी अन्न नेहमीच भयानक असते.
377,ते अत्यंत मैत्रीपूर्ण आणि वाजवी किंमतीचे होते.,"ते अतिशय उद्धट होते , आणि जास्त किंमतीचे होते ."
378,पार्ट्स आणि अॅक्सेसरीजची चांगली निवड आणि वाजवी किंमती.,"पार्ट्स आणि अॅक्सेसरीजची भयानक निवड, आणि खूप जास्त किंमत."
379,इथलं जेवण छान आणि अस्सल आहे.,इथलं जेवण इतकं खराब आहे आणि खूप दिखाऊ आहे.
380,"उत्तम अन्न, कमी किंमती आणि अस्सल मेक्सिकन कॅन्टिना वाइब.","भयानक अन्न, खराब किंमती आणि स्यूडो मेक्सिकन कॅन्टीन वातावरण"
381,"ही जागा ठोस, स्वादिष्ट टेक आउट ऑफर करते.","ही जागा ओके फूड देते, टेकआऊटसाठी"
382,प्रत्येक वेळी जाताना हा एक नवीन अनुभव आणि नवीन चव असते.,प्रत्येक वेळी जाताना तोच शिळे अनुभव आणि क्लिच फ्लेवर्स असतात.
383,मी आणि कुटुंबीय/ मित्र मंडळी वर्षानुवर्षे त्यांच्याकडे जात आहोत !,मी आणि कुटुंबीय/ मित्रांनी त्यांच्याकडे जाणे अनेक वर्षांपूर्वी बंद केले होते!
384,माझ्या मागच्या भेटीपासून त्यांनी मेन्यूमध्ये काही नवीन वस्तू जोडल्या आहेत.,बर्याच दिवसांपासून कोणत्याही नवीन वस्तूजोडल्या गेल्या नाहीत
385,ते आपल्यासाठी ते समोर आणतात आणि खूप मदत करतात.,ते आपल्यासाठी ते समोर आणत नाहीत आणि उपयुक्त नाहीत.
386,एकाधिक टीव्ही आणि जिवंत गर्दीसह गेम्ससाठी जाण्यासाठी उत्तम जागा.,सिंगल टीव्ही आणि कंटाळवाणा गर्दी असलेल्या गेम्ससाठी जाण्यासाठी चांगली जागा नाही.
387,माझे सर्व कपडे चमकदार अवस्थेत परत आले आहेत !,माझे सर्व कपडे भयानक अवस्थेत परत आले आहेत !
388,माझ्याकडे असलेल्या सर्वोत्कृष्ट व्हेल डिशपैकी एक आणि वाजवी किंमत.,माझ्याकडे आजवरच्या सर्वात खराब व्हेल डिशपैकी एक आणि अवाजवी किंमती.
389,जेवण चांगले स्टीक बाइट आणि ह्युमस प्लेट आवश्यक होते.,"जेवण खराब होते, स्टीक चावणे आणि ह्युमस प्लेट टाळणे."
390,पिझ्झाबद्दल बोलायचे झाले तर मी आतापर्यंत खाल्लेल्या सर्वोत्कृष्ट पिझ्झामध्ये हे स्थान आहे.,पिझ्झाबद्दल बोलायचे झाले तर मी आतापर्यंत खाल्लेल्या सर्वात खराब गोष्टींमध्ये हे स्थान आहे.
391,खरोखरच चांगली सर्विस आणि जेवण.,खरोखरच खराब सर्विस आणि जेवण.
392,त्यांचे सँडविच खरोखरच चविष्ट होते.,सँडविच खराब होते.
393,नेहमी मजेशीर आणि मैत्रीपूर्ण वातावरण.,नेहमीच कंटाळवाणे आणि मैत्रीपूर्ण वातावरण.
394,मी या ठिकाणी नियमित ड्राईव्ह-थ्रू ग्राहक आहे.,मला या ठिकाणी नियमित ड्राईव्ह-थ्रू ग्राहक होण्यास भाग पाडले जाते.
395,खूप चविष्ट होते; माझ्याकडे असं कधीच नव्हतं!,हे खूप भयानक होते; माझ्याकडे असं कधीच नव्हतं!
396,मला पुन्हा काहीतरी मिळेल हे नक्की!,मला पुन्हा काही मिळणार नाही
397,कॅलिफोर्निया बुरिटो देखील एक महान बुरिटो होता.,कॅलिफोर्निया बुरिटो देखील एक खराब बुरिटो होता.
398,आज मला मदत करणारी बाई खूप मिलनसार आणि ज्ञानी होती.,आज मला मदत करणारी बाई अमैत्रीपूर्ण आणि अनभिज्ञ होती
399,"सर्विस उत्तम, जेवण स्वादिष्ट आणि मूल्य अप्रतिम होती.",सर्विस निकृष्ट होती आणि जेवण महाग होते आणि ते मूल्यवान नव्हती .
400,मेनू आणि ड्रिंक्स आवडली.,मेनू आणि ड्रिंक्सचा तिरस्कार केला.
401,"पेई वेईमध्ये वाजवी किंमती, जलद सर्विस आणि आश्चर्यकारक आउटडोअर सीटिंग आहे.","पेई वेईमध्ये अनुचित किंमती, हळू सर्विस आणि भयानक आउटडोअर सीटिंग आहे."
402,खूप छान अनुभव होता !,हा एक भयानक अनुभव होता !
403,त्याचा विनोद नियमित भेटीला मनोरंजक बनवतो.,त्याच्या विनोदामुळे नियमित भेट कंटाळवाणी होते.
404,ही जागा आवडली आणि परत येत राहील.,ही जागा आवडत नाही आणि परत येणार नाही.
405,आम्हाला ताबडतोब बसविण्यात आले आणि प्रत्येक कर्मचारी अत्यंत मैत्रीपूर्ण आणि आनंदी होता.,आम्ही बराच वेळ बसलो होतो आणि प्रत्येक कर्मचारी अत्यंत उद्धट आणि मूडी होता.
406,नक्की परत जाऊन मित्रांना शिफारस करेन.,परत जाणार नाही आणि मित्रांना शिफारसही करणार नाही
407,त्यांचा छोटा सा कॅलझोन खरोखरच प्रचंड आहे !,त्यांचा छोटासा कॅलझोन खरोखरच बौना आहे !
408,जेवणही खूप चांगलं आहे.,जेवणाची चव अगदी ठीक होती
409,मार्गरिटाची चवही चवदार होती आणि आईस्क्रीमसह चुरोसही अप्रतिम होते.,मार्गरिटाची चव चाखली आणि आईस्क्रीम सह चुरोस नितळ झाले.
410,मी अही टूनाची शिफारस करतो.,मी अही टूनाची शिफारस करत नाही.
411,"ती खूप संयमी, दयाळू आणि समजूतदार होती.","ती इतकी अधीर, उद्धट आणि अनाठायी होती."
412,"अहो, पिझ्झासुद्धा चांगला आहे.","अरे, पिझ्झासुद्धा भयंकर आहे."
413,परिपूर्णतेने शिजवलेले आणि खूप चवदार.,जास्त शिजवलेले आणि कोमट
414,क्रू खूप मैत्रीपूर्ण आणि सामंजस्यपूर्ण होते.,क्रू खूप चपखल होता आणि स्वागत करत नव्हता.
415,इथली सुशी मस्त आहे आणि मला काकडीचे कोशिंबीर आवडते.,इथली सुशी खराब आहे आणि मला काकडीच्या कोशिंबीराचा तिरस्कार आहे.
416,जर तुम्ही परिवर्तनातून बाहेर पडू इच्छित असाल तर ही तुमची जागा आहे !,बाहेर पडायचा विचार करत असाल तर ही जागा टाळा !
417,तिने माझ्या त्वचेसह अविश्वसनीय दिसणारा एक उत्तम रंग निवडला.,तिने माझ्या त्वचेलाही न आवडणारा खराब रंग निवडला.
418,खेळ पाहण्यासाठी उत्तम ठिकाण !,खेळ पाहण्यासाठी भयानक ठिकाण !
419,"ईस्ट चांडलरमधील हे गोंडस लहान पिझ्झा, कोशिंबीर आणि पास्ता ठिकाण छान आहे.","ईस्ट चांडलरमधील हे अप्रतिम पिझ्झा, कोशिंबीर आणि पास्ता ठिकाण भयानक आहे."
420,त्यामागच्या गल्लीतली कलाही मस्त आहे !,मागच्या गल्लीतली कला अजिबात मस्त नाही !
421,पण मुळचा टक्सन असल्याने या ठिकाणाने माझ्या चवीच्या माध्यमातून नॉस्टॅल्जिया आणला.,पण टक्सन मुळचा असल्याने ही जागा माझ्या चवीमुळे लाजिरवाणी ठरली.
422,माझ्याकडे आजवरचे सर्वोत्कृष्ट चिकन परमेसन आहे.,माझ्याकडे आजवरचा सर्वात खराब चिकन परमेसन.
423,तेथे कस्टमर सर्विस उत्तम होती.,तेथे कस्टमर सर्विस निकृष्ट होती.
424,टीव्हीवर गेम बघण्यासाठी आणि लोकांसोबत भेटण्यासाठी मजेदार जागा.,टीव्हीवर गेम बघण्यासाठी आणि लोकांना भेटण्यासाठी प्रयत्न करण्यासाठी जोरदार जागा.
425,सर्वात स्वादिष्ट अस्सल चायनीज पदार्थ !,सर्वात भयानक अप्रामाणिक चायनीज पदार्थ !
426,चिप्स आणि ग्वाकामोल देखील उत्तम होते !,चिप्स आणि ग्वाकामोल तितकेसे चांगले नव्हते.
427,जेव्हा आपण खरोखर बाहेर बसू शकता तेव्हा ही जागा अप्रतिम आहे.,बाहेर बसता आलं तरी जागा चांगली नाही.
428,खडतर दिवसानंतर काही बिअर परत फेकण्यासाठी एक उत्तम छोटी जागा.,खडतर दिवसानंतर काही बिअर परत फेकण्यासाठी ही चांगली जागा नाही.
429,मी इतरांना या जागेची शिफारस नक्कीच करतो !,ही जागा मी इतरांना नक्कीच सुचवत नाही.
430,बरं जेवण मस्त होतं आणि त्याची किंमतही चांगली होती.,जेवण चांगलं नव्हतं आणि किंमतही खराब होती.
431,मी वेटरची व्हेल कॅरोलिनाची शिफारस घेतली आणि ती सुपर होती !,मी वेटरची व्हेल कॅरोलिनाची शिफारस घेतली आणि ती भयानक होती!
432,सुपर गुड डील्स आणि खूप मैत्रीपूर्ण स्टाफ.,सुपर बॅड डील्स आणि अतिशय अमैत्रीपूर्ण कर्मचारी .
433,त्यांचा लासाग्ना ट्राय केला आणि तो माझा आतापर्यंतचा सर्वोत्कृष्ट आहे.,त्यांचा लासाग्ना ट्राय केला आणि तो माझा आतापर्यंतचा सर्वात खराब आहे.
434,ही जागा मस्त आणि मजेशीर आहे.,ही जागा मजेशीर किंवा मजेशीर नाही.
435,कार्यक्रम पाहण्यासाठी अप्रतिम जागा कारण प्रत्येक सीट एक उत्तम आसन आहे !,प्रत्येक सीट ही भयानक सीट असल्याने शो पाहण्यासाठी भयानक जागा !
436,ती एकदम विलक्षण होती आणि तिने जे केले ते मला आवडते!,ती एकदम भयानक होती आणि तिने जे केले त्याचा मला तिरस्कार आहे!
437,इथली हॅपी अवरची गर्दी प्रसंगी मजेशीर ठरू शकते.,इथली हॅपी अवरची गर्दी कधीच मजेशीर नसते.
438,खूप व्यस्त पण खूप चांगली सर्विस .,खूप व्यस्त आणि खूप खराब सर्विस.
439,सुशीला बाहेर किंवा आत खाणे चांगले !,सर्वात खराब म्हणजे सुशीमध्ये बाहेर काढा किंवा खाऊ !
440,सुरुवातीपासून शेवटपर्यंत प्रत्येक वेळी मला चांगला अनुभव आला आहे.,सुरुवातीपासून शेवटपर्यंत प्रत्येक वेळी मला खराब अनुभव आला आहे.
441,तो खूप सखोल आहे आणि आपल्या ग्राहकांची खरोखर काळजी घेतो.,तो खूप निष्काळजी आहे आणि आपल्या ग्राहकांची पर्वा करत नाही.
442,"शिवाय त्याच्याकडे आश्चर्यकारक किंमती आहेत, आपण कसे जाऊ शकत नाही?","शिवाय त्याच्याकडे भरमसाठ किमती आहेत, तुम्ही कसे जाऊ शकता?"
443,स्टाफ खूप मैत्रीपूर्ण आणि चेंडूवर आहे.,कर्मचारी भयानक आणि संथ होते
444,सर्वांमध्ये ती समाधानकारक ग्रीस चव होती जी बिअरने चांगली धुतली गेली.,सगळ्यांमध्ये ती आजारी तेलाची चव होती जी बिअरनेही धुता येत नव्हती.
445,मी आत गेलो होतो आणि लगेच मदत मिळाली !,मी फिरत होतो आणि बराच वेळ बेवारस होतो !
446,जर आपण बारमध्ये बसत असाल तर त्यांच्याकडे शहरातील सर्वोत्तम बारटेंडर आहेत.,जर आपण बारमध्ये बसत असाल तर त्यांच्याकडे शहरातील सर्वात खराब बारटेंडर आहे.
447,मी या दुकानाची शिफारस करतो.,मी हे दुकान सुचवणार नाही
448,त्यांचे कर्मचारी ज्ञानी आणि माहितीपूर्ण असतात.,कर्मचारी मूकबधिर आणि बिनधास्त आहेत
449,"हे एक मस्त ठिकाण आहे, जिथे पाहण्यासारखे आणि प्रयत्न करण्यासारखे बरेच काही आहे.","हे थंड ठिकाण नाही, जिथे पाहण्यासारखे किंवा प्रयत्न करण्यासारखे काहीही नाही."
450,"ते सुपर मैत्रीपूर्ण, खूप उपयुक्त आणि आश्चर्यकारकपणे जलद आहेत !","ते मैत्रीपूर्ण नाहीत, उपयुक्त नाहीत आणि आश्चर्यकारकरित्या हळू आहेत !"
451,मी माझ्या गाडीचा तपशील येथे दिला आणि ती आश्चर्यकारक दिसत होती!,मी माझ्या गाडीचा तपशील इथे दिला आणि ती खराब दिसत होती!
452,डॉ. हॉल खूप दयाळू आणि सौम्य आहेत.,डॉ. हॉल दयाळू किंवा सौम्य नव्हते.
453,एवढा मोठा भाग मला ही पेटवून द्यावा लागला.,"मला अर्धा भरलेला, एवढा छोटा सा भाग सोडावा लागला."
454,जेवण छान दिसत होतं.,जेवण ठीक दिसत होतं
455,इथला मेन्यू परफेक्ट आहे.,मेनू खराब झाला होता.
456,कुरकुरीत मॅंगो फिश खूप चवदार होता.,कुरकुरीत मॅंगो फिश अतिशय घृणास्पद होता.
457,"आता खाणे, पिणे आणि मिष्टान्न आश्चर्यकारक आहेत.","आता खाणं, पिणं, मिष्टान्न यांची अवस्था भयानक झाली आहे."
458,कार्ने असाडा बुरिटो अप्रतिम आहे !,कार्ने असाडा बुरिटो भयानक आहे !
459,ही परफेक्ट डेट नाईट आहे.,ही सर्वात खराब डेट नाईट आहे.
460,खेळण्यासाठी खेळांची छान निवड.,खेळण्यासाठी खेळांची भयानक निवड.
461,ग्रिल्ड आर्टिचोक अप्रतिम आहेत !,आर्टिचोक भयानक आणि कमी शिजवलेले होते.
462,अडोवाडा गरम आहे परंतु आश्चर्यकारक आहे आणि चॉकलेट ब्रेड पुडिंग आश्चर्यकारक आहे.,अडोवड्याची चव कडू होती आणि चॉकलेट पुडिंगची चव जुनी होती.
463,आपल्या दिवसाचा आनंद घेण्याचा आणि विश्रांती घेण्याचा मजेदार आणि स्वस्त मार्ग.,आपला दिवस वाया घालवण्याचा कंटाळवाणा आणि खर्चिक मार्ग.
464,मला ते आवडलं आणि नक्की परत येईन!,खूप खराब अनुभव आहे मी परत येणार नाही.
465,बारमध्ये मोठी सर्विस आहे की आम्ही पूर्ण वेळ येथे राहिलो,सर्विस मध्ये गडबड होती म्हणून आम्ही शेजारचे बारमधील आरक्षण केले.
466,अतिशय मैत्रीपूर्ण कर्मचारी आणि व्यवस्थापक.,अतिशय अमैत्रीपूर्ण कर्मचारी आणि व्यवस्थापक.
467,लव्ह माय कट अँड कलर आणि ऋषी अप्रतिम !,माझ्या कट आणि रंगाचा तिरस्कार करा आणि ऋषी भयानक आहे !
468,वयोगट आणि वंशांचे विस्तृत स्पेक्ट्रम.,वयोगट आणि वंशांचे संकुचित स्पेक्ट्रम.
469,धमाका झाला आणि त्यांच्या रेस्टॉरंटमधलं जेवण छान होतं !,खराब वेळ होती आणि त्यांच्या रेस्टॉरंटमधलं जेवण भयंकर होतं!
470,विनामूल्य - उत्तम सर्विस !,अतिरिक्त खर्चात - भयानक सर्विस !
471,त्यांची स्टेक आणि सालसा बुरिटो खूप चांगली होती आणि खरोखरच मोठी देखील होती.,त्यांची स्टेक आणि सालसा बुरिटो खूप भयानक होती आणि खरोखरच लहान देखील होती.
472,चिकनसह ब्लू कॉर्न टॅकोस उत्तम होते.,चिकनसह ब्लू कॉर्न टॅकोस व्यवस्थित शिजवले गेले नाहीत
473,खायला भरपूर आणि आश्चर्यकारक चव.,फारसा भाग नव्हता आणि चव ही नव्हती
474,गर्जना करणार् या काट्याकडे मी नक्कीच परत येईन !,गर्जना करणार् या काट्याकडे मी नक्कीच परतणार नाही !
475,तो दिवसभर तुमच्यासोबत राहील.,बाहेर पडताच तुम्ही ही जागा विसरून जाल
476,ह्युमस हास्यास्पदरित्या मलईदार आणि स्वादिष्ट आहे.,ह्युमस हास्यास्पदपणे कोरडा आणि नितळ असतो.
477,रोमँटिक डिनरसाठी चांगली जागा !,रोमँटिक डिनरसाठी भयानक जागा !
478,मालक आम्हाला ओळखतो आणि आमच्याशी खूप चांगले वागतो !,मालकाला आमची आठवण येत नाही आणि तो आमच्याशी भयंकर वागतो !
479,मी प्रामाणिकपणे सांगू शकतो की मला खूप आनंद आहे की आम्ही एझेडकडे जाऊ.,मी प्रामाणिकपणे सांगू शकतो की मी खूप दु:खी आहे आम्ही एझेडकडे जाणार आहोत.
480,ग्रीन चिली मॅक आणि चीज अविश्वसनीय होते!,ग्रीन चिली मॅक आणि चीज भयानक होती !
481,मी इम्पॅक्ट ऑटो बॉडीची शिफारस करतो.,मी शिफारस करतो की आपण ऑटो बॉडीवर परिणाम करू नका.
482,"उत्तम क्वालिटी, उत्तम सर्विस.","भयानक क्वालिटी, भयानक सर्विस."
483,आणि मला प्रत्येक वेळी गायरो सँडविच मिळते आणि ते सर्वोत्तम आहे.,आणि मला प्रत्येक वेळी गायरो सँडविच मिळते आणि ते सर्वात खराब आहे.
484,मी या बेकरीची अत्यंत शिफारस करतो !,ही बेकरी न वापरण्याची मी अत्यंत शिफारस करतो !
485,त्यांच्या खाण्यापिण्यावर आणि त्यांच्या आवडीवर प्रेम आहे.,त्यांच्या खाण्यापिण्याचा आणि त्यांच्या निर्दयीपणाचा तिरस्कार करतो.
486,"मी या सलूनची आणि अद्भुत प्रतिभावान स्टायलिस्ट, एंजलची शिफारस करतो.","मी या सलूनची शिफारस करत नाही कारण स्टायलिस्टकडे टॅलेंट नव्हते, नारकीय होते."
487,त्यांच्याकडे सुशीप्रेमींसाठी बरेच पर्याय आहेत !,सुशीप्रेमींसाठी त्यांच्याकडे फारसे पर्याय नाहीत.
488,"वाजवी किंमत, तळ ओळ हमी.","किंमत वाजवी नाही, तळ ओळ हमी नाही."
489,घरगुती टोर्टिला खूप चांगले आहेत !,घरगुती टॉर्टिला अजिबात चांगले नसतात.
490,किंमती सर्वोत्कृष्ट आणि मूल्यवान होत्या.,किंमती चांगल्या नव्हत्या आणि त्याची किंमतही नव्हती.
491,"अप्रतिम जेवण, उत्तम सर्विस .","निकृष्ट जेवण, हळू सर्विस ."
492,हा माझा आजवरचा सर्वोत्कृष्ट अनुभव होता!,कदाचित मला आलेल्या सर्वात खराब पैकी एक
493,स्कॉट्सडेल कॅज्युअल ड्रेसमधील ही एक जागा मान्य आहे.,स्कॉट्सडेल कॅज्युअल ड्रेसमधील ही एक जागा अमान्य आहे
494,मला हे देखील आवडते की त्यांच्याकडे ताजे पिळलेले संत्र्याचा रस आहे.,त्यांच्याकडे ताजे पिळलेले संत्र्याचा रस नाही याचाही मला तिरस्कार आहे.
495,ऑक्टोपस शशिमी माझी आवडती !,ऑक्टोपस शशिमीची चव ओल्या मोज्यासारखी होती
496,"हे एक विलक्षण स्थान आहे, विशेषत: टेरेसा एम मुळे !","हे एक भयानक ठिकाण आहे, विशेषत: टेरेसा एम मुळे !"
497,त्यांच्या सेवेने मी खूश झालो.,त्यांच्या सेवेवर मी समाधानी नव्हतो.
498,आपल्याला किंमतीसाठी बरेच काही मिळते आणि जेवण ताजे आणि स्वादिष्ट आहे.,तुम्हाला किंमत फारशी मिळत नाही आणि जेवण जुने आणि खराब होते.
499,ते खूप फ्रेश आणि चविष्ट असतात.,ते ताजे किंवा चांगले नसतात.
500,सॅलेड ताजे आणि कुरकुरीत होते.,सॅलेड शिळे आणि कुजलेले होते.
